"Date","HEXAWARE.NS.Open","HEXAWARE.NS.High","HEXAWARE.NS.Low","HEXAWARE.NS.Close","HEXAWARE.NS.Volume","HEXAWARE.NS.Adjusted"
2016-09-27,192.8,197.95,192.4,196.35,795600,194.4945
2016-09-28,195.9,197.4,193.9,194.25,1078400,192.4144
2016-09-29,195.8,196,183.2,186.4,1662600,184.6385
2016-09-30,183.1,189.45,183.1,188.6,650300,186.8178
2016-10-03,189,192,189,190.6,705600,188.7989
2016-10-04,190.55,193.5,190.55,192.3,582700,190.4828
2016-10-05,192.4,194.25,189.2,189.9,1785900,188.1055
2016-10-06,190.2,190.9,185.5,186.2,623900,184.4404
2016-10-07,185.5,185.7,183,184.1,552000,182.3603
2016-10-10,185,188.15,184.2,185.35,786700,183.5985
2016-10-11,185.35,185.35,185.35,185.35,0,183.5985
2016-10-12,185.35,185.35,185.35,185.35,0,183.5985
2016-10-13,185.05,186.6,181.05,183.1,631500,181.3697
2016-10-14,182.5,185.5,179.8,182.25,1122800,180.5278
2016-10-17,182.55,184.55,178.05,178.85,654800,177.1599
2016-10-18,178,183.8,177.95,182.95,758000,181.2211
2016-10-19,183.9,190.3,183,188.45,1013400,186.6692
2016-10-20,189.8,193.4,188.75,191.7,1097400,189.8885
2016-10-21,194.9,197.85,193.1,197,1947200,195.1384
2016-10-24,198.1,199.9,196.1,197.1,955300,195.2374
2016-10-25,197.5,210.5,194.8,202.95,5460900,201.0321
2016-10-26,201,206,200,201.15,1291900,199.2491
2016-10-27,200.65,201.75,196.45,200.7,841000,198.8034
2016-10-28,201,205.7,198.8,204.6,814500,202.6666
2016-10-31,204.6,204.6,204.6,204.6,0,202.6666
2016-11-01,204.5,208.4,202.2,204.45,779900,202.518
2016-11-02,203.8,203.9,200.05,200.75,636200,198.8529
2016-11-03,200,201.8,197.15,197.7,502400,195.8318
2016-11-04,197.5,200.65,195.05,198.25,708900,197.3749
2016-11-07,198.6,204.5,198.6,202.5,822800,201.6062
2016-11-08,204,207.35,202.75,204.05,972800,203.1493
2016-11-09,191,197,185.2,195.45,1391400,194.5873
2016-11-10,198,200.8,196.1,197.4,373900,196.5287
2016-11-11,196.5,196.9,190.2,191.6,393600,190.7543
2016-11-14,191.6,191.6,191.6,191.6,0,190.7543
2016-11-15,189,192,185.5,187.75,456300,186.9213
2016-11-16,189.4,194.4,188.15,191.8,517100,190.9534
2016-11-17,193.4,194.2,191,191.8,300300,190.9534
2016-11-18,192.2,197,191.45,195.55,607800,194.6868
2016-11-21,197,197.1,187.4,188.05,365900,187.2199
2016-11-22,191.2,192.95,187.05,190.65,984400,189.8085
2016-11-23,193,194,186.15,189.85,1442800,189.012
2016-11-24,189.85,192.5,188.75,189.95,1184900,189.1116
2016-11-25,190.6,206,190.3,204.35,2252600,203.448
2016-11-28,205,209.4,203.2,204.4,1724600,203.4978
2016-11-29,205.1,206.65,202.1,203.75,554800,202.8506
2016-11-30,205,207.8,203.25,205.9,654500,204.9911
2016-12-01,206.1,210.8,203.4,206.65,862600,205.7378
2016-12-02,207.1,210.9,199.85,202.5,1422200,201.6062
2016-12-05,201.6,205,200.35,203.7,498300,202.8009
2016-12-06,205,206.35,202.4,203.1,424000,202.2035
2016-12-07,203.8,204.75,200.05,201.3,305100,200.4115
2016-12-08,202.05,204.55,202,203.1,290700,202.2035
2016-12-09,203.55,209.7,202.65,208.2,1303100,207.281
2016-12-12,209.5,210,204.3,205.3,534400,204.3938
2016-12-13,206,209.5,205.1,208.5,525100,207.5797
2016-12-14,208.6,213.5,206.1,206.85,1493300,205.937
2016-12-15,208,211.7,205.6,206.4,835200,205.4889
2016-12-16,208.25,209.3,205.15,206.15,406700,205.24
2016-12-19,207,209.7,205.55,207.6,436700,206.6837
2016-12-20,208.15,209.7,203.6,205.5,455200,204.5929
2016-12-21,206.9,209,205.75,206.7,407800,205.7876
2016-12-22,207.05,207.45,201.2,203.05,487200,202.1537
2016-12-23,205.25,206.55,203,204.25,591900,203.3484
2016-12-26,204.8,204.8,199.75,201.45,545900,200.5608
2016-12-27,200,201.4,194.5,198.55,1056900,197.6736
2016-12-28,199,203.9,199,201.3,725200,200.4115
2016-12-29,201.65,208,200.7,205.25,2098100,204.344
2016-12-30,205.25,209.35,205.25,207.1,629700,206.1859
2017-01-02,208,212.65,207.55,210.15,845300,209.2224
2017-01-03,210.5,211.5,208.2,210.35,802200,209.4215
2017-01-04,210.6,216.35,210,213.25,2068600,212.3087
2017-01-05,213,214.5,207.85,209.3,2140400,208.3761
2017-01-06,209,209.25,200.25,201.1,1142300,200.2123
2017-01-09,199.6,203.95,196.4,203.5,1111800,202.6017
2017-01-10,203.1,204.2,200.65,202,581700,201.1084
2017-01-11,202.35,204,198.55,199.25,680800,198.3705
2017-01-12,197.5,204.9,197.5,203.35,1010400,202.4524
2017-01-13,204.8,206.35,199.25,200.5,792100,199.615
2017-01-16,200,201.25,199,199.5,429200,198.6194
2017-01-17,199.1,202.95,199.1,200.05,438600,199.167
2017-01-18,200.05,202.2,199.5,200.05,413400,199.167
2017-01-19,200.4,201.35,196.85,198.65,524200,197.7731
2017-01-20,198.5,198.85,192.3,193.65,821400,192.7952
2017-01-23,193.1,197.6,191.5,196.8,626800,195.9313
2017-01-24,198,198,193.9,197.5,795900,196.6282
2017-01-25,197,200,195.3,196.45,1967500,195.5829
2017-01-26,196.45,196.45,196.45,196.45,0,195.5829
2017-01-27,196.55,202.55,196.55,201.45,705200,200.5608
2017-01-30,201.4,203.85,198.7,200,695500,199.1172
2017-01-31,199.1,200.35,191.2,194.55,784300,193.6913
2017-02-01,194,194,187.8,189.35,1499900,188.5142
2017-02-02,193.1,194.7,189.55,192.75,2304300,191.8992
2017-02-03,194,196.5,192.5,195.25,842700,194.3882
2017-02-06,196.8,198.3,194.9,196.45,528000,195.5829
2017-02-07,197,205.75,195.25,196.65,6210500,195.782
2017-02-08,198,201.9,196.25,198.4,2118000,197.5243
2017-02-09,199.15,203.35,199,202.3,3261400,201.407
2017-02-10,203.5,206.6,202.35,205.1,1876500,204.1947
2017-02-13,207,207.95,203.6,206.35,1270200,205.4392
2017-02-14,207,209.9,205.9,208.45,1404500,207.5299
2017-02-15,208.5,211.95,206.2,210.2,2395800,209.2722
2017-02-16,211.95,217.8,211.25,217.05,2027500,216.0919
2017-02-17,217.45,218.5,211.5,212.4,758300,211.4625
2017-02-20,212.25,216.25,210.6,215.05,961900,214.1008
2017-02-21,214.9,217,210.15,213.5,2271500,212.5576
2017-02-22,212,220.5,211.2,219.35,2384400,218.3818
2017-02-23,220,222.8,219.15,221.05,2410600,220.0743
2017-02-24,221.05,221.05,221.05,221.05,0,220.0743
2017-02-27,221,224.85,219.15,222.85,1302800,221.8663
2017-02-28,223,225.3,220.2,224.2,626400,223.2104
2017-03-01,225,230,223.25,226.55,1154700,225.55
2017-03-02,226.5,227.75,217.1,217.95,771600,217.95
2017-03-03,214,223.5,214,222.9,1288100,222.9
2017-03-06,222,222,217.25,218.55,578000,218.55
2017-03-07,218.4,226.9,217.1,225.5,1946100,225.5
2017-03-08,224.95,226.1,220.25,221.45,881000,221.45
2017-03-09,223.9,224.2,219.6,220.7,691900,220.7
2017-03-10,222.5,224.3,217.8,218.7,661900,218.7
2017-03-13,218.7,218.7,218.7,218.7,0,218.7
2017-03-14,221.9,224.6,218.6,221.95,661800,221.95
2017-03-15,221.95,226.2,220.2,224.75,1213200,224.75
2017-03-16,223.85,226.2,221,223.1,566500,223.1
2017-03-17,223.1,229.8,221.6,223.8,1053800,223.8
2017-03-20,223.2,226.1,222.15,223.9,334900,223.9
2017-03-21,223.9,224.5,217.45,219.3,461800,219.3
2017-03-22,218.8,222.9,216.15,220.05,808800,220.05
2017-03-23,222,224.5,219.6,223.7,1223700,223.7
2017-03-24,224.5,224.5,220.1,220.8,201400,220.8
2017-03-27,221.95,221.95,216.1,216.95,568700,216.95
2017-03-28,217.8,222.7,216.6,221.1,778500,221.1
2017-03-29,222.2,223.4,218.7,219.7,441200,219.7
2017-03-30,220,221.6,217.3,218.65,612900,218.65
2017-03-31,218.1,218.9,213.15,214.95,676100,214.95
2017-04-03,215.5,217.3,213.7,214.7,378600,214.7
2017-04-04,214.7,214.7,214.7,214.7,0,214.7
2017-04-05,215.15,216.95,213.2,214.65,524600,214.65
2017-04-06,214.4,215.6,210.7,211.4,478200,211.4
2017-04-07,210.8,213.8,208.65,212.55,563400,212.55
2017-04-10,212.6,214.8,209.75,210.85,446400,210.85
2017-04-11,210.8,212.2,209.6,211.25,396300,211.25
2017-04-12,210.7,213.4,208.75,210.35,479000,210.35
2017-04-13,210.4,211.55,205,205.95,478600,205.95
2017-04-14,205.95,205.95,205.95,205.95,0,205.95
2017-04-17,206.45,208.6,205,205.9,523100,205.9
2017-04-18,205.5,207,199.7,200.8,635100,200.8
2017-04-19,199.6,208,199.25,207.15,1044800,207.15
2017-04-20,209,209.15,204.05,206.8,582800,206.8
2017-04-21,207.3,218.7,207.1,215.85,2252300,215.85
