"Date","GRASIM.NS.Open","GRASIM.NS.High","GRASIM.NS.Low","GRASIM.NS.Close","GRASIM.NS.Volume","GRASIM.NS.Adjusted"
2016-09-02,4628,4640,4537.05,4613.1,1035300,900.54
2016-09-05,4613.1,4613.1,4613.1,4613.1,0,900.54
2016-09-06,4649.95,4749.9,4631.5,4701.85,807900,917.87
2016-09-07,4687.95,4715,4636.1,4645.6,639100,929.12
2016-09-08,4657,4819.9,4653,4775.95,1298500,955.19
2016-09-09,4775.95,4778.95,4691.2,4706.65,578600,941.33
2016-09-12,4660,4696,4577,4634.7,535700,926.94
2016-09-13,4634.7,4634.7,4634.7,4634.7,0,926.94
2016-09-14,4634.7,4737.9,4630.05,4717.5,632800,943.5
2016-09-15,4725,4777.95,4697.25,4728.05,585500,945.61
2016-09-16,4750,4873.5,4750,4853.35,927300,970.67
2016-09-19,4853.35,4904.75,4835,4858.4,428800,971.68
2016-09-20,4861,4929.8,4817.5,4876.95,571700,975.39
2016-09-21,4905,4915,4857.95,4868.65,514000,973.73
2016-09-22,4910,4939.9,4880.4,4927.35,538100,985.47
2016-09-23,4930,4976,4883.75,4899.45,520400,979.89
2016-09-26,4893,4938.45,4831,4845.75,557600,969.15
2016-09-27,4898.9,4898.9,4811.25,4828.9,347900,965.78
2016-09-28,4829,4898.25,4812.05,4881.2,454200,976.24
2016-09-29,4931,4931,4664.8,4707.6,1540700,941.52
2016-09-30,941.99,972.52,941.52,967.31,668700,193.46
2016-10-03,973,986.25,971.13,980.04,406500,196.01
2016-10-04,983.37,986.97,976,983.46,370900,196.69
2016-10-05,987.8,998.29,980.4,986.71,580300,197.34
2016-10-06,994,1019,988.2,1009.2,1278000,1009.2
2016-10-07,1015,1033.4,1004,1024.95,614500,1024.95
2016-10-10,1030.1,1036.7,1011,1014.7,431600,1014.7
2016-10-11,1014.7,1014.7,1014.7,1014.7,0,1014.7
2016-10-12,1014.7,1014.7,1014.7,1014.7,0,1014.7
2016-10-13,1020,1023.05,987.7,993.8,699300,993.8
2016-10-14,999,1000.55,983.2,995.15,714500,995.15
2016-10-17,997,999.7,967.15,970.55,454900,970.55
2016-10-18,978,983.4,972.1,979,415100,979
2016-10-19,984.5,989.8,979.45,982.7,567100,982.7
2016-10-20,989.6,995,980.85,984.1,398400,984.1
2016-10-21,987,988.45,968.2,971.7,295500,971.7
2016-10-24,976,977.2,965,972.05,396400,972.05
2016-10-25,974.5,977,962.7,972.95,580400,972.95
2016-10-26,971.8,987,965.1,972.05,251200,972.05
2016-10-27,969.9,977.7,953.5,958.55,891800,958.55
2016-10-28,958.7,979.8,952.25,965.3,1134400,965.3
2016-10-31,965.3,965.3,965.3,965.3,0,965.3
2016-11-01,976.9,978.85,960.05,962.45,488100,962.45
2016-11-02,958,962,933.3,935.85,577600,935.85
2016-11-03,934.1,942,896.45,909.7,812900,909.7
2016-11-04,909.7,925.95,885.05,900.35,656400,900.35
2016-11-07,910,929,908.1,918.6,928700,918.6
2016-11-08,920,926.85,903.5,910.7,665900,910.7
2016-11-09,860.05,908.1,819.65,895.85,1311800,895.85
2016-11-10,912,927.35,900.1,920.3,568400,920.3
2016-11-11,909.95,923.8,891,899,2255500,899
2016-11-14,899,899,899,899,0,899
2016-11-15,896,900.05,811.6,819.3,1499200,819.3
2016-11-16,834,836.45,798.25,816.75,730500,816.75
2016-11-17,820.6,830,815.5,819.8,531500,819.8
2016-11-18,821.8,824.8,801.2,818.6,683100,818.6
2016-11-21,823.9,823.9,781.9,787.45,1091100,787.45
2016-11-22,791.4,808.7,787.1,805.45,842200,805.45
2016-11-23,812.7,817.8,803,812.25,720000,812.25
2016-11-24,811,819.85,803,810.25,1669800,810.25
2016-11-25,811,826,803.05,823.1,1094600,823.1
2016-11-28,823,849,819.85,840.05,727300,840.05
2016-11-29,842,852.6,840.15,849.4,619000,849.4
2016-11-30,853.05,875.4,842,870.3,1213100,870.3
2016-12-01,875,882.95,862.2,872.95,1079400,872.95
2016-12-02,866,879,863.55,872.8,1238000,872.8
2016-12-05,877.7,879.9,852.25,871.95,472900,871.95
2016-12-06,876.35,884,866.5,874.15,468000,874.15
2016-12-07,878.35,881,870,876.5,784900,876.5
2016-12-08,883,899,879.2,894.3,1102500,894.3
2016-12-09,898,898,876.4,878.35,1629300,878.35
2016-12-12,876.5,880.85,851.55,861.75,429400,861.75
2016-12-13,860,863.15,842,850.55,426000,850.55
2016-12-14,850,862,845.7,850.9,288600,850.9
2016-12-15,845.8,855,828.35,831.4,557000,831.4
2016-12-16,835.4,835.8,814.45,817.5,747100,817.5
2016-12-19,818,829.9,815.5,824.15,333400,824.15
2016-12-20,824,833.45,820,828.85,392000,828.85
2016-12-21,829.1,835,821.65,828.75,327300,828.75
2016-12-22,827.8,830,811.3,818.65,335300,818.65
2016-12-23,817.5,832,812.95,828.55,210400,828.55
2016-12-26,828.4,828.4,811.95,814.85,295200,814.85
2016-12-27,813.85,819.7,800.05,811.4,617200,811.4
2016-12-28,812.7,830.45,805.85,811.1,351900,811.1
2016-12-29,818.7,848.1,812,843.5,1354600,843.5
2016-12-30,840,869,839.55,862.75,831500,862.75
2017-01-02,868,876,859.95,873.3,322700,873.3
2017-01-03,874,881,865,869.1,216800,869.1
2017-01-04,869.7,876,862,867,172500,867
2017-01-05,868,880.6,859.7,865.8,388800,865.8
2017-01-06,865,865,851,855.25,472200,855.25
2017-01-09,857.3,865.5,850.85,858.6,232000,858.6
2017-01-10,861,864,846.25,848.25,288300,848.25
2017-01-11,853.2,861.25,848.8,857.9,345200,857.9
2017-01-12,858.1,863.6,850.65,855.55,328100,855.55
2017-01-13,858,858.05,843.3,846.05,231500,846.05
2017-01-16,844.9,863.1,836.65,854.75,345200,854.75
2017-01-17,855.75,862.9,842.1,845.45,276300,845.45
2017-01-18,849,868.65,844.65,865.1,1294200,865.1
2017-01-19,868.75,868.75,858.05,864.8,1503100,864.8
2017-01-20,860,885.2,858.9,863.3,808000,863.3
2017-01-23,864.75,887,859.5,883.7,1484000,883.7
2017-01-24,887.7,916.9,884.8,911.35,1329500,911.35
2017-01-25,909,942.4,905,928.1,3268200,928.1
2017-01-26,928.1,928.1,928.1,928.1,0,928.1
2017-01-27,928.6,939.7,925,931.2,692400,931.2
2017-01-30,936.7,1005.55,935,969.55,4598200,969.55
2017-01-31,956.2,967.55,906.75,910.55,3656600,910.55
2017-02-01,920,945,920,939.7,1652500,939.7
2017-02-02,945,955.45,932.7,952.25,946800,952.25
2017-02-03,948.5,961,940,944.3,658400,944.3
2017-02-06,961.8,963,941.8,945.15,645100,945.15
2017-02-07,949.5,959,942.5,950.35,590400,950.35
2017-02-08,950.55,979.2,947.7,976.1,782600,976.1
2017-02-09,983.5,983.5,955.1,974.65,742900,974.65
2017-02-10,1011,1024.45,999.1,1011.1,6500800,1011.1
2017-02-13,1014,1020,997.15,1000.3,1957000,1000.3
2017-02-14,1004.45,1015,997.2,1011,1521000,1011
2017-02-15,1013,1034,999.6,1006.6,2095600,1006.6
2017-02-16,1011,1031.9,1005.5,1027.05,1360400,1027.05
2017-02-17,1034.9,1044.75,1025.2,1040.6,1492000,1040.6
2017-02-20,1044,1058.45,1035,1055.35,1742100,1055.35
2017-02-21,1065.5,1074,1056.05,1068.3,1683200,1068.3
2017-02-22,1070,1077.4,1028.1,1047.5,3140200,1047.5
2017-02-23,1048,1054.9,1019.05,1024.9,4527000,1024.9
2017-02-24,1024.9,1024.9,1024.9,1024.9,0,1024.9
2017-02-27,1024.8,1035.8,1013.6,1018.35,1950200,1018.35
2017-02-28,1022.9,1038.6,980.4,990.2,25358900,990.2
2017-03-01,987.5,1014,975.8,1005.7,1873900,1005.7
2017-03-02,1012.9,1012.9,990,995.1,904300,995.1
2017-03-03,998,1028.65,990.5,1021,1562400,1021
2017-03-06,1025,1028.7,996.95,1004.1,801300,1004.1
2017-03-07,1013.7,1013.7,995.9,1006.1,788500,1006.1
2017-03-08,1010,1012,995.25,1002.15,779600,1002.15
2017-03-09,1001,1013.9,998.05,1009.5,817300,1009.5
2017-03-10,1011.05,1015.75,995,999.05,643500,999.05
2017-03-13,999.05,999.05,999.05,999.05,0,999.05
2017-03-14,1016,1037,1002.35,1033.9,2964300,1033.9
2017-03-15,1034.05,1066,1028.05,1048.55,1132800,1048.55
2017-03-16,1055.05,1060,1044.25,1050.55,942600,1050.55
2017-03-17,1051,1054.85,1030.2,1041.4,865700,1041.4
2017-03-20,1045.5,1070,1033.75,1062.45,2468900,1062.45
2017-03-21,1070,1097.35,1056.15,1092,1225800,1092
2017-03-22,1089,1093.3,1073.05,1080.1,1143500,1080.1
2017-03-23,1086,1095.8,1078.15,1091.9,1340600,1091.9
2017-03-24,1095,1098.1,1056.05,1058.3,3674200,1058.3
2017-03-27,1059.85,1069.15,1050,1062.4,895000,1062.4
2017-03-28,1067,1069,1050.5,1065.7,633300,1065.7
2017-03-29,1070,1070,1052.4,1057.95,757000,1057.95
2017-03-30,1059,1075.4,1052,1068.25,2176700,1068.25
2017-03-31,1070.2,1072,1046.45,1049,1607900,1049
2017-04-03,1053.15,1059.95,1045.1,1050.6,491100,1050.6
2017-04-04,1050.6,1050.6,1050.6,1050.6,0,1050.6
2017-04-05,1052,1078,1052,1065.3,1437100,1065.3
2017-04-06,1066,1074.15,1058,1069.1,905300,1069.1
2017-04-07,1067.2,1074,1050,1057.1,1483400,1057.1
2017-04-10,1062,1093.2,1060.4,1090.65,896100,1090.65
2017-04-11,1092,1098,1080.2,1088.35,1620500,1088.35
2017-04-12,1093,1093.5,1053.85,1072.35,1016900,1072.35
2017-04-13,1072.35,1074.85,1048,1050.65,949300,1050.65
2017-04-14,1050.65,1050.65,1050.65,1050.65,0,1050.65
2017-04-17,1062.9,1076.1,1057.5,1072.15,843800,1072.15
2017-04-18,1073.1,1092,1059.95,1064.85,1744500,1064.85
2017-04-19,1067,1088.8,1061,1082.2,351800,1082.2
2017-04-20,1085,1150.8,1082.15,1147.45,1918900,1147.45
2017-04-21,1150,1150.3,1123,1129.75,800800,1129.75
