"Date","BHARATFIN.NS.Open","BHARATFIN.NS.High","BHARATFIN.NS.Low","BHARATFIN.NS.Close","BHARATFIN.NS.Volume","BHARATFIN.NS.Adjusted"
2016-10-12,872.75,872.75,872.75,872.75,0,872.75
2016-10-13,869.65,888,852.95,881.8,1377800,881.8
2016-10-14,884.95,898.8,882.85,893.85,864700,893.85
2016-10-17,900,909,861.4,868.5,1491200,868.5
2016-10-18,878.9,904.8,874,900.65,949700,900.65
2016-10-19,905,906.4,884,890,1068200,890
2016-10-20,895,922.85,892.65,917.9,1305900,917.9
2016-10-21,919.95,927.5,910.2,919.8,1194400,919.8
2016-10-24,919.65,926.4,905.05,909.5,1245400,909.5
2016-10-25,912.65,918.45,897.7,912.7,918500,912.7
2016-10-26,908,921,900,905.8,820500,905.8
2016-10-27,901.7,904.95,872.7,879.15,2297500,879.15
2016-10-28,881,893.6,872.4,882.55,1144100,882.55
2016-10-31,882.55,882.55,882.55,882.55,0,882.55
2016-11-01,891.75,894.7,850,852.2,2106200,852.2
2016-11-02,843.7,843.7,813.35,817.85,1290100,817.85
2016-11-03,821,843,821,831.15,1137700,831.15
2016-11-04,832.85,832.85,783.6,797.85,1304400,797.85
2016-11-07,803.25,828.35,803.25,818.8,1066200,818.8
2016-11-08,821.95,829.5,804.6,826.1,844400,826.1
2016-11-09,743.5,781.9,660.9,770.5,4829700,770.5
2016-11-10,795,802.4,730.1,741.3,3991500,741.3
2016-11-11,723.85,731.8,686.45,690.95,2823700,690.95
2016-11-14,690.95,690.95,690.95,690.95,0,690.95
2016-11-15,690,690,591,633.3,6596100,633.3
2016-11-16,647.7,714,645.85,686.6,6327900,686.6
2016-11-17,689,701.7,675.65,691.05,2223000,691.05
2016-11-18,688,716.65,665.75,695.1,3151500,695.1
2016-11-21,702.6,702.8,662.25,674.75,3549800,674.75
2016-11-22,684,695,677.1,690.1,1888300,690.1
2016-11-23,700,719.15,687.1,715.4,2354200,715.4
2016-11-24,706,709.15,679.35,684.45,2641400,684.45
2016-11-25,689,703.95,672.25,699.35,3152800,699.35
2016-11-28,691.35,708.8,677.15,681.45,1719000,681.45
2016-11-29,693.4,738.45,692,733,4423900,733
2016-11-30,737,755,734,739.5,3458200,739.5
2016-12-01,745,756,732.2,744.75,1871000,744.75
2016-12-02,735.75,737,688.8,697.7,2916900,697.7
2016-12-05,703.45,712.45,691.2,707.6,1689800,707.6
2016-12-06,709,726,708.25,716.5,1418800,716.5
2016-12-07,717.5,723.15,700.05,705.15,1421600,705.15
2016-12-08,713,730,710.1,720.8,1523900,720.8
2016-12-09,725.6,725.6,709.5,714.35,1106200,714.35
2016-12-12,715.25,717.4,682,692.25,1899800,692.25
2016-12-13,690.3,691,669,676.95,2510600,676.95
2016-12-14,680,685.4,651.2,653.3,2078200,653.3
2016-12-15,645,669.7,631.9,659.85,2797800,659.85
2016-12-16,665.9,666,636,641.25,1983600,641.25
2016-12-19,640,641.3,599,603.2,3051500,603.2
2016-12-20,598,604.75,550,580.5,14137100,580.5
2016-12-21,586,596.15,574.2,578.9,6206900,578.9
2016-12-22,572.05,574.95,552,554.2,5006900,554.2
2016-12-23,551,552.7,516.15,519.8,10954600,519.8
2016-12-26,519.05,519.65,472,480.15,8143900,480.15
2016-12-27,475.05,524.9,465.1,519.4,15223300,519.4
2016-12-28,534.9,579.6,531,573.35,18081900,573.35
2016-12-29,577.5,602.4,568.2,597.5,13550200,597.5
2016-12-30,603,618.5,583.15,587.9,11334300,587.9
2017-01-02,597,607.25,589.15,602.25,5526000,602.25
2017-01-03,607,623.4,589,621.25,7690300,621.25
2017-01-04,621.25,639.4,621,629.5,7271100,629.5
2017-01-05,634.75,643.8,628.2,637.55,4240000,637.55
2017-01-06,639.95,646.05,615.7,621.65,4309100,621.65
2017-01-09,624,628,610.45,619.8,2485300,619.8
2017-01-10,620.05,633.75,620,631.85,2759900,631.85
2017-01-11,636.8,660.75,636.1,656.85,4949400,656.85
2017-01-12,661,674.4,652.65,663,4210200,663
2017-01-13,667.5,670.95,646.7,653.9,2196000,653.9
2017-01-16,651.8,675,650,672.15,2677700,672.15
2017-01-17,677.95,680.05,666.5,675.65,2132500,675.65
2017-01-18,674,690.7,670.05,685.1,2427100,685.1
2017-01-19,681.1,686.4,674.2,679.25,1788600,679.25
2017-01-20,675,687,660.1,663.9,2310000,663.9
2017-01-23,666.9,676.2,657.4,669.7,2055300,669.7
2017-01-24,675.7,683.1,671.95,678.35,2159100,678.35
2017-01-25,698,764.4,691.05,749.15,13929400,749.15
2017-01-26,749.15,749.15,749.15,749.15,0,749.15
2017-01-27,745,764.8,738.2,742.75,3989100,742.75
2017-01-30,740,744.7,722.2,738.5,2439500,738.5
2017-01-31,741.4,761.9,733,735.85,3390100,735.85
2017-02-01,741.65,807.4,731.55,801.5,7756600,801.5
2017-02-02,805,853.5,793.3,823.7,14107700,823.7
2017-02-03,829.8,843.8,828,835.55,3464700,835.55
2017-02-06,843.1,845.15,819.05,824.95,2109100,824.95
2017-02-07,825,838.85,813.25,823.15,2647000,823.15
2017-02-08,829.25,829.25,798.7,818,2812900,818
2017-02-09,822.1,829.75,812,815.95,2370000,815.95
2017-02-10,820.7,826.4,811.4,816.85,1297000,816.85
2017-02-13,819.95,834,813.5,829.6,2280400,829.6
2017-02-14,834.25,841.95,827.6,836.95,1883400,836.95
2017-02-15,839.85,846.7,808.8,819.85,2462200,819.85
2017-02-16,822.5,839.9,813,836.75,1855200,836.75
2017-02-17,840.95,876.7,834,868.3,4722200,868.3
2017-02-20,871,878.45,861.5,871.35,2273700,871.35
2017-02-21,875.4,876.7,865.25,869.8,1788600,869.8
2017-02-22,874.15,874.15,853,863.15,1309100,863.15
2017-02-23,863.15,884.85,862.95,870.4,2709400,870.4
2017-02-24,870.4,870.4,870.4,870.4,0,870.4
2017-02-27,865.15,867.7,835.15,851.8,2602200,851.8
2017-02-28,852.9,860,841.1,843.85,1909400,843.85
2017-03-01,847.95,851.9,815.4,818.4,3071400,818.4
2017-03-02,825.9,829.8,757.45,794.8,9752600,794.8
2017-03-03,798,815.45,774.15,807.75,4376600,807.75
2017-03-06,818,825.3,796.6,802.5,2796600,802.5
2017-03-07,770,819.15,753.95,816.25,12237300,816.25
2017-03-08,815.7,859.95,808.15,851.8,11400800,851.8
2017-03-09,853,862.2,836.5,839.45,5463300,839.45
2017-03-10,840,859.7,822.25,828.65,6826600,828.65
2017-03-13,828.65,828.65,828.65,828.65,0,828.65
2017-03-14,850,850,809.3,811.9,4766500,811.9
2017-03-15,809,824.25,796.1,801.9,4101200,801.9
2017-03-16,812,813.8,798.6,805.1,4294100,805.1
2017-03-17,808.5,838.8,808.05,832.45,8661800,832.45
2017-03-20,834.7,838.8,820,826.2,2564300,826.2
2017-03-21,827.5,832,806.3,825.55,3391600,825.55
2017-03-22,824.7,832,802,805.85,3793200,805.85
2017-03-23,815,846,813.9,841.65,8690100,841.65
2017-03-24,845,852.7,832.3,844,3754700,844
2017-03-27,849.5,862,842.1,857.3,4101300,857.3
2017-03-28,870,876.8,790.9,835.65,11547900,835.65
2017-03-29,830.2,841.95,796,802.9,9445400,802.9
2017-03-30,808,828,803.1,807.3,9134500,807.3
2017-03-31,814.85,818.8,803.55,808.4,2781400,808.4
2017-04-03,815.95,823.8,810,818.3,2131900,818.3
2017-04-04,818.3,818.3,818.3,818.3,0,818.3
2017-04-05,810,810,785.6,796.95,5753900,796.95
2017-04-06,797,802.65,763.05,773.15,7461300,773.15
2017-04-07,766,807.4,760.8,788.85,8527300,788.85
2017-04-10,792.7,797.9,769,777.8,4442000,777.8
2017-04-11,777,784.35,764.25,767.35,3576800,767.35
2017-04-12,766.65,773.5,740,745.75,4724100,745.75
2017-04-13,748.75,775,734.4,771.9,5048600,771.9
2017-04-14,771.9,771.9,771.9,771.9,0,771.9
2017-04-17,775,776.9,756,761.25,2451400,761.25
2017-04-18,765,773.95,725.55,734.75,4147700,734.75
2017-04-19,738,762.1,720,748.15,6477500,748.15
2017-04-20,754,770,754,757.2,3353700,757.2
2017-04-21,763.25,768,743,748.4,2295200,748.4
