"Date","OIL.NS.Open","OIL.NS.High","OIL.NS.Low","OIL.NS.Close","OIL.NS.Volume","OIL.NS.Adjusted"
2015-04-01,453.999,459.999,451.55,457.799,128900,305.571
2015-04-02,457.799,457.799,457.799,457.799,0,305.571
2015-04-03,457.799,457.799,457.799,457.799,0,305.571
2015-04-06,459.399,462.448,452.25,459.85,265400,306.94
2015-04-07,460.999,463.999,454.999,457.648,203000,305.47
2015-04-08,459.099,459.999,450.648,451.999,544000,301.699
2015-04-09,454.899,458.999,453.099,456.648,380100,304.803
2015-04-10,456.648,469.399,455.999,467.648,1336000,312.145
2015-04-13,469.999,483.999,464.999,481.849,547400,321.624
2015-04-14,481.849,481.849,481.849,481.849,0,321.624
2015-04-15,483.899,514.448,482.999,501.399,719500,334.673
2015-04-16,499.899,515.899,492.699,510.999,564800,341.081
2015-04-17,514.999,527.999,511.999,520.899,1619900,347.689
2015-04-20,518.899,518.899,481.849,500.448,469900,334.038
2015-04-21,497.999,497.999,482.549,487.299,322800,325.261
2015-04-22,489.999,494.999,462.099,466.199,1556000,311.178
2015-04-23,469.899,475.499,467.999,473.148,219500,315.816
2015-04-24,475.899,475.899,465.999,469.148,280200,313.146
2015-04-27,470.049,473.999,459.999,466.199,325600,311.178
2015-04-28,466.199,470.999,461.499,467.699,209500,312.179
2015-04-29,467.999,467.999,458.999,463.648,416100,309.475
2015-04-30,465.999,465.999,455.999,457.799,373300,305.571
2015-05-01,457.799,457.799,457.799,457.799,0,305.571
2015-05-04,460.499,489.999,460.499,487.699,382000,325.528
2015-05-05,486.999,489.849,480.999,484.399,315500,323.326
2015-05-06,490.249,492.948,461.648,468.85,679800,312.947
2015-05-07,469.999,474.349,461.55,464.799,158800,310.243
2015-05-08,468.899,475.999,467.999,472.799,209600,315.583
2015-05-11,473.699,490.199,471.999,486.549,185600,324.761
2015-05-12,489.899,489.899,475.349,481.349,247200,321.29
2015-05-13,485.999,485.999,468.05,476.099,1193700,317.786
2015-05-14,478.999,489.599,476.148,488.448,230600,326.029
2015-05-15,490.099,499.899,489.249,496.599,332500,331.469
2015-05-18,498.948,503.799,493.899,500.299,256300,333.939
2015-05-19,499.999,499.999,486.148,496.599,212000,331.469
2015-05-20,499.999,502.999,485.099,488.499,204100,326.062
2015-05-21,491.948,494.999,474.999,478.499,297900,319.388
2015-05-22,489.999,493.999,478.099,478.799,483400,319.588
2015-05-25,478.799,483.999,477.999,480.049,130800,320.423
2015-05-26,480.899,481.499,475.948,476.799,240100,318.253
2015-05-27,474.948,476.999,471.049,473.899,165700,316.317
2015-05-28,474.699,478.948,473.748,476.049,241600,317.753
2015-05-29,478.399,478.499,460.648,464.948,943600,310.343
2015-06-01,469.999,487.549,466.999,483.049,502000,322.425
2015-06-02,485.799,487.249,473.099,476.399,408700,317.986
2015-06-03,474.049,476.299,466.799,473.499,340400,316.05
2015-06-04,474.999,477.948,463.199,470.599,175600,314.115
2015-06-05,473.999,477.948,466.099,471.299,394900,314.582
2015-06-08,471.899,476.999,466.099,467.05,404200,311.745
