"Date","INDUSINDBK.NS.Open","INDUSINDBK.NS.High","INDUSINDBK.NS.Low","INDUSINDBK.NS.Close","INDUSINDBK.NS.Volume","INDUSINDBK.NS.Adjusted"
2016-10-10,1232,1232.05,1216.25,1221.05,506400,1221.05
2016-10-11,1221.05,1221.05,1221.05,1221.05,0,1221.05
2016-10-12,1221.05,1221.05,1221.05,1221.05,0,1221.05
2016-10-13,1238.35,1245.6,1209.5,1216.35,2865500,1216.35
2016-10-14,1224,1227.65,1205.65,1218.65,1309800,1218.65
2016-10-17,1221,1221,1200,1209,794600,1209
2016-10-18,1213,1219.35,1205,1210.75,1291000,1210.75
2016-10-19,1216.7,1217,1202,1211.3,520300,1211.3
2016-10-20,1210.2,1220.75,1202.05,1206.8,1014000,1206.8
2016-10-21,1210,1226.3,1202.1,1224.3,1005700,1224.3
2016-10-24,1221,1224.05,1212.4,1216.35,653600,1216.35
2016-10-25,1216,1219.8,1204.85,1209.3,1022500,1209.3
2016-10-26,1202.25,1217,1198.35,1201.9,501100,1201.9
2016-10-27,1197.7,1200.45,1171.1,1179.05,1173500,1179.05
2016-10-28,1178,1202,1172,1199.8,788000,1199.8
2016-10-31,1199.8,1199.8,1199.8,1199.8,0,1199.8
2016-11-01,1197,1221,1186.25,1214.25,1707500,1214.25
2016-11-02,1204.25,1236.45,1200,1229.45,2223900,1229.45
2016-11-03,1217,1234,1217,1230.9,530600,1230.9
2016-11-04,1234,1234,1206.75,1219.2,795900,1219.2
2016-11-07,1225.75,1228.9,1209.65,1215.7,578100,1215.7
2016-11-08,1217.9,1217.9,1203,1211,698000,1211
2016-11-09,1155,1207.55,1150,1199.2,2434300,1199.2
2016-11-10,1209.7,1228.75,1203.15,1214.15,1440400,1214.15
2016-11-11,1210,1229.15,1188.05,1192.35,1474900,1192.35
2016-11-14,1192.35,1192.35,1192.35,1192.35,0,1192.35
2016-11-15,1198.9,1199.95,1080,1093.1,3708000,1093.1
2016-11-16,1100.1,1116.35,1076,1095.15,2615800,1095.15
2016-11-17,1096.7,1112.4,1090,1100.35,2056500,1100.35
2016-11-18,1106.3,1130,1097.05,1101.65,1120900,1101.65
2016-11-21,1108,1108,1045.95,1059.1,1829600,1059.1
2016-11-22,1071.75,1076.75,1057.25,1071.55,1431600,1071.55
2016-11-23,1078,1078.05,1060,1064.95,890400,1064.95
2016-11-24,1061.2,1067.9,1036.7,1044.4,2066900,1044.4
2016-11-25,1044.9,1081.9,1044.9,1073.35,1085800,1073.35
2016-11-28,1063,1073.7,1046.1,1050.35,1181500,1050.35
2016-11-29,1050,1069.8,1042.5,1059.95,1316700,1059.95
2016-11-30,1064,1096.6,1057.65,1086.65,1847600,1086.65
2016-12-01,1084,1089,1071.6,1080.7,1099100,1080.7
2016-12-02,1076.9,1076.9,1052.1,1056.5,1630300,1056.5
2016-12-05,1055.5,1088.7,1052.3,1083.75,871900,1083.75
2016-12-06,1090,1091.95,1073.05,1082.7,525200,1082.7
2016-12-07,1086,1088.45,1057.55,1076.15,998300,1076.15
2016-12-08,1081.9,1106.6,1081,1098.3,1091400,1098.3
2016-12-09,1105,1116.95,1092.35,1112.85,1068400,1112.85
2016-12-12,1108.8,1108.8,1082.95,1085.3,412000,1085.3
2016-12-13,1081.25,1094,1076,1089.8,784700,1089.8
2016-12-14,1088.95,1088.95,1068.6,1071.85,791200,1071.85
2016-12-15,1060,1092.9,1057.05,1081.05,1327100,1081.05
2016-12-16,1082.1,1094.15,1069.2,1082.7,2265400,1082.7
2016-12-19,1081,1094.25,1074.1,1084.9,769000,1084.9
2016-12-20,1086.85,1088.9,1067.25,1071.9,1103700,1071.9
2016-12-21,1075,1099.95,1063.05,1086.25,1544700,1086.25
2016-12-22,1079,1080.6,1049.25,1060.8,899700,1060.8
2016-12-23,1051.05,1069.4,1037,1062,838300,1062
2016-12-26,1061,1064.5,1048.8,1060.5,705600,1060.5
2016-12-27,1060,1067.2,1051.1,1063.35,1193100,1063.35
2016-12-28,1067.8,1097.9,1060.2,1082.1,1267700,1082.1
2016-12-29,1076.1,1109,1074.25,1105.65,1340200,1105.65
2016-12-30,1102.5,1115.95,1097.5,1107.9,909800,1107.9
2017-01-02,1109.95,1114.65,1082.35,1087.45,512300,1087.45
2017-01-03,1088,1113.9,1082.05,1100.6,957600,1100.6
2017-01-04,1094,1107.4,1093,1100.15,795400,1100.15
2017-01-05,1107,1129.85,1104.05,1127.55,2264100,1127.55
2017-01-06,1132,1155,1130.3,1144.05,1139600,1144.05
2017-01-09,1146.1,1163.45,1138.1,1159.25,713100,1159.25
2017-01-10,1170,1171.1,1142.05,1160.7,2779900,1160.7
2017-01-11,1185,1239.15,1185,1233.8,5867900,1233.8
2017-01-12,1234.1,1235,1208.35,1219.9,1447700,1219.9
2017-01-13,1223.8,1236.5,1203,1215.65,1059100,1215.65
2017-01-16,1211.9,1225.4,1202,1217.5,793000,1217.5
2017-01-17,1220,1222.6,1207.85,1214.1,935700,1214.1
2017-01-18,1212.65,1233,1212.65,1227.8,1190900,1227.8
2017-01-19,1228.1,1230.05,1211,1220.35,962400,1220.35
2017-01-20,1219.9,1240.7,1209,1220.25,1007900,1220.25
2017-01-23,1212.3,1235,1212,1231.25,1971100,1231.25
2017-01-24,1235,1256.95,1234.15,1251.55,1981400,1251.55
2017-01-25,1259.95,1269,1251.45,1265.4,1643700,1265.4
2017-01-26,1265.4,1265.4,1265.4,1265.4,0,1265.4
2017-01-27,1265.8,1269,1250.8,1253.35,1004000,1253.35
2017-01-30,1251,1256.7,1233.05,1239.7,764800,1239.7
2017-01-31,1244.05,1254.9,1236.55,1252.05,1283500,1252.05
2017-02-01,1261,1315.5,1246,1307.75,2248300,1307.75
2017-02-02,1305,1305.9,1272.2,1284,1664000,1284
2017-02-03,1278,1314.7,1272,1303.2,1485300,1303.2
2017-02-06,1310,1335.5,1307.25,1317.05,1129900,1317.05
2017-02-07,1320,1329.95,1303.1,1324.25,1535100,1324.25
2017-02-08,1325.7,1330,1300.1,1319.25,841200,1319.25
2017-02-09,1318,1322.95,1296.75,1304,907300,1304
2017-02-10,1311.2,1327,1311.2,1322.5,962800,1322.5
2017-02-13,1328.2,1341.3,1318.55,1339.65,1283900,1339.65
2017-02-14,1342.85,1342.85,1323.1,1330.4,728100,1330.4
2017-02-15,1329,1331.5,1313.1,1316.45,606900,1316.45
2017-02-16,1316.45,1330.2,1309,1319.5,754400,1319.5
2017-02-17,1335,1365.85,1327.35,1338.05,1855000,1338.05
2017-02-20,1336,1342.35,1327.25,1336.45,344100,1336.45
2017-02-21,1339.7,1347.4,1325,1331.2,1661800,1331.2
2017-02-22,1334,1339.7,1321.95,1326.55,1723200,1326.55
2017-02-23,1332.4,1348,1329.05,1340.75,2590300,1340.75
2017-02-24,1340.75,1340.75,1340.75,1340.75,0,1340.75
2017-02-27,1340,1347.9,1317.55,1319.3,1919300,1319.3
2017-02-28,1324,1324,1309.05,1312.6,704000,1312.6
2017-03-01,1320.5,1334.85,1315.05,1326.2,807100,1326.2
2017-03-02,1335,1335,1303.65,1306.45,633200,1306.45
2017-03-03,1307.7,1308,1287.55,1299.2,700700,1299.2
2017-03-06,1306.8,1328.95,1303.85,1319.7,625600,1319.7
2017-03-07,1315.1,1336.35,1310.55,1330.75,1288200,1330.75
2017-03-08,1332,1343,1323.25,1327.35,1492800,1327.35
2017-03-09,1330,1337.9,1322.9,1326.3,1446700,1326.3
2017-03-10,1337,1341,1323.3,1335.75,1614800,1335.75
2017-03-13,1335.75,1335.75,1335.75,1335.75,0,1335.75
2017-03-14,1359,1375,1345.3,1354.2,930400,1354.2
2017-03-15,1363.5,1363.5,1345.55,1348.35,1142900,1348.35
2017-03-16,1359.4,1383,1353.25,1376.55,1144900,1376.55
2017-03-17,1380.5,1395.9,1368.55,1383.55,1757300,1383.55
2017-03-20,1384.9,1391.1,1373.7,1379.6,951200,1379.6
2017-03-21,1381,1396,1375.8,1390.25,906600,1390.25
2017-03-22,1378.35,1384.45,1369.5,1376.6,1449800,1376.6
2017-03-23,1379.1,1389.85,1372,1383.9,1541300,1383.9
2017-03-24,1385,1404.6,1380,1389.55,1602500,1389.55
2017-03-27,1383.2,1413.95,1382,1402.1,1263200,1402.1
2017-03-28,1418.85,1418.85,1401,1404.25,1115400,1404.25
2017-03-29,1402.1,1429.9,1384.25,1398.3,1609700,1398.3
2017-03-30,1401,1429.4,1401,1422.3,1430600,1422.3
2017-03-31,1420,1431,1401.6,1425.15,1086800,1425.15
2017-04-03,1425.75,1427.95,1400.4,1403.45,783200,1403.45
2017-04-04,1403.45,1403.45,1403.45,1403.45,0,1403.45
2017-04-05,1408,1408,1393.05,1400.95,1461700,1400.95
2017-04-06,1399,1426,1396.7,1421.65,782800,1421.65
2017-04-07,1421,1426.25,1403.6,1412.2,562500,1412.2
2017-04-10,1412.5,1431,1409.05,1425.35,725900,1425.35
2017-04-11,1429.95,1438.2,1418.5,1424.5,797900,1424.5
2017-04-12,1425,1439.95,1415,1437.75,418300,1437.75
2017-04-13,1435,1444.35,1428.1,1437.7,582700,1437.7
2017-04-14,1437.7,1437.7,1437.7,1437.7,0,1437.7
2017-04-17,1438,1442.25,1425,1435.25,534500,1435.25
2017-04-18,1432.4,1444.95,1428.55,1431.75,2004400,1431.75
2017-04-19,1440,1443.75,1411.55,1421.6,3107300,1421.6
2017-04-20,1415,1443.15,1400.05,1427.6,2637100,1427.6
2017-04-21,1437,1444.45,1430.05,1435,1735200,1435
