"Date","HDFC.NS.Open","HDFC.NS.High","HDFC.NS.Low","HDFC.NS.Close","HDFC.NS.Volume","HDFC.NS.Adjusted"
2016-06-28,1211.25,1231.65,1211.25,1228.9,1264500,1213.3642
2016-06-29,1233.05,1251,1231.05,1248.55,1880000,1232.7658
2016-06-30,1260,1266.25,1243.05,1253.6,4774300,1237.7519
2016-07-01,1253.5,1262.8,1237.7,1242.35,2112100,1226.6441
2016-07-04,1252,1266.1,1247,1256.25,1125600,1240.3684
2016-07-05,1257.5,1263.45,1245.7,1260.7,1261800,1244.7621
2016-07-06,1260.7,1260.7,1260.7,1260.7,0,1244.7621
2016-07-07,1262,1295.4,1253.4,1290.55,2760900,1274.2348
2016-07-08,1290,1301.7,1272.7,1286.9,2361400,1270.6309
2016-07-11,1300,1322,1298.05,1314.1,1873700,1297.487
2016-07-12,1320.5,1337.8,1319.1,1333.75,1743700,1316.8886
2016-07-13,1333,1337.75,1316.15,1330.45,3059100,1313.6303
2016-07-14,1328.4,1340.2,1318.05,1336.95,1416800,1320.0481
2016-07-15,1325.05,1370,1320,1364.1,2180000,1361.1079
2016-07-18,1364,1386.4,1338,1346.35,2760200,1343.3968
2016-07-19,1346.35,1355.95,1331.25,1338.55,2534800,1335.614
2016-07-20,1339.9,1345.8,1325.3,1334.45,2673100,1331.5229
2016-07-21,1335.95,1345,1328.15,1332.9,1524300,1329.9764
2016-07-22,1333.95,1361.15,1326.7,1357,1523800,1354.0235
2016-07-25,1355.5,1387,1350.4,1382,2693400,1378.9687
2016-07-26,1383.7,1385,1362.2,1367.45,2852500,1364.4505
2016-07-27,1376.9,1398.1,1368.55,1387.7,3451800,1384.6561
2016-07-28,1390.3,1410,1374,1402.15,5473300,1399.0745
2016-07-29,1407.95,1407.95,1373,1374.5,3347000,1371.4851
2016-08-01,1385,1397.45,1368,1374.3,3040000,1371.2856
2016-08-02,1371.8,1373.35,1334.05,1342.15,3509100,1339.2061
2016-08-03,1342.15,1342.15,1316.4,1325.45,3806400,1322.5426
2016-08-04,1331.3,1333.7,1313.1,1320.15,2223200,1317.2543
2016-08-05,1330,1350,1322.55,1342.1,2210600,1339.1561
2016-08-08,1350,1370.6,1345.6,1367.45,2196600,1364.4505
2016-08-09,1375,1376,1331.5,1343,3160900,1340.0542
2016-08-10,1343.35,1349,1325.35,1337.15,2397100,1334.2171
2016-08-11,1339,1353.1,1331,1348.45,2774700,1345.4922
2016-08-12,1354,1383.8,1352.55,1382.15,4666200,1379.1183
2016-08-15,1382.15,1382.15,1382.15,1382.15,0,1379.1183
2016-08-16,1378,1385,1348.1,1358.55,3860800,1355.5701
2016-08-17,1350.5,1372.45,1350.5,1366.9,2627200,1363.9018
2016-08-18,1369.5,1377.75,1363.75,1374.3,2889500,1371.2856
2016-08-19,1375,1376.15,1358.8,1369.4,2925300,1366.3963
2016-08-22,1370,1380.8,1357.6,1377.55,2069500,1374.5285
2016-08-23,1373.65,1380,1362.25,1375.15,1766700,1372.1337
2016-08-24,1386.3,1386.8,1366.25,1382.85,1692600,1379.8168
2016-08-25,1380.65,1390,1352.3,1357.5,1846700,1354.5224
2016-08-26,1361.5,1371.15,1349,1366.35,1478500,1363.353
2016-08-29,1364.9,1379.5,1357.65,1375.5,1371200,1372.4829
2016-08-30,1379.9,1394.25,1373.6,1392.1,2039700,1389.0465
2016-08-31,1390.1,1414,1390,1405.45,5712500,1402.3672
2016-09-01,1412,1430,1405.3,1424.75,2336500,1421.6249
2016-09-02,1426.5,1441.95,1421.05,1439.15,2435700,1435.9933
2016-09-05,1439.15,1439.15,1439.15,1439.15,0,1435.9933
2016-09-06,1453,1462,1442,1458.05,2249000,1454.8519
2016-09-07,1464,1464,1416.25,1427.15,2282100,1424.0196
2016-09-08,1432.75,1442.8,1428.1,1437.8,1135600,1434.6463
2016-09-09,1442,1442,1396.55,1410.65,3028400,1407.5558
2016-09-12,1390,1410,1373.7,1399.05,2322800,1395.9813
2016-09-13,1399.05,1399.05,1399.05,1399.05,0,1395.9813
2016-09-14,1391.05,1397.9,1378.5,1392.2,2442700,1389.1462
2016-09-15,1393.1,1412.5,1390.4,1410.05,1519400,1406.9572
2016-09-16,1416.7,1417,1393,1397.35,5047300,1394.285
2016-09-19,1399.9,1401,1386,1392.8,1515600,1389.745
2016-09-20,1390,1396,1382.25,1393.1,2123400,1390.0443
2016-09-21,1392.35,1406,1388.55,1392.35,2262700,1389.2959
2016-09-22,1405.9,1419.4,1402,1413.25,2777200,1410.1501
2016-09-23,1418,1427.2,1412,1425.1,1369900,1421.9741
2016-09-26,1417.3,1424.2,1403.1,1412.45,1999300,1409.3518
2016-09-27,1415.7,1423,1406,1418.9,1288100,1415.7877
2016-09-28,1418.1,1432,1417.15,1423.55,1322600,1420.4276
2016-09-29,1428.5,1432.95,1392.6,1401.4,3386200,1398.3261
2016-09-30,1396.9,1399.2,1381.8,1393.45,2719400,1390.3935
2016-10-03,1401,1430.2,1386,1425.5,1189400,1422.3732
2016-10-04,1423.25,1435.2,1416.1,1432.4,2188000,1429.2581
2016-10-05,1435,1437.35,1414.35,1423.15,1127500,1420.0284
2016-10-06,1425.2,1433.9,1418.2,1426,1367400,1422.8721
2016-10-07,1426,1426,1398.4,1403.7,1275300,1400.621
2016-10-10,1408,1412,1386.15,1391.45,966100,1388.3979
2016-10-11,1391.45,1391.45,1391.45,1391.45,0,1388.3979
2016-10-12,1391.45,1391.45,1391.45,1391.45,0,1388.3979
2016-10-13,1385,1400,1335.05,1338.9,3233800,1335.9632
2016-10-14,1340.8,1342,1312.9,1316.05,3014600,1313.1634
2016-10-17,1321.95,1322.95,1297.15,1301.95,2134500,1299.0942
2016-10-18,1307,1357.7,1306.55,1355.25,2217700,1352.2773
2016-10-19,1358.9,1359.25,1336.15,1342.15,1840400,1339.2061
2016-10-20,1348,1368,1345.3,1359.95,1708000,1356.967
2016-10-21,1361.45,1361.45,1331.05,1336.55,3175800,1333.6184
2016-10-24,1341.35,1350,1333.05,1344,923500,1341.052
2016-10-25,1344.8,1349.25,1327.5,1340.1,1051300,1337.1605
2016-10-26,1336.6,1343.95,1319,1334.65,1797400,1331.7225
2016-10-27,1336.1,1383,1328.6,1378.55,3054200,1375.5263
2016-10-28,1374.7,1393,1362.4,1391.7,2929800,1388.6473
2016-10-31,1391.7,1391.7,1391.7,1391.7,0,1388.6473
2016-11-01,1382.6,1431.75,1377,1417.2,4195600,1414.0914
2016-11-02,1400,1408.95,1392.25,1404.35,1717500,1401.2696
2016-11-03,1400.9,1411.45,1395.7,1401.6,1447400,1398.5256
2016-11-04,1408,1408,1377.55,1386.15,1818200,1383.1096
2016-11-07,1401.35,1401.95,1373.35,1381.4,2013900,1378.37
2016-11-08,1381.4,1394.6,1366.1,1391.35,1611900,1388.2981
2016-11-09,1335.55,1362.1,1310,1350.8,4422900,1347.8371
2016-11-10,1361,1364.55,1311,1324.55,3981700,1321.6447
2016-11-11,1310,1311.4,1263.25,1268.35,3340400,1265.5679
2016-11-14,1268.35,1268.35,1268.35,1268.35,0,1265.5679
2016-11-15,1258,1258,1201,1225.75,6489200,1223.0614
2016-11-16,1237.7,1265.45,1221.8,1255.4,4265200,1252.6464
2016-11-17,1260,1270.55,1238.1,1250.2,2462300,1247.4577
2016-11-18,1250.2,1261.65,1243.4,1249.8,2742700,1247.0587
2016-11-21,1250,1250,1213.75,1221.95,2648700,1219.2697
2016-11-22,1230,1252.5,1225.8,1249.7,2649000,1246.9588
2016-11-23,1250,1255,1205,1226.9,3248000,1224.2089
2016-11-24,1217.1,1229.85,1212.1,1217.65,3969000,1214.9792
2016-11-25,1227,1257.15,1210.2,1244.05,3185100,1241.3213
2016-11-28,1236.1,1252,1234,1246.7,2670100,1243.9654
2016-11-29,1241.6,1284.95,1241.6,1255.8,3448300,1253.0455
2016-11-30,1254.2,1272.1,1237.55,1263.1,4722200,1260.3294
2016-12-01,1268.4,1285.75,1259.2,1270,2474000,1267.2143
2016-12-02,1260.4,1260.5,1233,1236.8,2832200,1234.0872
2016-12-05,1236.8,1239.95,1183.15,1215.55,5623200,1212.8838
2016-12-06,1218.05,1259.8,1218.05,1243.4,2799400,1240.6727
2016-12-07,1246.4,1283.45,1246,1264.95,4418100,1262.1753
2016-12-08,1270.5,1295,1270.5,1289.85,2704200,1287.0208
2016-12-09,1287,1289.7,1260,1268.25,2333300,1265.4682
2016-12-12,1266.9,1278,1254.15,1264.5,1219700,1261.7264
2016-12-13,1269.4,1281.5,1250,1278.55,1656400,1275.7456
2016-12-14,1279,1279,1257,1266.55,1628800,1263.7719
2016-12-15,1262,1277.4,1255.25,1259.2,1731600,1256.438
2016-12-16,1262,1278,1262,1269.15,2775300,1266.3662
2016-12-19,1263,1263.9,1242.65,1247.9,1279500,1245.1628
2016-12-20,1245.9,1255.9,1227.8,1235.55,1935600,1232.8399
2016-12-21,1242,1256.95,1230.25,1235.6,3217900,1232.8897
2016-12-22,1234.8,1237.85,1213.25,1217.4,2238700,1214.7297
2016-12-23,1217.4,1232.3,1208.25,1224.85,1560500,1222.1633
2016-12-26,1220,1224.25,1206,1219.5,747300,1216.8251
2016-12-27,1221.9,1237,1211.45,1232.15,872800,1229.4474
2016-12-28,1238.9,1248.05,1222.9,1237.95,2032700,1235.2346
2016-12-29,1234.7,1261.55,1229.9,1257.2,2005400,1254.4423
2016-12-30,1263.35,1269.75,1249.5,1262.6,1388800,1259.8305
2017-01-02,1272,1272,1213.7,1217.1,2369300,1214.4303
2017-01-03,1218.7,1222.6,1200.5,1214,3203300,1211.3372
2017-01-04,1215.8,1224.5,1197.25,1212.1,2805900,1209.4413
2017-01-05,1215.7,1220.4,1205.1,1217.2,3339700,1214.5301
2017-01-06,1219,1232,1218.8,1222.35,2774400,1219.6688
2017-01-09,1225,1229,1212.6,1223.55,2016500,1220.8663
2017-01-10,1225,1227.95,1213.05,1217.25,2669800,1214.58
2017-01-11,1224.7,1233,1218.2,1230.05,1353700,1227.352
2017-01-12,1234,1242.95,1217.6,1221.1,1477800,1218.4216
2017-01-13,1224.95,1250.6,1222.15,1247.5,2131700,1244.7637
2017-01-16,1245.1,1264,1240.25,1256.9,1694000,1254.1431
2017-01-17,1258.35,1261,1234.95,1245.8,1185400,1243.0674
2017-01-18,1246.3,1260.95,1245.65,1249.05,1491300,1246.3103
2017-01-19,1251.7,1251.7,1232.9,1242.4,1599700,1239.6749
2017-01-20,1236.15,1245,1230.6,1237.3,1408900,1234.5861
2017-01-23,1234.7,1262,1232,1259.75,2265500,1256.9868
2017-01-24,1263.1,1282,1260,1280.75,1937400,1277.9407
2017-01-25,1284,1341.45,1279.7,1337.4,5273300,1334.4665
2017-01-26,1337.4,1337.4,1337.4,1337.4,0,1334.4665
2017-01-27,1329.15,1379,1329.15,1373.7,4017400,1370.6868
2017-01-30,1370.4,1379.4,1360,1371.9,2427400,1368.8908
2017-01-31,1371.45,1388.2,1353,1365.85,2588100,1362.8541
2017-02-01,1370,1417.45,1369.65,1412.1,2637800,1409.0026
2017-02-02,1411,1411,1385.7,1401.3,2336000,1398.2264
2017-02-03,1401.5,1408,1385.6,1397.45,2144200,1394.3847
2017-02-06,1402,1411.85,1388.6,1400.3,2029500,1397.2286
2017-02-07,1399.6,1410,1388.4,1407.25,2731300,1404.1633
2017-02-08,1410,1410,1383.8,1401.1,2263200,1398.0267
2017-02-09,1402,1421.2,1385.65,1396.9,2389600,1393.836
2017-02-10,1408,1410,1382.8,1388.55,1637500,1385.5043
2017-02-13,1398.4,1398.4,1372.6,1392.05,1638900,1388.9967
2017-02-14,1398,1403.65,1388.05,1398.15,1564000,1395.0833
2017-02-15,1399.9,1409.8,1389.5,1399.15,2323300,1396.0811
2017-02-16,1394.15,1403,1386.25,1393.55,2017200,1390.4934
2017-02-17,1425,1432.65,1400.2,1402.5,2075300,1399.4237
2017-02-20,1401.55,1402.85,1386,1393.3,1470400,1390.2439
2017-02-21,1393.1,1414,1389.85,1412.45,734100,1409.3518
2017-02-22,1415,1415,1391.8,1394.1,2494000,1391.0421
2017-02-23,1401,1404.9,1378,1385.7,4125700,1382.6605
2017-02-24,1385.7,1385.7,1385.7,1385.7,0,1382.6605
2017-02-27,1389.45,1389.45,1368.1,1375.7,2822000,1372.6824
2017-02-28,1377,1383.95,1368.4,1370.05,2318100,1367.0449
2017-03-01,1369.8,1405,1369.2,1400.55,2163400,1397.478
2017-03-02,1403,1415.4,1392,1399,2671800,1395.9314
2017-03-03,1392.3,1397,1366,1371.2,1137200,1368.1923
2017-03-06,1379,1392,1362.5,1365.95,2236100,1362.9538
2017-03-07,1374.4,1374.4,1362.75,1365.4,1507300,1362.4051
2017-03-08,1368.1,1376.8,1361.3,1367.7,2330400,1364.7
2017-03-09,1368.25,1381.9,1362.6,1371.5,2205200,1371.5
2017-03-10,1378,1383.35,1369,1373.8,1607500,1373.8
2017-03-13,1373.8,1373.8,1373.8,1373.8,0,1373.8
2017-03-14,1415.2,1428,1413.3,1424.15,6249500,1424.15
2017-03-15,1425.4,1435,1416.65,1426.1,2598500,1426.1
2017-03-16,1431.65,1454.75,1431.15,1450.25,3406700,1450.25
2017-03-17,1458.5,1458.5,1438.7,1451.2,3588000,1451.2
2017-03-20,1449.8,1464.95,1446.95,1457.75,1745700,1457.75
2017-03-21,1452.15,1473.45,1449.35,1458.4,2087400,1458.4
2017-03-22,1449.9,1454.75,1434.05,1442.3,1866900,1442.3
2017-03-23,1444.6,1460.9,1439.85,1456.65,2342000,1456.65
2017-03-24,1458,1467.25,1450,1462.6,1701100,1462.6
2017-03-27,1455,1478.5,1455,1474.7,2418600,1474.7
2017-03-28,1477.7,1508,1477.1,1504.1,2272700,1504.1
2017-03-29,1510.1,1531,1498.5,1522.05,3595200,1522.05
2017-03-30,1520,1528.4,1510.55,1519.95,8057100,1519.95
2017-03-31,1520.2,1520.2,1496.55,1502.1,2816500,1502.1
2017-04-03,1509.65,1537.2,1502.05,1533.65,2302400,1533.65
2017-04-04,1533.65,1533.65,1533.65,1533.65,0,1533.65
2017-04-05,1525.1,1530,1486.75,1490.15,4839200,1490.15
2017-04-06,1490,1490,1468.1,1482.6,3533800,1482.6
2017-04-07,1474.9,1494,1466.25,1484.75,2366100,1484.75
2017-04-10,1484,1484,1465.05,1467.5,2200100,1467.5
2017-04-11,1465.1,1486.95,1461.2,1476.85,2166300,1476.85
2017-04-12,1475,1476.45,1460,1466.65,2663500,1466.65
2017-04-13,1470,1484.7,1461.15,1474.9,1773000,1474.9
2017-04-14,1474.9,1474.9,1474.9,1474.9,0,1474.9
2017-04-17,1475,1494.45,1474.8,1479.55,1213000,1479.55
2017-04-18,1482,1491,1474,1480.05,1784500,1480.05
2017-04-19,1491.55,1492.3,1470.2,1490.2,1546900,1490.2
2017-04-20,1490,1531.75,1487.1,1517.1,2905200,1517.1
2017-04-21,1519.9,1526.75,1490.95,1507.45,1520000,1507.45
