"Date","LUPIN.NS.Open","LUPIN.NS.High","LUPIN.NS.Low","LUPIN.NS.Close","LUPIN.NS.Volume","LUPIN.NS.Adjusted"
2015-05-19,1739,1741,1696.1,1723.3,1741500,1708.892
2015-05-20,1734,1746.9,1706.1,1721.15,1702900,1706.76
2015-05-21,1727.4,1731.15,1699,1709.1,1313400,1694.811
2015-05-22,1718.55,1743.95,1701.45,1735.2,1284300,1720.692
2015-05-25,1749.6,1780,1735.1,1753,2194700,1738.344
2015-05-26,1769.95,1797.8,1742.1,1751.8,3313600,1737.154
2015-05-27,1748.8,1773,1730,1752.1,1980400,1737.451
2015-05-28,1759.4,1766.6,1712,1744.75,2680600,1730.163
2015-05-29,1749.9,1854.9,1727.3,1833.25,24029100,1817.923
2015-06-01,1778,1815.75,1771.1,1792.05,1574600,1777.067
2015-06-02,1799.95,1826.4,1794,1800.75,1714000,1785.694
2015-06-03,1800.75,1819.4,1767.1,1794.9,906400,1779.893
2015-06-04,1804,1813.75,1728,1749.7,1238300,1735.071
2015-06-05,1759.5,1784.45,1750.2,1776.6,886400,1761.746
2015-06-08,1790,1793.1,1764.1,1779.2,602800,1764.325
2015-06-09,1770,1782.4,1741,1770.05,1242600,1755.251
2015-06-10,1773.75,1789.6,1751.8,1756,589700,1741.319
2015-06-11,1762,1771,1698.3,1705.65,1078200,1691.39
2015-06-12,1714,1728.5,1692.1,1721.6,676600,1707.206
2015-06-15,1732,1734.4,1701,1711.85,582400,1697.538
2015-06-16,1715,1727.9,1675,1691.65,872500,1677.507
2015-06-17,1707.95,1744,1695,1731.7,1108500,1717.222
2015-06-18,1730.1,1811,1727.15,1794.85,1016200,1779.844
2015-06-19,1808.75,1822.5,1777.1,1816.8,898400,1801.61
2015-06-22,1830.95,1850.75,1801.5,1806.2,905100,1791.099
2015-06-23,1810.8,1815.95,1765.1,1771.25,742100,1756.441
2015-06-24,1775,1816,1771.25,1805.2,1146300,1790.107
2015-06-25,1810.9,1845,1805.1,1832,1148200,1816.683
2015-06-26,1825,1852,1820,1841.6,585200,1826.203
2015-06-29,1821.4,1844.85,1800.3,1832.25,600900,1816.931
2015-06-30,1837,1898,1830.1,1886.05,1120100,1870.281
2015-07-01,1893,1918.55,1870,1874.6,871100,1858.927
2015-07-02,1894,1899,1861.3,1870.15,872200,1854.514
2015-07-03,1898,1917,1892.35,1900.95,877900,1885.057
2015-07-06,1800,1923.3,1800,1918.5,790800,1902.46
2015-07-07,1924,1926,1886.5,1908.4,807600,1892.444
2015-07-08,1875.05,1908.75,1862.6,1877.65,964100,1861.951
2015-07-09,1880,1905.35,1880,1886.15,379700,1870.38
2015-07-10,1888.1,1894.95,1852.7,1871.15,803800,1855.506
2015-07-13,1890,1895,1865.15,1889.3,696900,1873.504
