"Date","ESCORTS.NS.Open","ESCORTS.NS.High","ESCORTS.NS.Low","ESCORTS.NS.Close","ESCORTS.NS.Volume","ESCORTS.NS.Adjusted"
2016-09-27,375.45,392.7,375.45,383.3,3672700,383.3
2016-09-28,384,392.4,384,386.75,1460100,386.75
2016-09-29,388,391.2,331,365.65,3626900,365.65
2016-09-30,365,378.45,362.3,375.6,1655800,375.6
2016-10-03,383.4,410,380,406.9,5599700,406.9
2016-10-04,408,414.4,400.8,408.7,2460600,408.7
2016-10-05,410.8,412.15,400.7,402.35,1211800,402.35
2016-10-06,404.75,407.2,387,389.8,1279000,389.8
2016-10-07,392.5,403,382.6,399.3,1609500,399.3
2016-10-10,403,406.8,396.05,397.95,1139600,397.95
2016-10-11,397.95,397.95,397.95,397.95,0,397.95
2016-10-12,397.95,397.95,397.95,397.95,0,397.95
2016-10-13,393,396,375.5,384.95,1210000,384.95
2016-10-14,388.4,391.4,381.25,386.05,671700,386.05
2016-10-17,386,395.7,384.05,392.05,985100,392.05
2016-10-18,394,394.75,386.5,389.6,638900,389.6
2016-10-19,391.05,394,384.3,386.5,619500,386.5
2016-10-20,388,394.5,385.1,387.25,817800,387.25
2016-10-21,388.5,400.8,387.1,397.25,1956800,397.25
2016-10-24,397.9,403.4,391.4,397.95,1428600,397.95
2016-10-25,397.5,399,393,395.35,502800,395.35
2016-10-26,394.6,410.5,392.25,401.4,2141700,401.4
2016-10-27,403,413.9,371.6,379.05,5522900,379.05
2016-10-28,382,386.35,368.05,375.25,1227900,375.25
2016-10-31,375.25,375.25,375.25,375.25,0,375.25
2016-11-01,378,386.9,377.2,379.45,1217700,379.45
2016-11-02,373.4,390.8,370.05,372.15,3177900,372.15
2016-11-03,374,386.4,368.55,371.6,1826500,371.6
2016-11-04,374,374.7,350,352,1361900,352
2016-11-07,360.05,365,355.5,357.55,693200,357.55
2016-11-08,360.8,362,346,346.85,657700,346.85
2016-11-09,299,336.9,290.25,332.7,1717000,332.7
2016-11-10,342,358.6,340.25,353.8,1227600,353.8
2016-11-11,350,351.35,332.1,334.7,816500,334.7
2016-11-14,334.7,334.7,334.7,334.7,0,334.7
2016-11-15,335,335,295.3,299.1,1093600,299.1
2016-11-16,307,314,299.05,301.05,987500,301.05
2016-11-17,303,307.95,295,299.1,504700,299.1
2016-11-18,303.9,308.5,294.05,301.4,936400,301.4
2016-11-21,303.65,303.65,280,283.35,833000,283.35
2016-11-22,285.15,300,270,291.95,1556900,291.95
2016-11-23,298.7,308.95,292.2,301.45,1508700,301.45
2016-11-24,300,304.3,295.2,297.55,712700,297.55
2016-11-25,300,312.4,296.7,309.25,1267500,309.25
2016-11-28,308.2,321.5,305.15,318.9,1674100,318.9
2016-11-29,320,327.95,318,320.3,1093400,320.3
2016-11-30,323,328.5,318.15,322.7,1041900,322.7
2016-12-01,324.9,326.5,315.95,318.95,757000,318.95
2016-12-02,316,320.3,311.1,313.55,489700,313.55
2016-12-05,314.55,322.75,312.1,320.95,726600,320.95
2016-12-06,322.9,325.9,318.1,319.7,437500,319.7
2016-12-07,321.65,326.35,315.9,319.45,585800,319.45
2016-12-08,324.9,329.6,322,325.6,768000,325.6
2016-12-09,326.5,331,325.15,326.25,590500,326.25
2016-12-12,326.05,328,316.6,319.75,459500,319.75
2016-12-13,320,325.5,317,319.3,1984100,319.3
2016-12-14,320.4,323.15,312.75,314.65,368000,314.65
2016-12-15,309,321.9,308.25,319.1,669900,319.1
2016-12-16,319.9,319.9,312.25,313.4,521500,313.4
2016-12-19,313.8,313.85,303,305.9,399100,305.9
2016-12-20,304.1,308.45,297.1,298.1,476600,298.1
2016-12-21,299.85,300.7,285,286.3,1157900,286.3
2016-12-22,282,294.6,282,287.25,953100,287.25
2016-12-23,286.1,295.25,284.45,290.2,1033800,290.2
2016-12-26,288,289,277.05,279.45,518500,279.45
2016-12-27,281,291.5,279.35,288.95,662800,288.95
2016-12-28,290.2,297.25,288.1,289.9,529400,289.9
2016-12-29,292,294.3,289.1,292.65,587800,292.65
2016-12-30,294.75,301.3,292.8,296.7,740000,296.7
2017-01-02,298.95,324,293.5,320.75,2996700,320.75
2017-01-03,321.5,329.25,318.75,326.65,1859200,326.65
2017-01-04,326.7,329.6,320.05,321.3,696400,321.3
2017-01-05,322.7,333,322.7,329.55,1123700,329.55
2017-01-06,331.15,335,320,328.25,862400,328.25
2017-01-09,329,329.9,322.25,324,441000,324
2017-01-10,325.7,339.1,323.1,337.1,1560800,337.1
2017-01-11,341.1,367.5,340.8,359.8,3587100,359.8
2017-01-12,360.8,362.6,350.6,356.65,951500,356.65
2017-01-13,357.25,366.3,352,358.8,1037500,358.8
2017-01-16,356.3,365,354.25,360.7,722400,360.7
2017-01-17,364,371.8,361.55,366.85,1314200,366.85
2017-01-18,368,373.65,363.25,367.4,1092100,367.4
2017-01-19,367,367,360.1,361.55,440100,361.55
2017-01-20,360.7,360.7,345,346.65,589500,346.65
2017-01-23,348.65,365.95,343.3,359,946300,359
2017-01-24,363.15,367.9,360.1,363.85,1242400,363.85
2017-01-25,366.25,368.45,362.45,364.15,640100,364.15
2017-01-26,364.15,364.15,364.15,364.15,0,364.15
2017-01-27,365.1,374.7,362,371.3,1318300,371.3
2017-01-30,372.2,375.9,367,369.35,674400,369.35
2017-01-31,371,372,362.55,363.6,446200,363.6
2017-02-01,365,383.3,361.2,379.8,1970500,379.8
2017-02-02,379.7,379.9,371.6,375.05,592600,375.05
2017-02-03,372.55,386,372.55,380.25,1321900,380.25
2017-02-06,384.6,388,380.85,383.15,780900,383.15
2017-02-07,383.4,397.25,381,394.3,1822200,394.3
2017-02-08,395.8,396.95,385.6,389.75,792000,389.75
2017-02-09,392.8,404.25,385.1,393.15,3988700,393.15
2017-02-10,394.8,397,387.45,390.3,852300,390.3
2017-02-13,392,392,375.05,381.75,631300,381.75
2017-02-14,384.15,388.9,382.1,384.6,578800,384.6
2017-02-15,384.75,415.4,380.1,407.6,5729700,407.6
2017-02-16,403.85,411.7,402.4,409.85,2401400,409.85
2017-02-17,411.8,417.9,405.65,408.85,1650900,408.85
2017-02-20,407,415.4,405.65,411.4,785100,411.4
2017-02-21,411.95,422.4,409,419.7,1825500,419.7
2017-02-22,420,427.4,415.65,425.15,1517000,425.15
2017-02-23,423.95,427,418.6,420.6,801000,420.6
2017-02-24,420.6,420.6,420.6,420.6,0,420.6
2017-02-27,422.3,458.7,421,453.85,3623100,453.85
2017-02-28,456,463.45,445,449.05,1516500,449.05
2017-03-01,450.9,467.8,445.55,461.7,1981600,461.7
2017-03-02,461,466.4,452.8,459.2,1756800,459.2
2017-03-03,459.05,492.7,456.95,489.2,5608900,489.2
2017-03-06,491.65,493.9,480.55,485.75,1779500,485.75
2017-03-07,487.1,504.45,487.1,494.55,3506900,494.55
2017-03-08,493,502,490,493.95,2043500,493.95
2017-03-09,493.1,500,492.1,496.15,816000,496.15
2017-03-10,500.9,517.7,500,509.65,3109500,509.65
2017-03-13,509.65,509.65,509.65,509.65,0,509.65
2017-03-14,524.9,528.3,515.35,519.45,1221400,519.45
2017-03-15,519,526,516,520.2,844600,520.2
2017-03-16,523.6,524.95,517.5,518.85,614600,518.85
2017-03-17,519.95,521.9,510,514.35,668800,514.35
2017-03-20,516.95,527.5,515,520.85,1303500,520.85
2017-03-21,521.45,531.4,521.45,527.05,1103500,527.05
2017-03-22,524.4,527,517.65,521.75,615400,521.75
2017-03-23,527,535.9,525.4,531.25,1196200,531.25
2017-03-24,531.25,532.85,525.55,527.9,529100,527.9
2017-03-27,526.1,527.9,514.5,522.7,444500,522.7
2017-03-28,521.6,529,519,523.55,439200,523.55
2017-03-29,524,534,523.5,529.9,739600,529.9
2017-03-30,530.55,543.95,530.55,535.15,1186800,535.15
2017-03-31,539.5,549,533.55,538.75,1392700,538.75
2017-04-03,545.1,548.45,536.25,537.5,971400,537.5
2017-04-04,537.5,537.5,537.5,537.5,0,537.5
2017-04-05,538.95,544.75,535.8,538,720200,538
2017-04-06,535,537.8,528,529.95,507800,529.95
2017-04-07,527,533.25,520.2,522.2,735000,522.2
2017-04-10,523.45,546.95,521,545.3,1777500,545.3
2017-04-11,548,559.4,548,550.65,1855100,550.65
2017-04-12,551.9,552.6,535.9,546.2,745900,546.2
2017-04-13,544,556.8,538.25,545.85,966500,545.85
2017-04-14,545.85,545.85,545.85,545.85,0,545.85
2017-04-17,545,561.9,542.45,551,940800,551
2017-04-18,555,559.4,535.1,541.55,816100,541.55
2017-04-19,544,555,541.1,546,664500,546
2017-04-20,548.5,553,544.05,548.05,449400,548.05
2017-04-21,548.05,563.5,546.25,556.4,1364100,556.4
