"Date","MFSL.NS.Open","MFSL.NS.High","MFSL.NS.Low","MFSL.NS.Close","MFSL.NS.Volume","MFSL.NS.Adjusted"
2016-11-17,530,546.95,510.1,525.8,441000,525.8
2016-11-18,524,536.65,520.15,524.5,216400,524.5
2016-11-21,522,528.8,499,504.35,132700,504.35
2016-11-22,510,537.95,509.45,531.4,234300,531.4
2016-11-23,533.05,554,520,548.65,179700,548.65
2016-11-24,536,548,531.15,540.2,273200,540.2
2016-11-25,540,545.65,532,536.3,72500,536.3
2016-11-28,531,542.95,531,538.7,44500,538.7
2016-11-29,541.9,560,539,558.1,259500,558.1
2016-11-30,556.9,556.9,526.3,534.05,302300,534.05
2016-12-01,539.9,549,532.4,545.8,223000,545.8
2016-12-02,543.95,546,530,532.85,57300,532.85
2016-12-05,534.95,548.3,533.25,545,116700,545
2016-12-06,543,549.3,536.1,544.15,154100,544.15
2016-12-07,539,547.3,535,541.5,224900,541.5
2016-12-08,545,547.5,539.25,542.55,149800,542.55
2016-12-09,539.2,548.6,537.95,542.5,345400,542.5
2016-12-12,542.5,548,536.25,545.15,479500,545.15
2016-12-13,545.15,560,541.1,557,120700,557
2016-12-14,551.5,566.6,551.5,556.7,154600,556.7
2016-12-15,551.2,563.2,541,556.5,160400,556.5
2016-12-16,553.5,562,547.3,559.6,135400,559.6
2016-12-19,559.6,568,548,558.9,108600,558.9
2016-12-20,560,560.75,538.5,543.05,151200,543.05
2016-12-21,549.5,550.4,532.55,536.35,82400,536.35
2016-12-22,534,539,527.5,530.25,122300,530.25
2016-12-23,533,535,526.25,529.2,140800,529.2
2016-12-26,534.95,534.95,516.75,525.45,183300,525.45
2016-12-27,522,535.4,522,531.3,87900,531.3
2016-12-28,534.3,541.3,529.3,532.3,86600,532.3
2016-12-29,534.6,547.35,534.6,542.85,124100,542.85
2016-12-30,544.5,553.8,532,548.75,168500,548.75
2017-01-02,551,568,545.25,557.55,61700,557.55
2017-01-03,556.65,561.5,551,555,109400,555
2017-01-04,557.65,560.15,550.05,559.45,227400,559.45
2017-01-05,554,562.8,552,553.65,346400,553.65
2017-01-06,556.8,561,543.2,546.45,84900,546.45
2017-01-09,546.4,551.95,541.05,543.95,124400,543.95
2017-01-10,550,550,541,543.45,181800,543.45
2017-01-11,545.2,562,537.2,558.65,450000,558.65
2017-01-12,559.3,560,549.1,554.2,357100,554.2
2017-01-13,549,557.7,539.95,551.2,330600,551.2
2017-01-16,545.5,559.65,545.5,557.75,69000,557.75
2017-01-17,556.1,562.25,549.1,554.55,74400,554.55
2017-01-18,555,560,550.5,554.65,217800,554.65
2017-01-19,558,572.95,555.55,565.9,885800,565.9
2017-01-20,559.75,565.6,556,562.55,442800,562.55
2017-01-23,565.2,566.95,555,564.7,184800,564.7
2017-01-24,561.1,569.4,554,563.05,191900,563.05
2017-01-25,561,565.45,557.5,563.85,169900,563.85
2017-01-26,563.85,563.85,563.85,563.85,0,563.85
2017-01-27,560.25,579,556.5,569.95,469600,569.95
2017-01-30,565,572.95,562.25,565.1,366700,565.1
2017-01-31,566,571.45,561,564.65,302300,564.65
2017-02-01,565.5,602.4,559.2,581.7,727100,581.7
2017-02-02,580,607.5,577,601.7,646500,601.7
2017-02-03,598.3,604.6,586.55,599.2,418100,599.2
2017-02-06,605,606.85,597.15,601.2,498200,601.2
2017-02-07,604.8,618.85,600.55,615.6,939200,615.6
2017-02-08,617.8,629,607.3,617.85,731900,617.85
2017-02-09,618,639,607.05,627.35,679700,627.35
2017-02-10,630,637,609.1,622.45,287400,622.45
2017-02-13,624,624,608,610.6,161000,610.6
2017-02-14,610.95,618,587,604.7,306400,604.7
2017-02-15,598,610.45,595,603.6,226200,603.6
2017-02-16,602.05,609,591,599.6,235900,599.6
2017-02-17,608.6,608.6,595,601.1,194100,601.1
2017-02-20,606.95,606.95,590,594.75,92000,594.75
2017-02-21,575.55,585,560,564.85,21755700,564.85
2017-02-22,567.7,574.7,565.2,572.6,704300,572.6
2017-02-23,572.6,579.85,567.7,578.25,541500,578.25
2017-02-24,578.25,578.25,578.25,578.25,0,578.25
2017-02-27,573,575.2,562.6,567.15,453000,567.15
2017-02-28,577.15,583.95,561.1,563.6,715100,563.6
2017-03-01,568.7,568.7,554.4,563.65,665300,563.65
2017-03-02,564,569,560.5,563.8,671700,563.8
2017-03-03,562.35,567.55,555.15,561.7,346200,561.7
2017-03-06,561.2,566.3,554.1,556.7,171000,556.7
2017-03-07,555,558,550.05,552.4,144900,552.4
2017-03-08,552,556.35,539.5,542.8,326100,542.8
2017-03-09,541,545.7,512.3,536.55,1606700,536.55
2017-03-10,535,539,523.25,536.05,423900,536.05
2017-03-13,536.05,536.05,536.05,536.05,0,536.05
2017-03-14,542,547,536.05,539.45,403100,539.45
2017-03-15,541.15,565.5,536,558.9,717300,558.9
2017-03-16,558.9,566.7,555.5,565.25,389900,565.25
2017-03-17,565.4,570.05,552.55,565.75,426500,565.75
2017-03-20,565.65,570,555.55,559.75,505300,559.75
2017-03-21,562.2,566.45,554.05,563.05,308500,563.05
2017-03-22,563,563,544.9,560,508600,560
2017-03-23,564.7,581.4,564,578.7,914800,578.7
2017-03-24,579,584,571.5,575.35,744900,575.35
2017-03-27,575.7,581.5,573.95,580.3,474600,580.3
2017-03-28,578.5,586.95,569,571.7,711100,571.7
2017-03-29,572,577.7,562.6,565.25,458300,565.25
2017-03-30,571,575,568,572.7,307100,572.7
2017-03-31,573.7,583.25,573.35,576.95,1109100,576.95
2017-04-03,577.65,579.6,563.35,567.7,786200,567.7
2017-04-04,567.7,567.7,567.7,567.7,0,567.7
2017-04-05,569,606.2,560,595.55,2653500,595.55
2017-04-06,593.9,607,585,602.2,1029100,602.2
2017-04-07,600,653.6,600,633.4,3135400,633.4
2017-04-10,639,669,634.6,654.05,2953700,654.05
2017-04-11,656.9,675.95,645.65,652.45,1576600,652.45
2017-04-12,653,668.2,640.1,659.05,1058200,659.05
2017-04-13,659.85,668.5,651.55,655.85,539400,655.85
2017-04-14,655.85,655.85,655.85,655.85,0,655.85
2017-04-17,655,666.05,648.25,659.25,326800,659.25
2017-04-18,660,666.35,635.25,644,650000,644
2017-04-19,642,658.9,636.65,654.5,577400,654.5
2017-04-20,655.7,666.6,647,650.95,460300,650.95
2017-04-21,630,643.9,625,631.1,3572400,631.1
