"Date","TATASTEEL.NS.Open","TATASTEEL.NS.High","TATASTEEL.NS.Low","TATASTEEL.NS.Close","TATASTEEL.NS.Volume","TATASTEEL.NS.Adjusted"
2015-04-16,338.4,343.35,333.55,337.7,3770700,320.8361
2015-04-17,336.75,352.2,335.15,346,6980700,328.7216
2015-04-20,348.5,354.3,339.15,344.45,6266900,327.249
2015-04-21,346.5,352,343.55,348.25,4995000,330.8593
2015-04-22,349.95,354.5,341.25,351.35,4784300,333.8045
2015-04-23,355,370.95,354.3,369.45,12192200,351.0006
2015-04-24,371.8,374.8,362.6,370.5,8458600,351.9982
2015-04-27,369.1,372.8,361.5,368.9,4996500,350.4781
2015-04-28,370,374.05,366.1,371.25,4159900,352.7107
2015-04-29,371.9,379.3,368,369.95,5452300,351.4756
2015-04-30,368,368.9,359.1,360.35,6180100,342.355
2015-05-01,360.35,360.35,360.35,360.35,0,342.355
2015-05-04,361.55,366.8,357.2,361.65,3268400,343.5901
2015-05-05,364.4,381,362.85,380.1,7665100,361.1188
2015-05-06,381,384.5,366,367.65,5998900,349.2905
2015-05-07,365.85,370.65,360.5,367.3,4140800,348.9579
2015-05-08,370.1,375,364.1,366.7,3452900,348.3879
2015-05-11,372.1,381.4,370.5,377.1,4477600,358.2686
2015-05-12,375.35,376,352.55,353.6,5474600,335.9421
2015-05-13,356.25,361.5,351.65,359.5,5396000,341.5475
2015-05-14,360,367.8,357.35,366.4,3754000,348.1029
2015-05-15,360,365.9,355.1,364.1,5169300,345.9178
2015-05-18,365,367,361,364.15,2393500,345.9653
2015-05-19,364,369.95,362.2,368.35,2939600,349.9555
2015-05-20,367.4,367.4,355.55,361.3,6440400,343.2576
2015-05-21,350,351,341.15,342.25,10255400,325.1589
2015-05-22,343,347.55,340.45,341.3,3923100,324.2563
2015-05-25,339.45,339.85,331,332,3894400,315.4208
2015-05-26,336.5,336.5,329.3,332.85,2899100,316.2283
2015-05-27,332.85,334.25,327.1,328.15,2890000,311.763
2015-05-28,329.8,330.9,322.15,324.7,4644000,308.4853
2015-05-29,325,332.15,325,328.5,3721500,312.0955
2015-06-01,329.95,333.1,327.35,329.65,1977900,313.1881
2015-06-02,330,330.9,320.45,321.75,2315000,305.6826
2015-06-03,322.05,322.95,314.2,316.25,2934000,300.4573
2015-06-04,317.15,318.75,304.55,308.05,4750100,292.6667
2015-06-05,309,317.2,302.25,311.1,5026300,295.5645
2015-06-08,312,314.95,301.5,302.25,3771300,287.1564
2015-06-09,296,307.35,293,304.75,6943700,289.5316
2015-06-10,305,307.8,301.7,306,2920800,290.7191
2015-06-11,306.1,306.9,297.2,298.7,3989200,283.7837
2015-06-12,298,300.9,294.15,297.55,2718400,282.6911
2015-06-15,298,302.75,296.05,297,2694900,282.1686
2015-06-16,296.8,297.5,291,294.45,3068400,279.7459
2015-06-17,303.7,310.95,298.25,305.05,8323400,289.8166
2015-06-18,304.3,306.5,300.9,303.7,3879700,288.534
2015-06-19,305.45,309.75,304.1,304.95,3289500,289.7216
2015-06-22,309,312.8,307,310.65,3567400,295.1369
2015-06-23,311.1,316.7,310.8,313.05,3013100,297.4171
2015-06-24,314,314.4,302.9,304.55,2831800,289.3415
2015-06-25,303.8,304.8,301.2,302.7,4608300,287.5839
2015-06-26,302.5,303.1,297,298.65,3380600,283.7362
2015-06-29,294,297.75,287.4,296.3,3531500,281.5035
2015-06-30,296.3,306.5,295.25,304.6,3062300,289.389
2015-07-01,305,309,303.4,306.95,3143800,291.6217
2015-07-02,307.25,310.45,303.2,304.35,3840100,289.1515
2015-07-03,306.35,307.9,299.55,301.2,2742500,286.1588
2015-07-06,295,299.75,292,299,3708100,284.0687
2015-07-07,301.7,303.05,296.1,298.2,3298700,283.3087
2015-07-08,294,294,281.8,283.15,8141900,269.0102
