"Date","TORNTPHARM.NS.Open","TORNTPHARM.NS.High","TORNTPHARM.NS.Low","TORNTPHARM.NS.Close","TORNTPHARM.NS.Volume","TORNTPHARM.NS.Adjusted"
2016-08-18,1507.25,1594.55,1505.95,1569.6,298000,1557.113
2016-08-19,1580,1580,1539.15,1551.2,157900,1538.859
2016-08-22,1551.2,1560.05,1516,1542.2,64400,1529.931
2016-08-23,1540,1592,1521,1584.7,153200,1572.093
2016-08-24,1584.95,1721.6,1584.95,1701,1064000,1687.468
2016-08-25,1690.35,1769.5,1593.65,1612.2,1125700,1599.374
2016-08-26,1622,1668.9,1580,1615.5,607200,1602.648
2016-08-29,1618,1640,1591.05,1616.1,171300,1603.243
2016-08-30,1628.8,1632,1590.1,1612.75,158500,1599.92
2016-08-31,1614.5,1652,1605.55,1631.95,173400,1618.967
2016-09-01,1638,1639.65,1593,1599.3,164700,1586.577
2016-09-02,1599.3,1624,1591.25,1610.45,101100,1597.638
2016-09-05,1610.45,1610.45,1610.45,1610.45,0,1597.638
2016-09-06,1619.95,1635,1607,1631.3,102600,1618.322
2016-09-07,1634.25,1647,1608.05,1618.2,149000,1605.326
2016-09-08,1618.15,1694.8,1615.55,1682.05,239400,1668.669
2016-09-09,1689.15,1710.2,1642,1663.1,360900,1649.869
2016-09-12,1645,1686.9,1613.1,1655.55,214200,1642.379
2016-09-13,1655.55,1655.55,1655.55,1655.55,0,1642.379
2016-09-14,1655.55,1682.05,1617.95,1628.4,199400,1615.445
2016-09-15,1636,1653.65,1621.5,1627.4,80800,1614.453
2016-09-16,1648.95,1648.95,1582.25,1595.95,298700,1583.253
2016-09-19,1614.9,1629.55,1593.75,1604.8,125400,1592.033
2016-09-20,1606.7,1629,1598.05,1605.6,112700,1592.827
2016-09-21,1607.35,1628.25,1601.15,1616.9,97400,1604.037
2016-09-22,1628.95,1654.9,1616.9,1649.05,393500,1635.931
2016-09-23,1650,1660,1638.15,1640.85,94300,1627.796
2016-09-26,1640.9,1675,1638.05,1653.4,359900,1640.247
2016-09-27,1655.2,1684,1648,1656.85,134600,1643.669
2016-09-28,1655,1677,1640.2,1646.6,335700,1633.501
2016-09-29,1656.25,1669.75,1585.05,1622.8,263400,1609.89
2016-09-30,1616,1646.6,1611.9,1623.55,103400,1610.634
2016-10-03,1637,1665,1631.05,1660.1,114000,1646.893
2016-10-04,1669.5,1676.9,1634.8,1642.05,214700,1628.987
2016-10-05,1657,1672,1638,1666.7,177700,1653.441
2016-10-06,1676.7,1699,1625.45,1637.6,446200,1624.572
2016-10-07,1639.85,1648,1617.05,1630.65,163400,1617.677
2016-10-10,1631.05,1638.15,1618.2,1628.9,62800,1615.941
2016-10-11,1628.9,1628.9,1628.9,1628.9,0,1615.941
2016-10-12,1628.9,1628.9,1628.9,1628.9,0,1615.941
2016-10-13,1625.75,1638,1607.9,1632.05,113000,1619.066
2016-10-14,1620.2,1648,1620.2,1637.5,103500,1624.473
2016-10-17,1633.05,1659.85,1626,1629.95,109400,1616.983
2016-10-18,1634.35,1652,1626.9,1648.1,106900,1634.989
2016-10-19,1651.9,1655,1616.1,1623.55,174200,1610.634
2016-10-20,1639.95,1639.95,1600.2,1604,130000,1591.239
2016-10-21,1605.65,1618,1561.55,1582.75,208100,1570.159
2016-10-24,1591,1618.2,1566.45,1612.3,105500,1599.474
2016-10-25,1623,1630,1595.05,1600.9,72900,1588.164
2016-10-26,1582,1600.95,1560.4,1566.8,103700,1554.335
2016-10-27,1480,1495,1393.3,1425.75,976600,1414.408
2016-10-28,1427.1,1440,1401,1415.25,264000,1403.991
2016-10-31,1415.25,1415.25,1415.25,1415.25,0,1403.991
2016-11-01,1416.6,1417.8,1371,1379.65,325700,1368.674
2016-11-02,1366,1369.5,1335,1343.65,212000,1332.961
2016-11-03,1338,1356.75,1306.45,1317.25,204000,1306.771
2016-11-04,1317,1339.8,1269.05,1294.85,433300,1284.549
2016-11-07,1310,1345.6,1294.85,1333.3,211400,1322.693
2016-11-08,1345,1353.95,1309.55,1314.6,184300,1304.142
2016-11-09,1265,1364,1194.1,1354,375100,1343.228
2016-11-10,1372,1384.3,1345,1354.7,220600,1343.923
2016-11-11,1330.2,1337.9,1289.65,1304.6,315800,1294.221
2016-11-14,1304.6,1304.6,1304.6,1304.6,0,1294.221
2016-11-15,1305,1321.7,1241.3,1255.5,219600,1245.512
2016-11-16,1264.2,1279.95,1211.05,1227,240100,1217.239
2016-11-17,1225,1269.6,1215,1264,121500,1253.944
2016-11-18,1270,1318.35,1241.5,1310.05,171100,1299.628
2016-11-21,1310.95,1323.7,1294,1305.25,134800,1294.866
2016-11-22,1315,1341,1296.3,1335,157000,1324.379
2016-11-23,1328,1348,1318.15,1338.4,194100,1327.752
2016-11-24,1328.25,1364.5,1319,1346.95,161800,1336.234
2016-11-25,1348.9,1371.55,1333.7,1366.2,96000,1355.331
2016-11-28,1364.5,1412,1356.75,1406.1,200200,1394.914
2016-11-29,1405.05,1423,1390.1,1408.55,108100,1397.344
2016-11-30,1438.95,1465.95,1346.35,1377.15,496000,1366.194
2016-12-01,1392,1406.25,1380.2,1391.6,77700,1380.529
2016-12-02,1392.8,1392.8,1338.85,1346.35,82900,1335.639
2016-12-05,1330,1344.7,1303,1335.95,168300,1325.322
2016-12-06,1336,1362.35,1336,1346.25,50300,1335.54
2016-12-07,1361.95,1362.4,1335.6,1343.75,85600,1333.06
2016-12-08,1359,1359,1332.55,1343.8,71000,1333.11
2016-12-09,1353,1353,1334,1339.35,104100,1328.695
2016-12-12,1340,1357.45,1323.6,1347.25,46200,1336.532
2016-12-13,1348,1350.7,1303.55,1312.35,314300,1301.91
2016-12-14,1312.35,1333.15,1296,1322.95,200800,1312.425
2016-12-15,1313.55,1337,1302.55,1307.7,84000,1297.297
2016-12-16,1301.55,1317.5,1301.55,1305.6,35800,1295.213
2016-12-19,1305.6,1315.45,1284.05,1300.8,90100,1290.452
2016-12-20,1306.5,1311.95,1285,1291.1,76800,1280.829
2016-12-21,1303.75,1338,1291.95,1327.7,143900,1317.138
2016-12-22,1332,1338,1292.3,1298,164700,1287.674
2016-12-23,1298.05,1306.4,1273.4,1282.25,202400,1272.049
2016-12-26,1285,1287,1260,1262.7,102600,1252.655
2016-12-27,1272,1295,1257.15,1291,116400,1280.73
2016-12-28,1300.85,1312,1290.5,1294.6,80300,1284.301
2016-12-29,1299.8,1308,1277.75,1283.65,127700,1273.438
2016-12-30,1287.1,1323,1287.1,1317.15,102600,1306.672
2017-01-02,1317.15,1324.8,1301,1310.75,98100,1300.322
2017-01-03,1319.95,1350,1305.65,1339.45,162400,1328.794
2017-01-04,1315,1355,1315,1349.65,56800,1338.913
2017-01-05,1354.85,1361.55,1345.55,1357.6,36600,1346.8
2017-01-06,1355.2,1384.95,1350,1375.9,321400,1364.954
2017-01-09,1366.05,1379,1338.2,1341.25,118600,1330.58
2017-01-10,1352.95,1363,1346.4,1358.15,47700,1347.345
2017-01-11,1358.15,1373,1354.1,1363.75,50900,1352.901
2017-01-12,1355.75,1359,1318.8,1326.7,110600,1316.145
2017-01-13,1326.7,1338,1320.8,1333.9,68200,1323.288
2017-01-16,1335.35,1352,1326.1,1329.1,83400,1318.526
2017-01-17,1330.55,1348,1323.5,1331.7,49200,1321.106
2017-01-18,1340,1340,1302.15,1308.7,67900,1298.289
2017-01-19,1308.7,1319,1300,1307.2,131500,1296.801
2017-01-20,1306.65,1318.8,1286,1292.85,112600,1282.565
2017-01-23,1293,1298.1,1274,1285.3,93600,1275.075
2017-01-24,1284.9,1298,1276,1293.35,144400,1283.061
2017-01-25,1294.75,1305.6,1283.95,1301.15,139100,1290.799
2017-01-26,1301.15,1301.15,1301.15,1301.15,0,1290.799
2017-01-27,1314.95,1314.95,1291.2,1297.85,84500,1287.525
2017-01-30,1298.95,1316,1290,1305.7,49700,1295.313
2017-01-31,1307.15,1326,1282.2,1299.95,168800,1289.608
2017-02-01,1301.4,1320.7,1287,1298.3,83200,1287.972
2017-02-02,1298,1298,1265.25,1287.15,151100,1276.91
2017-02-03,1288,1360,1285.7,1314.3,551900,1303.844
2017-02-06,1329.8,1329.8,1275,1283.8,489800,1273.587
2017-02-07,1284,1296,1275,1286.3,371300,1276.067
2017-02-08,1291,1294.2,1262.95,1267,304900,1256.92
2017-02-09,1272,1277.95,1250.05,1257,396400,1247
2017-02-10,1255.9,1258.4,1240.1,1251.95,128700,1251.95
2017-02-13,1256.9,1259.85,1241.2,1249.5,85600,1249.5
2017-02-14,1255.95,1265.2,1251.35,1259.75,144400,1259.75
2017-02-15,1254.9,1255.7,1205.3,1231.4,212800,1231.4
2017-02-16,1230.1,1268.25,1226.85,1253.85,141500,1253.85
2017-02-17,1263,1277.3,1252.25,1260.65,125300,1260.65
2017-02-20,1275,1302,1274.55,1291.85,244600,1291.85
2017-02-21,1299.95,1320,1282.2,1310.4,336800,1310.4
2017-02-22,1319.7,1323.95,1295.4,1311.95,192900,1311.95
2017-02-23,1306,1306,1280.8,1296.6,319900,1296.6
2017-02-24,1296.6,1296.6,1296.6,1296.6,0,1296.6
2017-02-27,1309.75,1349.5,1297,1343.55,381500,1343.55
2017-02-28,1346.75,1376.45,1342.05,1361.95,308800,1361.95
2017-03-01,1367,1375,1355,1369.9,122900,1369.9
2017-03-02,1375,1398,1362,1368.85,246000,1368.85
2017-03-03,1370.2,1372.2,1324.5,1343.35,162300,1343.35
2017-03-06,1338,1383.3,1335,1371.3,312400,1371.3
2017-03-07,1369,1369,1340,1348.7,136500,1348.7
2017-03-08,1350.05,1365.95,1337.3,1350.6,103800,1350.6
2017-03-09,1349.25,1359.75,1326,1331.15,49700,1331.15
2017-03-10,1348.85,1354,1320,1327.65,63200,1327.65
2017-03-13,1327.65,1327.65,1327.65,1327.65,0,1327.65
2017-03-14,1359.7,1359.9,1331,1337.45,122900,1337.45
2017-03-15,1339.95,1357.2,1333.55,1350.7,160000,1350.7
2017-03-16,1359.95,1379.9,1356.5,1372.75,100700,1372.75
2017-03-17,1372.75,1455.8,1369.1,1446.9,473800,1446.9
2017-03-20,1453.8,1459.9,1430.15,1445.25,145400,1445.25
2017-03-21,1449,1481.85,1431.35,1440.9,226900,1440.9
2017-03-22,1434.95,1435,1398.8,1422,228300,1422
2017-03-23,1422,1445,1414.25,1433.45,82200,1433.45
2017-03-24,1430.2,1448.9,1397.5,1408.45,139300,1408.45
2017-03-27,1414,1415,1393.55,1402.55,85300,1402.55
2017-03-28,1408.05,1450,1360,1445.6,203300,1445.6
2017-03-29,1447,1470,1438.55,1459.95,175900,1459.95
2017-03-30,1457,1515,1457,1497.15,215900,1497.15
2017-03-31,1504.4,1575.25,1486.55,1552.6,369600,1552.6
2017-04-03,1550,1550,1475,1505.05,376900,1505.05
2017-04-04,1505.05,1505.05,1505.05,1505.05,0,1505.05
2017-04-05,1510,1510,1475,1479.25,164900,1479.25
2017-04-06,1477,1499,1460.55,1479.35,125600,1479.35
2017-04-07,1475,1488.3,1450.8,1455.2,113700,1455.2
2017-04-10,1450,1482,1450,1470.2,71000,1470.2
2017-04-11,1470,1490.9,1450.6,1486.2,100500,1486.2
2017-04-12,1486.15,1496.95,1453.5,1457.7,97200,1457.7
2017-04-13,1468,1478,1448.2,1452.6,140600,1452.6
2017-04-14,1452.6,1452.6,1452.6,1452.6,0,1452.6
2017-04-17,1439.85,1470,1419.95,1463.9,195500,1463.9
2017-04-18,1468.95,1480,1447.1,1450.3,61700,1450.3
2017-04-19,1450,1462.55,1443.05,1451.2,37300,1451.2
2017-04-20,1450.05,1479.8,1440,1455.55,74200,1455.55
2017-04-21,1457.75,1470.25,1428.3,1435.45,67100,1435.45
