"Date","ANDHRABANK.NS.Open","ANDHRABANK.NS.High","ANDHRABANK.NS.Low","ANDHRABANK.NS.Close","ANDHRABANK.NS.Volume","ANDHRABANK.NS.Adjusted"
2016-09-12,60.65,61.15,58.6,58.75,2370900,58.75
2016-09-13,58.75,58.75,58.75,58.75,0,58.75
2016-09-14,58.75,61.1,58.15,60.6,2926100,60.6
2016-09-15,61.4,61.45,59.55,60.15,3251700,60.15
2016-09-16,60.7,61.5,58.55,58.8,4493900,58.8
2016-09-19,59.1,59.8,58.5,59.5,2559600,59.5
2016-09-20,59.7,60.5,59.25,60.1,2435000,60.1
2016-09-21,59.9,60.5,59.15,59.3,2036100,59.3
2016-09-22,60.3,61.2,60.05,61.05,2616900,61.05
2016-09-23,61,61.9,60.3,60.95,3446400,60.95
2016-09-26,60.5,61.25,59.35,59.6,2632300,59.6
2016-09-27,59.6,60.15,58.6,59,2296900,59
2016-09-28,59,60.5,58.95,59.7,5869000,59.7
2016-09-29,60.05,60.4,55.15,55.55,5511100,55.55
2016-09-30,55.75,56.75,55.1,56.4,2708200,56.4
2016-10-03,57,58,56.55,57.8,2069700,57.8
2016-10-04,58.1,59.15,57.2,58.7,4540700,58.7
2016-10-05,59,59.5,58.5,58.75,2402400,58.75
2016-10-06,59.1,59.5,57.55,58.25,2951200,58.25
2016-10-07,58.45,59.25,58,59.1,2464100,59.1
2016-10-10,59.15,59.4,58,58.15,1535900,58.15
2016-10-11,58.15,58.15,58.15,58.15,0,58.15
2016-10-12,58.15,58.15,58.15,58.15,0,58.15
2016-10-13,57.55,57.85,55,55.6,2654200,55.6
2016-10-14,56,56.25,55.35,56,1618300,56
2016-10-17,56.35,56.5,54.5,54.7,2263900,54.7
2016-10-18,55,55.65,54.25,55.4,2891100,55.4
2016-10-19,55.65,55.9,55.05,55.45,1679200,55.45
2016-10-20,55.85,57.15,55.6,56.9,3226300,56.9
2016-10-21,57.05,57.25,56.3,57.1,2458300,57.1
2016-10-24,57.3,58,57.05,57.5,2593000,57.5
2016-10-25,57.55,57.75,56.85,57.3,1739100,57.3
2016-10-26,57,57.65,56.2,56.45,1734600,56.45
2016-10-27,56.2,56.7,55.5,55.7,2692700,55.7
2016-10-28,55.8,56.5,55.6,56.35,2243700,56.35
2016-10-31,56.35,56.35,56.35,56.35,0,56.35
2016-11-01,56.5,57.1,56.15,56.3,1338000,56.3
2016-11-02,55.7,55.85,54.35,54.5,2142600,54.5
2016-11-03,54.35,54.95,53.2,53.4,1884500,53.4
2016-11-04,53.1,53.4,51.85,52.1,1826600,52.1
2016-11-07,53.1,53.75,52.65,53.5,1183300,53.5
2016-11-08,53.8,53.85,52.8,53,1117200,53
2016-11-09,49.85,52.8,47.8,52.05,5005600,52.05
2016-11-10,53,56.95,53,56.55,5589000,56.55
2016-11-11,56.2,58.75,53.45,54.35,9052300,54.35
2016-11-14,54.35,54.35,54.35,54.35,0,54.35
2016-11-15,54.85,56.8,53.3,54.85,5586800,54.85
2016-11-16,56,56.85,53.4,54.1,3801400,54.1
2016-11-17,54,55.25,53.6,53.95,2627300,53.95
2016-11-18,54.15,54.8,53.65,54.1,2181800,54.1
2016-11-21,54.8,54.8,51.65,52.05,2490600,52.05
2016-11-22,52.3,52.7,50.75,51.45,2581800,51.45
2016-11-23,51.85,52,51.2,51.4,1841500,51.4
2016-11-24,51.2,52,50.35,51.05,2585000,51.05
2016-11-25,51.3,51.9,51.1,51.8,1687500,51.8
2016-11-28,51.4,52.05,50.6,51.45,1791700,51.45
2016-11-29,51.5,52,50.8,51.05,2410700,51.05
2016-11-30,51.4,52.1,51.1,51.85,2888700,51.85
2016-12-01,52.1,52.3,51.2,51.5,1549800,51.5
2016-12-02,51.25,51.95,50.8,51.05,2008300,51.05
2016-12-05,51.25,51.5,50.6,51.35,1284100,51.35
2016-12-06,51.8,51.95,51.45,51.55,972600,51.55
2016-12-07,51.85,52.25,50.4,50.65,2791900,50.65
2016-12-08,51.2,51.5,50.95,51.15,1235300,51.15
2016-12-09,51.35,52.25,51.05,52.05,2540200,52.05
2016-12-12,51.95,52.2,51.15,51.35,1161400,51.35
2016-12-13,51.5,51.5,51,51.25,844800,51.25
2016-12-14,51.3,51.5,50.7,50.8,1072200,50.8
2016-12-15,50.4,51.35,50.3,51,1103200,51
2016-12-16,51,51.05,50.1,50.25,1636600,50.25
2016-12-19,50.05,50.5,50,50.2,878000,50.2
2016-12-20,50.1,50.3,49,49.15,1346900,49.15
2016-12-21,49.45,49.85,49.05,49.35,927500,49.35
2016-12-22,49.05,49.4,48.65,48.8,946800,48.8
2016-12-23,48.75,49.15,48.4,48.5,1039400,48.5
2016-12-26,48.3,48.35,46,46.45,1311800,46.45
2016-12-27,46.1,47.45,45.85,47.25,1099100,47.25
2016-12-28,47.5,47.85,47.1,47.2,1113200,47.2
2016-12-29,47.1,47.45,46.7,47,2314700,47
2016-12-30,47.4,48.2,47.05,47.45,1364400,47.45
2017-01-02,47.6,47.9,47.05,47.7,1224200,47.7
2017-01-03,47.9,48.35,47.45,47.85,1780400,47.85
2017-01-04,48.05,49.2,47.5,47.7,1491100,47.7
2017-01-05,47.9,48.45,47.9,48.25,1438500,48.25
2017-01-06,48.4,48.95,48.1,48.3,2103900,48.3
2017-01-09,48.5,48.85,48.2,48.45,1604600,48.45
2017-01-10,48.75,48.85,48.35,48.65,1012400,48.65
2017-01-11,48.8,50.25,48.65,49.75,2610100,49.75
2017-01-12,49.85,50,49.1,49.45,1430800,49.45
2017-01-13,49.8,49.8,48.85,49.3,1068100,49.3
2017-01-16,49.1,49.75,49,49.6,1216000,49.6
2017-01-17,49.8,50.15,49.35,49.5,1584000,49.5
2017-01-18,49.55,50,49.25,49.65,1212800,49.65
2017-01-19,49.8,50.25,49.45,49.8,1780600,49.8
2017-01-20,49.65,49.95,48.7,48.85,1372200,48.85
2017-01-23,48.85,49.35,48.55,49.1,877300,49.1
2017-01-24,49.2,49.35,49,49.25,723700,49.25
2017-01-25,49.4,50.4,49.2,49.9,6272100,49.9
2017-01-26,49.9,49.9,49.9,49.9,0,49.9
2017-01-27,50.5,51.3,50.2,50.75,3384200,50.75
2017-01-30,51,51.9,50.55,51.4,2599800,51.4
2017-01-31,51.5,51.55,50.4,50.65,1866000,50.65
2017-02-01,50.75,51.6,49.8,51.45,3274400,51.45
2017-02-02,51.5,54,50.6,53.4,6997100,53.4
2017-02-03,53.85,56.85,53.55,56.5,7269200,56.5
2017-02-06,57.5,57.7,55.95,56.7,4385800,56.7
2017-02-07,56.7,58.2,56,57.2,5119500,57.2
2017-02-08,57.85,57.85,55.35,57.05,3694700,57.05
2017-02-09,57.2,58.7,56.2,57.7,9091200,57.7
2017-02-10,57.7,57.7,56.1,56.55,4176500,56.55
2017-02-13,56.7,56.7,54.55,55.1,3340100,55.1
2017-02-14,55,55.4,54.15,55,2650300,55
2017-02-15,54.85,55.2,53.2,53.55,2325100,53.55
2017-02-16,53.4,54,52.7,53.85,1934600,53.85
2017-02-17,54,54.5,53.55,53.65,1904200,53.65
2017-02-20,53.45,54.7,53.35,54.5,2547600,54.5
2017-02-21,54.6,55.2,54.3,54.9,2867800,54.9
2017-02-22,55,55.55,54.7,54.85,2631000,54.85
2017-02-23,55.1,57.85,54.55,56.4,16854000,56.4
2017-02-24,56.4,56.4,56.4,56.4,0,56.4
2017-02-27,56,56.05,54.45,54.7,3640000,54.7
2017-02-28,54.8,56.45,54.65,56.25,3761900,56.25
2017-03-01,56.75,57.35,56.1,56.4,3355700,56.4
2017-03-02,56.8,56.95,54.1,54.4,3211900,54.4
2017-03-03,54.35,54.45,53.8,54.2,2113400,54.2
2017-03-06,54.45,55.1,54.3,54.7,1781200,54.7
2017-03-07,55.4,55.6,54.8,54.9,2179600,54.9
2017-03-08,55.25,55.25,53.65,54.1,1600100,54.1
2017-03-09,53.8,54.3,53.6,53.75,1483400,53.75
2017-03-10,53.95,54.2,53.2,53.5,1412300,53.5
2017-03-13,53.5,53.5,53.5,53.5,0,53.5
2017-03-14,55,55,54.15,54.35,1688400,54.35
2017-03-15,54.45,55.5,54.1,55,2580600,55
2017-03-16,55.2,56.05,55.1,55.9,2329200,55.9
2017-03-17,56,56.15,54.9,55.3,1788400,55.3
2017-03-20,55.6,57.1,55.3,56.65,3592800,56.65
2017-03-21,57,57,55.4,55.75,1996300,55.75
2017-03-22,55.2,55.3,54.5,54.6,1510500,54.6
2017-03-23,55.35,55.45,54.95,55.2,1613100,55.2
2017-03-24,55.4,57.6,55.2,56.75,4922700,56.75
2017-03-27,57.3,58.15,57.05,57.6,4387100,57.6
2017-03-28,57.95,58.15,57.2,57.45,1984200,57.45
2017-03-29,57.5,58.5,57.4,57.7,3301500,57.7
2017-03-30,57.65,59.1,56.6,57.25,26949300,57.25
2017-03-31,57.6,58.55,57.25,57.95,4503000,57.95
2017-04-03,58.3,59.15,57.7,58.85,2899100,58.85
2017-04-04,58.85,58.85,58.85,58.85,0,58.85
2017-04-05,58.9,59.6,58.6,59.25,2557800,59.25
2017-04-06,59,59.35,58.1,58.4,2971300,58.4
2017-04-07,58.15,59.2,57.85,58.1,3174200,58.1
2017-04-10,58.3,59.2,58.1,58.9,2593600,58.9
2017-04-11,59,60.4,58.8,60.1,3084800,60.1
2017-04-12,60.3,60.65,59,59.9,3558400,59.9
2017-04-13,59.7,60.9,59.7,60.05,2611500,60.05
2017-04-14,60.05,60.05,60.05,60.05,0,60.05
2017-04-17,59.7,60.3,59.5,59.6,1492100,59.6
2017-04-18,59.85,61.35,58.55,58.9,3934300,58.9
2017-04-19,59.25,59.85,58.65,59.3,2273300,59.3
2017-04-20,60,61,59.45,60.75,2593900,60.75
2017-04-21,60.7,61.3,59.8,60.05,2214500,60.05
