"Date","HINDPETRO.NS.Open","HINDPETRO.NS.High","HINDPETRO.NS.Low","HINDPETRO.NS.Close","HINDPETRO.NS.Volume","HINDPETRO.NS.Adjusted"
2016-08-25,393.333,393.667,387.333,389.983,8230000,123.0274
2016-08-26,390.717,395.383,389.967,393.45,3425100,124.1211
2016-08-29,393.45,395.917,391.667,394.417,2378000,124.4262
2016-08-30,396,398.6,395.017,396.417,2707900,125.0571
2016-08-31,398.183,409.733,396.217,406.233,4689800,128.1538
2016-09-01,411.317,411.917,401.4,403.467,3347800,127.2812
2016-09-02,405.967,411.667,401.6,410.55,3937700,129.5156
2016-09-05,410.55,410.55,410.55,410.55,0,129.5156
2016-09-06,413.333,419.317,410.017,417.8,4928700,131.8028
2016-09-07,419.333,422.65,413.7,416.633,4506400,131.4346
2016-09-08,418.283,420.5,415.033,417.367,6115500,131.6662
2016-09-09,416.667,423.617,415.2,416.9,6988900,131.5189
2016-09-12,411.967,413.483,395.767,399.917,9410800,126.1613
2016-09-13,399.917,399.917,399.917,399.917,0,126.1613
2016-09-14,403.95,408.35,395.75,399.2,5969400,377.8052
2016-09-15,400.9,403,389.5,396.85,3463400,375.5812
2016-09-16,401.4,404.95,392.55,400.35,6746300,378.8936
2016-09-19,401.5,404.9,399,403.45,2249200,381.8274
2016-09-20,404,406,399.6,401.95,1949800,380.4078
2016-09-21,403.9,409.75,400.05,403.8,3480900,382.1587
2016-09-22,406.9,413.5,405.95,412.4,3285200,390.2978
2016-09-23,413.3,423,412.25,418.4,3516600,395.9762
2016-09-26,419,430,413.5,428.95,4232600,405.9608
2016-09-27,433,434.8,422.2,425.1,3540800,402.3171
2016-09-28,428.05,432.35,423.8,427.4,2527900,404.4938
2016-09-29,427.05,431.45,409.6,414.7,4731700,392.4745
2016-09-30,415,427.7,410,423.95,2359700,401.2288
2016-10-03,425.8,434.5,425.8,432.5,2126800,409.3205
2016-10-04,435,438.75,430.65,434.3,2374800,411.024
2016-10-05,431.55,437.35,425.15,435.1,2663000,411.7812
2016-10-06,437.5,460,436.1,451.55,5474100,427.3495
2016-10-07,457.8,462.9,440.2,443.65,4212500,419.8729
2016-10-10,447.9,449.95,435.35,438.15,2277200,414.6677
2016-10-11,438.15,438.15,438.15,438.15,0,414.6677
2016-10-12,438.15,438.15,438.15,438.15,0,414.6677
2016-10-13,438.15,448.5,421.5,430.55,3713100,407.475
2016-10-14,434,441.55,428.55,438.25,2821000,414.7624
2016-10-17,443,445.45,432.4,436.95,2849700,413.532
2016-10-18,441.9,441.9,432.75,439.4,2221700,415.8507
2016-10-19,442.4,447.45,434.2,445.4,3242800,421.5292
2016-10-20,448.95,448.95,440.1,443.65,2425400,419.8729
2016-10-21,443.9,451.35,442.85,449.6,2235200,425.5041
2016-10-24,452.5,458.45,447.55,457.2,2339100,432.6968
2016-10-25,457,464,451.55,463,2516600,438.1859
2016-10-26,461.8,463.55,455.55,459.15,1975000,434.5422
2016-10-27,458.3,461.55,447.2,453.2,2520900,428.9111
2016-10-28,454,471.45,452,466.4,2068400,441.4037
2016-10-31,466.4,466.4,466.4,466.4,0,441.4037
2016-11-01,470,470.7,461.5,464.85,2447600,439.9368
2016-11-02,459,460.5,450.8,453,1415500,428.7218
2016-11-03,457.35,459.4,435.35,437.25,2397100,413.8159
2016-11-04,438,442.4,421.65,435.15,2570200,411.8285
2016-11-07,443,453.95,443,444.95,2244500,421.1033
2016-11-08,447,452.25,445,451,1920800,426.829
2016-11-09,416,451,411,450.05,5142600,425.9299
2016-11-10,455,466.95,451,462.6,3822400,437.8073
2016-11-11,450.5,457.5,439.6,448.8,4924900,424.7469
2016-11-14,448.8,448.8,448.8,448.8,0,424.7469
2016-11-15,448.8,457.8,403.95,444.25,14224200,420.4408
2016-11-16,448,458.4,442.35,443.95,5275300,420.1569
2016-11-17,447.25,453.95,440.55,443.55,4450400,419.7783
2016-11-18,445.8,463.35,444.05,460.2,5815100,435.536
2016-11-21,462.25,465.55,436.55,441.95,4374800,418.2641
2016-11-22,446,454.65,442.55,451.1,4165800,426.9237
2016-11-23,451,457,443.85,454.15,3805300,429.8102
2016-11-24,450.65,456.7,440.5,452.15,6836300,427.9174
2016-11-25,454,465,452.55,462.05,2673400,437.2868
2016-11-28,463.5,483.4,462.6,480.8,5936800,455.0319
2016-11-29,481.1,486.4,470.3,475.35,6309900,449.874
2016-11-30,478,479.1,465.5,471.2,44957800,445.9464
2016-12-01,461.1,465.25,442.15,447,6820300,423.0434
2016-12-02,442,444.9,431.2,436.15,4863600,412.7749
2016-12-05,434.2,440.5,427,432.05,3099000,408.8946
2016-12-06,434.95,443.35,433.7,438.3,3111000,414.8097
2016-12-07,441.6,449.9,440,447.85,3735400,423.8479
2016-12-08,453.85,455,447.3,453.25,1778800,428.9584
2016-12-09,456.6,460.6,442.55,454.3,4005700,429.9522
2016-12-12,448.2,448.9,431.4,433.55,3711100,410.3142
2016-12-13,435.6,440.95,432.75,439.65,2070700,416.0873
2016-12-14,441.2,443.85,433,434,2161100,410.7401
2016-12-15,433.95,441.55,418.75,427,5533800,404.1153
2016-12-16,422.1,428.25,417.7,425.9,4267200,403.0742
2016-12-19,429.5,434.05,422.5,424.5,3891900,401.7493
2016-12-20,425,428.1,419.6,422.45,2375000,399.8092
2016-12-21,422.8,425.5,416.45,421.95,2365800,399.336
2016-12-22,422.8,423.4,415.1,418.05,1484800,395.6449
2016-12-23,417.6,424.75,416.4,420.55,1788200,398.011
2016-12-26,420,421.1,410,413.3,2125900,391.1495
2016-12-27,413.6,425.85,412.6,424.45,1978200,401.702
2016-12-28,425,431.9,418.05,419.55,3288000,397.0646
2016-12-29,420,433.55,419.6,429.5,5027500,406.4813
2016-12-30,431.55,443.2,427.85,441.3,2911000,417.6489
2017-01-02,443.95,452.65,441.75,450,2857800,425.8826
2017-01-03,450,468.45,450,464.3,4036300,439.4162
2017-01-04,462.5,467.8,451.45,460.95,2943200,436.2458
2017-01-05,460.75,474.45,460,472.95,2485400,447.6026
2017-01-06,470,476.95,463.6,466.7,1822900,441.6876
2017-01-09,466,467.95,456.25,463,1695600,438.1859
2017-01-10,470.1,482,470.1,479.25,3376700,453.565
2017-01-11,482,494,477,490.7,2563200,464.4014
2017-01-12,490.1,499.1,485.5,494.15,2431200,467.6664
2017-01-13,497,497.4,481.75,488.9,2154000,462.6978
2017-01-16,493.2,493.75,486,489.55,1854800,463.313
2017-01-17,489.55,491.95,478.7,482.35,2278500,456.4989
2017-01-18,482.65,489.2,479.4,488,1491300,461.846
2017-01-19,490.65,498,490.65,495.05,2172300,468.5182
2017-01-20,494.5,497.5,489.2,492.75,1733200,466.3415
2017-01-23,492.1,513.3,490.1,511.9,3004600,484.4651
2017-01-24,512,521.6,511.1,517.95,2749500,490.1909
2017-01-25,517.8,547.75,513.5,544.45,7962100,515.2707
2017-01-26,544.45,544.45,544.45,544.45,0,515.2707
2017-01-27,542.55,550.5,532.4,535.1,2513100,506.4217
2017-01-30,534.8,537.5,525.45,528.1,1606700,499.7969
2017-01-31,527.9,537.45,515.65,521.35,2799900,493.4087
2017-02-01,522.9,543,520.5,538.85,2434000,509.9708
2017-02-02,539.9,555,539.9,552.05,2597000,522.4633
2017-02-03,550.9,551.8,539.7,543.85,1988200,514.7028
2017-02-06,547,554.5,545.7,551.2,1768400,521.6589
2017-02-07,551.35,569.8,549.05,559.15,3455400,529.1828
2017-02-08,561.4,583,560,573.15,3208200,542.4325
2017-02-09,575.9,582,572.4,576.9,2261000,545.9815
2017-02-10,577.9,578.25,562.75,571.65,2776100,541.0129
2017-02-13,573.9,581.95,569.1,578.3,1891900,547.3065
2017-02-14,580,580,540.4,546.15,6198400,516.8796
2017-02-15,546,549.75,519.25,525.15,5945000,497.005
2017-02-16,528,536.45,521,530.2,3388800,501.7844
2017-02-17,535,545.45,527.75,543,2630100,513.8984
2017-02-20,546.15,558.75,542.55,557.2,2303500,527.3373
2017-02-21,559,569.55,557.55,562.4,2614700,532.2587
2017-02-22,565,568.4,550.4,553.8,2708800,524.1195
2017-02-23,555,573.5,554,571,5320500,540.3977
2017-02-24,571,571,571,571,0,540.3977
2017-02-27,571,575,556.2,559.7,3169000,529.7034
2017-02-28,560.75,561,530.6,537.75,8487500,508.9297
2017-03-01,520.7,526.5,509.1,518.55,7078800,512.1892
2017-03-02,524,526.95,504.75,507.55,5937700,501.3242
2017-03-03,509.85,524.4,501.05,523.2,5698400,516.7822
2017-03-06,525.2,527.95,513.5,520.4,2930000,514.0166
2017-03-07,521,529.35,519.2,527.8,3233000,521.3258
2017-03-08,526.95,531,512.5,515.05,2840600,508.7322
2017-03-09,520.1,523.55,514.35,515.7,2982300,509.3742
2017-03-10,520,520,508.9,513.05,2980900,506.7567
2017-03-13,513.05,513.05,513.05,513.05,0,506.7567
2017-03-14,521.45,526.85,515.55,518.95,2785200,512.5844
2017-03-15,519.95,522.5,512.9,515.4,2779300,509.0779
2017-03-16,518.25,522.5,513.6,520.3,4109500,513.9178
2017-03-17,522,522.55,510.55,513.35,5928100,507.053
2017-03-20,515.9,515.9,510,511.35,3418000,505.0776
2017-03-21,512.9,515,504,505.2,2807300,499.003
2017-03-22,500.9,514,498.6,510.95,3626100,504.6825
2017-03-23,520.2,526.85,517.55,521.75,6287300,515.35
2017-03-24,517.8,519.25,513.25,518.1,2617000,518.1
2017-03-27,518.95,522,515.4,518.3,1559700,518.3
2017-03-28,518,522,515.75,518.6,1196200,518.6
2017-03-29,518.7,523.35,516.7,519.75,1678400,519.75
2017-03-30,518.75,521.7,514,517.3,4689400,517.3
2017-03-31,520,529.35,517.5,525.65,2710700,525.65
2017-04-03,523.9,525.65,516.5,518.6,1235700,518.6
2017-04-04,518.6,518.6,518.6,518.6,0,518.6
2017-04-05,520.2,525,515.5,523.35,2416400,523.35
2017-04-06,519,526.65,518.1,524.55,1485300,524.55
2017-04-07,523,541.8,521.6,535.8,4305700,535.8
2017-04-10,539.8,546.8,538,542.2,3314300,542.2
2017-04-11,544,545.35,537.45,538.5,1561700,538.5
2017-04-12,539.05,546.4,522.55,542.45,2753700,542.45
2017-04-13,543.4,563.95,537.85,559.2,3935500,559.2
2017-04-14,559.2,559.2,559.2,559.2,0,559.2
2017-04-17,565.85,566.7,553.5,556.85,1847100,556.85
2017-04-18,562.15,565.95,550.25,553.3,2773200,553.3
2017-04-19,549.2,558.6,542.95,553.9,2788700,553.9
2017-04-20,557.8,558.6,550,553.45,2014800,553.45
2017-04-21,555,559.5,552.5,557.1,1825600,557.1
