"Date","JINDALSTEL.NS.Open","JINDALSTEL.NS.High","JINDALSTEL.NS.Low","JINDALSTEL.NS.Close","JINDALSTEL.NS.Volume","JINDALSTEL.NS.Adjusted"
2016-09-07,83.25,85.75,82.8,85.2,9411400,85.2
2016-09-08,85.5,87.4,85.45,86.65,9740000,86.65
2016-09-09,83.9,88,81.5,84.9,20158400,84.9
2016-09-12,82.6,82.9,80.3,81,10724800,81
2016-09-13,81,81,81,81,0,81
2016-09-14,81.2,82.15,80.3,81.6,9042400,81.6
2016-09-15,83,85.4,82,83.2,17377600,83.2
2016-09-16,84,84.5,81.2,81.5,8224800,81.5
2016-09-19,81.95,82.9,81.35,81.75,5488300,81.75
2016-09-20,81.8,83.35,81.05,81.75,8176600,81.75
2016-09-21,82.15,82.65,80.6,80.85,8143300,80.85
2016-09-22,82.05,82.7,81.15,82.2,7504200,82.2
2016-09-23,82.35,84.45,81.3,82.25,12556700,82.25
2016-09-26,82,83.4,81.2,81.5,5609400,81.5
2016-09-27,82.2,82.4,80,80.4,5214700,80.4
2016-09-28,81.05,82.2,80.55,81.5,7223300,81.5
2016-09-29,82.5,82.5,73.35,74.65,16479800,74.65
2016-09-30,75,76.65,74.5,75.95,7949500,75.95
2016-10-03,77,79,76.6,78.65,6011000,78.65
2016-10-04,79.15,84.5,78.95,83.1,23414100,83.1
2016-10-05,84.1,85.95,83.05,83.5,19243800,83.5
2016-10-06,81.4,82.45,78.3,79.15,18200500,79.15
2016-10-07,79.3,80.6,78.6,80.2,8144700,80.2
2016-10-10,80.9,81.4,77.45,79.4,7308600,79.4
2016-10-11,79.4,79.4,79.4,79.4,0,79.4
2016-10-12,79.4,79.4,79.4,79.4,0,79.4
2016-10-13,78.7,80.9,76,77.8,11098600,77.8
2016-10-14,77.8,78.6,75.7,76.55,6799700,76.55
2016-10-17,76.8,77.3,75.2,75.8,5644500,75.8
2016-10-18,76.4,77.9,76,76.75,5249200,76.75
2016-10-19,77.2,77.5,75.75,76.1,5019500,76.1
2016-10-20,76.65,78.9,76.35,76.95,7365700,76.95
2016-10-21,77.45,77.45,75.65,76.15,4208800,76.15
2016-10-24,76.55,77.8,76.4,76.95,5483200,76.95
2016-10-25,78,78.8,76.35,76.8,8460200,76.8
2016-10-26,76.4,78,76.2,76.85,11847300,76.85
2016-10-27,76.35,77.3,74,76.25,9337400,76.25
2016-10-28,76,76.95,75,75.25,6708700,75.25
2016-10-31,75.25,75.25,75.25,75.25,0,75.25
2016-11-01,75.95,78.9,75.5,77.65,11483400,77.65
2016-11-02,76.45,76.45,74.15,74.75,6735200,74.75
2016-11-03,75.4,76.5,72.25,73.2,9086300,73.2
2016-11-04,72.9,73.15,68.4,68.85,9500800,68.85
2016-11-07,69.55,71.7,69.55,70.9,6277600,70.9
2016-11-08,71.6,72.65,70.4,72.2,6076100,72.2
2016-11-09,66,70.7,62,70.05,11873200,70.05
2016-11-10,72.4,78,71.55,76.35,16254400,76.35
2016-11-11,74.1,77.8,73.45,74.9,10319300,74.9
2016-11-14,74.9,74.9,74.9,74.9,0,74.9
2016-11-15,75.25,75.25,69.75,70.55,7380300,70.55
2016-11-16,71.8,72.35,67.5,67.9,8341200,67.9
2016-11-17,68.5,69.35,67.2,67.95,7999600,67.95
2016-11-18,68.05,68.1,66.1,67.55,4991100,67.55
2016-11-21,68.65,68.8,64.3,65,6908200,65
2016-11-22,65.45,67.6,65,66.95,5735000,66.95
2016-11-23,67.6,67.7,66.3,67.05,3999800,67.05
2016-11-24,66.6,66.6,64.1,64.7,6843400,64.7
2016-11-25,65.15,67.2,64.95,66.65,5054500,66.65
2016-11-28,66.3,72.15,66.1,70.9,11335400,70.9
2016-11-29,70.8,72.4,69.55,70.55,5489200,70.55
2016-11-30,71,71.3,69.95,70.6,5925000,70.6
2016-12-01,70.8,71.3,67.3,68.2,4685100,68.2
2016-12-02,67.1,69.45,67,67.4,5282600,67.4
2016-12-05,68.15,69.2,67.7,68.65,5949300,68.65
2016-12-06,69,71.7,68.3,70.9,7323300,70.9
2016-12-07,71.4,72.35,69.75,71.25,5024000,71.25
2016-12-08,72.55,75.5,72.3,73.1,11229800,73.1
2016-12-09,71.9,75.65,71.05,74.2,14764800,74.2
2016-12-12,73.95,75.15,72.65,73.5,5175000,73.5
2016-12-13,74.1,76.7,73,76.3,9379400,76.3
2016-12-14,77,77.2,75.35,75.85,5434900,75.85
2016-12-15,74.9,76.95,73.5,73.95,6006400,73.95
2016-12-16,74.5,74.7,72.7,73.1,4224500,73.1
2016-12-19,73.35,74.7,72.75,73.3,3602900,73.3
2016-12-20,73.7,74.15,71.15,71.95,3250900,71.95
2016-12-21,72.85,73,71.6,71.75,3678700,71.75
2016-12-22,71.9,72.25,67.6,68.8,7469800,68.8
2016-12-23,68,68.9,67,68.1,4992200,68.1
2016-12-26,67.95,68,64.9,65.3,4976400,65.3
2016-12-27,65.35,67.05,64.9,66.35,5387300,66.35
2016-12-28,67,69.25,67,67.85,8768900,67.85
2016-12-29,68.1,69.8,68,69.55,5029600,69.55
2016-12-30,69.7,70.9,68.6,69.2,5947600,69.2
2017-01-02,69.8,70.8,68.85,70.35,4895200,70.35
2017-01-03,70.2,71.45,69.85,70.4,4251900,70.4
2017-01-04,70.7,71.8,70.2,71.2,3841700,71.2
2017-01-05,72.3,76.45,71.5,75.5,11807100,75.5
2017-01-06,75.9,77.2,73.2,73.55,12215700,73.55
2017-01-09,74.15,74.6,73,74.25,3467100,74.25
2017-01-10,74.6,75.5,74,74.8,4120500,74.8
2017-01-11,75.2,85.7,74.8,81.95,39447500,81.95
2017-01-12,81.8,82.5,78.75,80.65,14493300,80.65
2017-01-13,80.7,81.45,77.5,78.45,10195000,78.45
2017-01-16,78.5,81.8,77.1,78.9,9944100,78.9
2017-01-17,79,79.85,77.2,77.5,5546900,77.5
2017-01-18,77.95,81.8,77.85,80.2,15330400,80.2
2017-01-19,80.25,80.7,79.2,80,4958000,80
2017-01-20,79.2,80.6,76.3,77.15,7578800,77.15
2017-01-23,77.35,79.4,77.2,78.9,6616700,78.9
2017-01-24,79,81.5,78.95,81.05,8334000,81.05
2017-01-25,81.7,82.7,80.1,82.2,11146300,82.2
2017-01-26,82.2,82.2,82.2,82.2,0,82.2
2017-01-27,82.5,83.9,75.4,79.3,22846900,79.3
2017-01-30,79.4,83.6,79.05,81.7,14872600,81.7
2017-01-31,81,82.4,79.7,80,7810200,80
2017-02-01,80.2,84.2,78.55,83.4,13431000,83.4
2017-02-02,83.5,87.2,81,86,16549900,86
2017-02-03,86.1,93.25,86.05,91.3,39982900,91.3
2017-02-06,93.1,94.25,90.1,90.85,14878700,90.85
2017-02-07,91,96.25,89,89.8,39125500,89.8
2017-02-08,90.4,92.45,89.3,91.6,9792600,91.6
2017-02-09,92.25,93.4,90.2,91.85,12336100,91.85
2017-02-10,92.35,92.7,90.2,91,5076000,91
2017-02-13,91.55,92.4,85.5,88.5,10591100,88.5
2017-02-14,88.7,89.5,87.1,88.1,5183800,88.1
2017-02-15,89,93.75,88.2,89.75,28033900,89.75
2017-02-16,90.45,94.7,90.45,92.55,21297400,92.55
2017-02-17,93.05,94.5,92,93,11452300,93
2017-02-20,93.45,102.7,93,100.15,55711300,100.15
2017-02-21,101,110.15,101,109.4,58706700,109.4
2017-02-22,109.6,111.5,103.2,110.25,39187700,110.25
2017-02-23,110.25,117.9,107,116.6,49390500,116.6
2017-02-24,116.6,116.6,116.6,116.6,0,116.6
2017-02-27,115.95,125.5,114.35,124.7,52265700,124.7
2017-02-28,126.5,129.55,124.8,125.45,41787600,125.45
2017-03-01,125.5,127.35,123.8,126.25,19000200,126.25
2017-03-02,127.45,128.5,124.05,125.05,16033600,125.05
2017-03-03,124.9,128.25,122.65,126.4,11527000,126.4
2017-03-06,128.89999,129.7,124.7,125.95,13014400,125.95
2017-03-07,127.1,127.85,124.3,124.8,7491400,124.8
2017-03-08,125,125.4,119.3,122.3,13736100,122.3
2017-03-09,121.8,125.65,114,118.25,40098000,118.25
2017-03-10,120.9,127.25,120.5,125.5,40470700,125.5
2017-03-13,125.5,125.5,125.5,125.5,0,125.5
2017-03-14,129.5,129.7,124.2,124.85,14230700,124.85
2017-03-15,124.9,125.8,122.5,122.95,7439700,122.95
2017-03-16,125.5,130.60001,124,128.35001,21880400,128.35001
2017-03-17,129,132,127.25,129.95,21304700,129.95
2017-03-20,130.89999,131,126.1,128.39999,11562200,128.39999
2017-03-21,129.25,129.39999,126.6,127.8,7351200,127.8
2017-03-22,125.8,126.95,124.1,124.75,6987200,124.75
2017-03-23,125.5,126.4,124.2,125.5,4514900,125.5
2017-03-24,125.7,126.9,119.05,119.75,17408100,119.75
2017-03-27,121,121.85,114.75,116.5,12043700,116.5
2017-03-28,117.9,121.45,117.5,120.3,10877000,120.3
2017-03-29,120.3,121.25,117.35,118.55,6982400,118.55
2017-03-30,119.2,119.85,117.2,119,9221100,119
2017-03-31,121,123.95,120.2,121,15018900,121
2017-04-03,121.8,124,121.2,123.25,7525200,123.25
2017-04-04,123.25,123.25,123.25,123.25,0,123.25
2017-04-05,123.75,125.25,123.5,124.5,7659700,124.5
2017-04-06,125,133.89999,125,132.75,29822100,132.75
2017-04-07,133,135.25,128.45,129,24788600,129
2017-04-10,128.89999,129.75,125.85,127.95,10420300,127.95
2017-04-11,128.14999,129.14999,126.2,127.5,5341400,127.5
2017-04-12,127.9,128.35001,123.4,126.9,7445700,126.9
2017-04-13,125.1,125.95,121.2,122.15,9841900,122.15
2017-04-14,122.15,122.15,122.15,122.15,0,122.15
2017-04-17,122.7,123.75,120,121.1,6987300,121.1
2017-04-18,122.15,126.35,117.6,118.55,11421200,118.55
2017-04-19,119.35,119.7,109.5,112.55,25848400,112.55
2017-04-20,111.75,113.35,109,111.05,12863600,111.05
2017-04-21,112.5,114.25,111.6,112,8834400,112
