"Date","BHEL.NS.Open","BHEL.NS.High","BHEL.NS.Low","BHEL.NS.Close","BHEL.NS.Volume","BHEL.NS.Adjusted"
2016-09-27,143.7,143.95,140.5,141.15,5911200,140.422
2016-09-28,141.95,144.7,140.8,143.9,5655800,143.158
2016-09-29,144.8,145.3,129.6,133,17649200,132.314
2016-09-30,133,135.35,131.9,134.7,7896300,134.005
2016-10-03,136.6,137.9,135.3,137.2,5971200,136.493
2016-10-04,139,139.1,136.7,138,4890000,137.288
2016-10-05,138.3,138.9,135.7,136.8,5046300,136.095
2016-10-06,137.65,140,135.8,136.1,9079700,135.398
2016-10-07,136.2,136.4,134.5,135.2,5229800,134.503
2016-10-10,136.2,136.6,134.25,134.95,3726300,134.254
2016-10-11,134.95,134.95,134.95,134.95,0,134.254
2016-10-12,134.95,134.95,134.95,134.95,0,134.254
2016-10-13,134.8,134.9,131.35,132.45,6260300,131.767
2016-10-14,133,133.95,132.15,132.9,4047100,132.215
2016-10-17,133.2,133.9,129.8,131.7,5174100,131.021
2016-10-18,132.8,137,132.4,136.2,7898200,135.498
2016-10-19,139.1,143.65,139.1,141.25,18683600,140.522
2016-10-20,142.25,142.9,140.75,142.15,5790900,141.417
2016-10-21,142,142.65,140.35,141.7,4626600,140.969
2016-10-24,142.4,142.7,141,141.25,3387500,140.522
2016-10-25,141.4,142.3,138.65,140.1,3889500,139.378
2016-10-26,139.75,141.8,138.75,139.3,4901500,138.582
2016-10-27,139,139.2,136.15,138.25,4595400,137.537
2016-10-28,138.5,139.95,138.1,138.95,4573100,138.234
2016-10-31,138.95,138.95,138.95,138.95,0,138.234
2016-11-01,140,143.5,138.6,141.55,7068500,140.82
2016-11-02,139.75,139.9,136.65,137,5166800,136.294
2016-11-03,137.2,140.1,137,137.65,3726400,136.94
2016-11-04,138.35,138.9,133.65,134.7,5276600,134.005
2016-11-07,136.3,140.45,136.2,139.05,6543900,138.333
2016-11-08,141,146.8,140.55,143.2,23554000,142.462
2016-11-09,131,140.45,128.9,138.6,15564800,137.885
2016-11-10,141.8,143.8,139.1,140.65,9071200,139.925
2016-11-11,139.75,142.8,134.5,136.15,11877500,135.448
2016-11-14,136.15,136.15,136.15,136.15,0,135.448
2016-11-15,136.15,138.15,132.1,133.75,6199000,133.06
2016-11-16,136,136.6,131.05,131.75,4980400,131.071
2016-11-17,134,135.55,131.6,133.3,8308100,132.613
2016-11-18,133.9,135.5,132.75,134.3,3343400,133.608
2016-11-21,135,135.25,126.35,128.9,8053100,128.235
2016-11-22,130.3,130.35,123.6,124.4,12473900,123.759
2016-11-23,125.2,126.35,122.5,125.1,8953000,124.455
2016-11-24,124.9,125.75,123.45,124.4,8297500,123.759
2016-11-25,125.1,127.5,124.7,126.75,4798900,126.096
2016-11-28,126.8,129,126.2,127.6,4133300,126.942
2016-11-29,128.75,130.45,127.95,129.2,4680700,128.534
2016-11-30,129.95,131.45,129.1,130.15,5803700,129.479
2016-12-01,130.6,131.2,128.15,128.75,2867200,128.086
2016-12-02,128.5,129.2,126.25,126.9,3167900,126.246
2016-12-05,126.7,129.35,125.6,128.65,3681000,127.987
2016-12-06,128.8,129.5,127.5,128.1,3655900,127.439
2016-12-07,128.9,129.2,126.4,127.6,3802900,126.942
2016-12-08,128.6,130,128.2,128.7,3469400,128.036
2016-12-09,129.65,130.45,128.5,129.05,3909000,128.385
2016-12-12,128.7,128.7,125.95,127.5,3537900,126.843
2016-12-13,127.05,127.2,125.15,125.45,3394900,124.803
2016-12-14,125.75,126.65,124.8,125.25,2874500,124.604
2016-12-15,124,126.7,123.9,125.35,2916900,124.704
2016-12-16,125.7,125.85,122.5,122.8,5392000,122.167
2016-12-19,123,123.4,121.05,121.55,4867900,120.923
2016-12-20,122,122.5,120.65,120.9,2626100,120.277
2016-12-21,121.2,122.2,120.55,120.8,2447400,120.177
2016-12-22,120.5,120.9,118.2,119,3640200,118.386
2016-12-23,118.85,120.75,118.55,119,3385100,118.386
2016-12-26,119,119.15,116.55,117.2,2984100,116.596
2016-12-27,117.3,119.7,116.1,119.25,2516600,118.635
2016-12-28,119.9,121.2,119.1,119.35,2472700,118.735
2016-12-29,119.05,120.4,118.4,118.75,4847400,118.138
2016-12-30,119.5,121.6,119,121.2,5018400,120.575
2017-01-02,121.2,123.3,120.7,122.5,3236600,121.868
2017-01-03,122.75,126.25,122.6,124.8,5189500,124.156
2017-01-04,125.05,127.95,125.05,127.1,6436100,126.445
2017-01-05,127.25,128.55,126.15,127.95,4042900,127.29
2017-01-06,127.4,128.5,126.1,126.4,4221100,125.748
2017-01-09,127,128.45,126,127.6,2883200,126.942
2017-01-10,127.7,129.2,127.7,128.25,2587900,127.589
2017-01-11,128.7,129.8,128.2,128.65,4304500,127.987
2017-01-12,129,129,126.15,127.95,5194700,127.29
2017-01-13,130.15,130.35,128,128.75,6075500,128.086
2017-01-16,129,129.15,127.75,128.5,2887400,127.837
2017-01-17,129,129.5,127.6,127.95,1995400,127.29
2017-01-18,128.55,134.1,128.25,132.4,11996200,131.717
2017-01-19,133.4,134.55,131.65,132.4,6071900,131.717
2017-01-20,131.8,132.95,128.5,129.05,3274100,128.385
2017-01-23,128.9,129.65,127,128.3,4019400,127.638
2017-01-24,128.7,132.4,128.7,131.75,7770900,131.071
2017-01-25,132.45,133,129.85,131.9,7756000,131.22
2017-01-26,131.9,131.9,131.9,131.9,0,131.22
2017-01-27,132.75,142.2,132.75,139.6,16301200,138.88
2017-01-30,139,139.8,137.45,138,4207900,137.288
2017-01-31,138,141.1,136.2,137.05,6697700,136.343
2017-02-01,137.7,140.7,135.7,139.9,8356700,139.179
2017-02-02,140.05,141,137.7,139,5345100,138.283
2017-02-03,140,142.95,139.5,142.7,7444600,141.964
2017-02-06,143.95,145.6,142.2,144.05,8314900,143.307
2017-02-07,145.2,155,140.3,152.1,45093100,151.316
2017-02-08,151.4,157.15,150,156.25,25137000,155.444
2017-02-09,156.3,158.85,152.7,157.2,12610800,156.389
2017-02-10,157.6,159.6,156.35,158,8535700,157.185
2017-02-13,158,158,152.1,155.15,4853900,154.35
2017-02-14,154.9,157.95,153.7,157.4,5628600,157.4
2017-02-15,157,157,151.25,152.1,5433500,152.1
2017-02-16,152,154.05,148.65,153.35,5689800,153.35
2017-02-17,150,154.4,149.55,153.35,6882800,153.35
2017-02-20,153,154.85,152.1,153.45,3444100,153.45
2017-02-21,154,156.7,153.1,154.6,3398400,154.6
2017-02-22,155.9,157.9,153.9,154.3,6055100,154.3
2017-02-23,154.25,155.75,152.5,153.45,9309700,153.45
2017-02-24,153.45,153.45,153.45,153.45,0,153.45
2017-02-27,153,154.9,151.85,152.8,2713200,152.8
2017-02-28,152.3,163.8,152.3,162.45,11035400,162.45
2017-03-01,163,164.3,159.6,160.25,7971400,160.25
2017-03-02,162,164.25,157.65,158.2,6401100,158.2
2017-03-03,156.95,160.4,155.8,158.15,6016300,158.15
2017-03-06,158.65,162.2,158.5,161.05,4805900,161.05
2017-03-07,162,164.35,159.45,160.15,7063200,160.15
2017-03-08,160,160.75,157,158.25,3101800,158.25
2017-03-09,157.05,159.65,156.4,157.5,2786800,157.5
2017-03-10,158.95,160.4,157.05,158.1,3360700,158.1
2017-03-13,158.1,158.1,158.1,158.1,0,158.1
2017-03-14,162.95,164.5,160.1,161.35,7921100,161.35
2017-03-15,162,167.85,161.4,166.9,10664800,166.9
2017-03-16,167.85,169.4,167.4,168.85,5652600,168.85
2017-03-17,169.9,171.75,166,168.65,8965400,168.65
2017-03-20,168.6,171.65,167.75,170.9,5754400,170.9
2017-03-21,171.5,172.1,168.3,168.95,5022900,168.95
2017-03-22,167.25,167.55,164.65,165.85,4539800,165.85
2017-03-23,166.5,168.85,164.8,167.95,4439300,167.95
2017-03-24,168,169.75,166.55,167.05,3308400,167.05
2017-03-27,167.05,169.3,165.65,168,5637700,168
2017-03-28,167.85,169.9,167.65,168.55,3332300,168.55
2017-03-29,168.7,170.45,167,167.85,4372500,167.85
2017-03-30,168.2,168.65,163.8,164.45,15364400,164.45
2017-03-31,164,165.95,162.4,162.85,4660300,162.85
2017-04-03,163.5,167.8,163.25,166.95,3939500,166.95
2017-04-04,166.95,166.95,166.95,166.95,0,166.95
2017-04-05,167.55,171.9,165.5,171.25,5538100,171.25
2017-04-06,171.15,179.95,170.6,179.1,17938300,179.1
2017-04-07,178.95,180.8,174.1,174.8,8077700,174.8
2017-04-10,174.9,177.65,173.55,174.7,4968600,174.7
2017-04-11,174.4,178.4,174.05,176.45,4495900,176.45
2017-04-12,176.45,177.75,172.05,174.9,3514200,174.9
2017-04-13,174.9,176.7,172.7,173.3,3284600,173.3
2017-04-14,173.3,173.3,173.3,173.3,0,173.3
2017-04-17,172.85,174.8,172.1,172.7,2318900,172.7
2017-04-18,173.9,178.25,169.2,169.75,7455500,169.75
2017-04-19,171,174.8,167.6,174.05,4931400,174.05
2017-04-20,174.5,176.9,173.6,174.4,3455400,174.4
2017-04-21,175.05,177.75,172.3,175.2,5024200,175.2
