"Date","TCS.NS.Open","TCS.NS.High","TCS.NS.Low","TCS.NS.Close","TCS.NS.Volume","TCS.NS.Adjusted"
2015-02-26,2679,2692.75,2625.35,2656.45,995900,2566.541
2015-02-27,2659.45,2675.75,2616.3,2662.35,1438600,2572.241
2015-03-02,2679.7,2708.95,2652.55,2669.4,1088000,2579.052
2015-03-03,2682,2790,2676.15,2776,1712100,2682.045
2015-03-04,2788,2812.1,2715.65,2746,1931400,2653.06
2015-03-05,2750,2770.7,2681.05,2696.45,1086700,2605.187
2015-03-06,2696.45,2696.45,2696.45,2696.45,0,2605.187
2015-03-09,2640,2679.8,2610,2646.8,1441500,2557.218
2015-03-10,2648.9,2678.25,2595.25,2642.7,1518500,2553.256
2015-03-11,2642,2659.95,2597.8,2606.55,1120100,2518.33
2015-03-12,2623.9,2624.9,2590.1,2619.05,913800,2530.407
2015-03-13,2638,2639.95,2575,2582.35,793400,2494.949
2015-03-16,2585.2,2610,2552,2562.3,778100,2475.577
2015-03-17,2582.5,2606.7,2557.75,2583.7,633600,2496.253
2015-03-18,2590.95,2599.45,2551.7,2559.35,627500,2472.727
2015-03-19,2576,2605.85,2568.1,2596.25,1224400,2508.378
2015-03-20,2596,2618,2578.85,2610.95,981900,2522.581
2015-03-23,2616,2631,2606,2617.15,783300,2528.571
2015-03-24,2630,2637,2582.1,2591.3,1197400,2503.596
2015-03-25,2591.4,2614,2545.2,2573.75,1112400,2486.64
2015-03-26,2553.3,2586.7,2501,2513.1,1545800,2428.043
2015-03-27,2531,2571.9,2504.1,2514.8,1375800,2429.685
2015-03-30,2525,2569.9,2520,2564.15,669500,2477.365
2015-03-31,2569.45,2569.45,2521,2553.95,1213500,2467.51
2015-04-01,2558,2563.6,2522.25,2542.65,1037800,2456.592
2015-04-02,2542.65,2542.65,2542.65,2542.65,0,2456.592
2015-04-03,2542.65,2542.65,2542.65,2542.65,0,2456.592
2015-04-06,2558,2562.9,2500.1,2547.3,784200,2461.085
2015-04-07,2562.45,2599,2544,2585,943400,2497.509
2015-04-08,2594,2656.5,2590.85,2641.4,826000,2552
2015-04-09,2659,2687.45,2635.15,2664.55,1272200,2574.367
2015-04-10,2648.5,2670.8,2628,2653.75,907700,2563.932
2015-04-13,2664,2665,2628,2655.5,654300,2565.623
2015-04-14,2655.5,2655.5,2655.5,2655.5,0,2565.623
2015-04-15,2654.7,2713.9,2609.4,2627.75,1456900,2538.812
2015-04-16,2626.95,2627,2571.35,2582.8,1608700,2495.384
2015-04-17,2557.1,2560,2470,2474.85,4834300,2391.087
2015-04-20,2480.05,2483.9,2424.85,2428.8,1445300,2346.596
2015-04-21,2428.8,2452,2401,2427.05,1273000,2344.905
2015-04-22,2431.5,2473,2407.55,2445.1,2093400,2362.344
2015-04-23,2472,2479.8,2431.7,2457.25,2171400,2374.083
2015-04-24,2455.3,2514,2447.55,2493.05,1812500,2408.671
2015-04-27,2499.5,2520,2486,2500.2,1366500,2415.579
2015-04-28,2510,2510,2455.1,2495,1544100,2410.555
2015-04-29,2484,2495,2451.05,2487.3,1009800,2403.116
2015-04-30,2480,2490,2427.1,2463.7,1869000,2380.315
2015-05-01,2463.7,2463.7,2463.7,2463.7,0,2380.315
2015-05-04,2491,2504.8,2457.2,2481.55,945300,2397.56
2015-05-05,2501,2536.45,2500,2517.85,1627500,2432.632
2015-05-06,2515,2515,2455.8,2463.05,1697200,2379.687
2015-05-07,2464.9,2553.75,2453.7,2545.25,1602500,2459.104
2015-05-08,2560,2588,2516.3,2527.25,1501800,2441.714
2015-05-11,2535,2563.05,2525,2556,1286500,2469.491
2015-05-12,2560,2565,2513,2522.9,1233600,2437.511
2015-05-13,2547,2547,2480.45,2515.4,931800,2430.265
2015-05-14,2520,2520,2485,2499.25,654500,2414.661
2015-05-15,2515,2532.4,2501,2511.15,730700,2426.159
2015-05-18,2514.1,2525.25,2497.1,2520.4,2253800,2435.095
2015-05-19,2519.4,2530,2496.75,2512.7,978800,2427.656
2015-05-20,2520,2569.9,2516.9,2557.05,948900,2470.505
2015-05-21,2557,2580,2548.15,2555.5,789700,2469.008
2015-05-22,2550,2628.75,2539.25,2617.9,1345800,2529.296
2015-05-25,2620,2636.9,2585.7,2601,491400,2512.968
2015-05-26,2605,2623.25,2588.9,2608.85,980800,2520.552
2015-05-27,2608,2633.15,2592,2615.25,810300,2526.735
2015-05-28,2603.9,2623,2582.25,2609.5,1381800,2521.18
2015-05-29,2617,2648.6,2597.25,2610.3,2211700,2521.953
2015-06-01,2609.45,2647.1,2608.35,2617.75,441100,2529.151
2015-06-02,2616,2630,2590.5,2599.9,1967900,2511.905
2015-06-03,2604,2625.6,2590.5,2610.9,902300,2522.532
2015-06-04,2617.1,2622.8,2588.5,2605.65,2065700,2517.46
2015-06-05,2592,2609,2570,2575.85,1154200,2511.805
2015-06-08,2590,2590,2561.65,2577.45,785100,2513.365
2015-06-09,2585,2590,2551,2561.65,1289400,2497.957
2015-06-10,2566,2610,2563.8,2600.75,1381600,2536.085
2015-06-11,2605.5,2613,2556.75,2571.3,923600,2507.368
2015-06-12,2571.9,2588.95,2476.8,2505.8,1285700,2443.496
2015-06-15,2505.3,2520.45,2481,2504.8,1262500,2442.521
2015-06-16,2500,2519.3,2494.45,2512,633600,2449.542
2015-06-17,2521,2529.15,2501.8,2513.8,987800,2451.297
2015-06-18,2515,2546.3,2508,2530.05,1082500,2467.143
2015-06-19,2535,2555,2527.1,2549.55,999800,2486.158
2015-06-22,2547,2600,2547,2591.5,551000,2527.065
2015-06-23,2600,2608,2567.2,2574.6,449100,2510.586
2015-06-24,2580,2587.9,2558.85,2570.3,585100,2506.393
2015-06-25,2562,2573,2544.15,2550,965400,2486.597
2015-06-26,2550.2,2596.35,2550.2,2592.8,645000,2528.333
2015-06-29,2572,2604,2543.4,2592.9,686300,2528.43
2015-06-30,2585,2588.75,2540,2550.95,774900,2487.524
2015-07-01,2563.9,2608,2556.75,2593.1,639800,2528.626
2015-07-02,2600,2602.95,2571.05,2577.75,722900,2513.657
2015-07-03,2573.05,2610,2570,2603.9,481700,2539.157
2015-07-06,2580.3,2645,2580.3,2633.3,591100,2567.826
2015-07-07,2632.75,2646.9,2603,2616.25,821400,2551.2
2015-07-08,2597.95,2621.7,2580.5,2595.1,1333900,2530.576
2015-07-09,2595,2598.25,2506.65,2522.5,1967000,2459.781
2015-07-10,2559,2559,2455,2474.35,4131800,2412.828
2015-07-13,2475.4,2518.6,2475.4,2509.55,1140100,2447.153
2015-07-14,2511,2515,2490,2499.5,851600,2437.353
2015-07-15,2501,2549.95,2500,2545.75,1001800,2482.453
2015-07-16,2543.7,2558.85,2526.6,2540.2,728300,2477.041
2015-07-17,2546.8,2570.1,2543.3,2564.4,535200,2500.639
2015-07-20,2564,2583.9,2551.9,2579.15,426800,2520.428
2015-07-21,2576,2600.35,2555.1,2561.4,637200,2503.082
2015-07-22,2561,2569,2521.05,2528.05,660300,2470.492
2015-07-23,2517.5,2537.85,2483,2488.6,748300,2431.94
2015-07-24,2497.5,2516.5,2492.1,2505.15,787400,2448.113
2015-07-27,2488,2505,2481.15,2497.05,1001800,2440.197
2015-07-28,2499.5,2519,2492.15,2502.05,945500,2445.083
2015-07-29,2511,2515.05,2483.5,2506.75,1206600,2449.676
2015-07-30,2516.05,2516.8,2472.8,2480.65,1385200,2424.171
2015-07-31,2489.9,2519,2487,2510.75,981800,2453.585
2015-08-03,2503.4,2525,2500.9,2509.6,589600,2452.462
2015-08-04,2510.4,2523,2486,2508.9,1171300,2451.777
2015-08-05,2520,2550,2511,2547.15,494400,2489.156
2015-08-06,2565,2583,2550.1,2573.3,1105600,2514.711
2015-08-07,2573,2573,2547,2552.05,594200,2493.945
2015-08-10,2572,2589,2556.6,2572.1,715500,2513.539
2015-08-11,2578,2610,2542.1,2604.2,1100100,2544.908
2015-08-12,2603.1,2691.4,2602,2671.7,1739800,2610.871
2015-08-13,2670,2684,2556,2635.6,703200,2575.593
2015-08-14,2638,2719.35,2637.1,2703.2,1146900,2641.654
2015-08-17,2690.1,2696.8,2655,2684.75,386800,2623.624
2015-08-18,2706.9,2749.9,2690,2740.9,958400,2678.495
2015-08-19,2750,2752.85,2721.9,2733.6,845000,2671.362
2015-08-20,2745,2745,2672,2686.85,1174600,2625.676
2015-08-21,2712,2729.9,2655.1,2676.15,1768000,2615.219
2015-08-24,2639,2645,2569.1,2578.65,2346100,2519.939
2015-08-25,2587.9,2622,2535.5,2567.15,1962900,2508.701
2015-08-26,2558.05,2639,2511.95,2576.75,1608000,2518.083
2015-08-27,2614.9,2614.9,2545.8,2574.65,2632300,2516.03
2015-08-28,2609,2609,2557.7,2570.85,1372000,2512.317
2015-08-31,2590,2590,2531.05,2564.05,1846000,2505.672
2015-09-01,2556,2611.2,2530,2537.4,1493800,2479.628
2015-09-02,2559.7,2620.45,2548,2591.8,1882900,2532.79
2015-09-03,2596.1,2615,2576.25,2605.6,1132500,2546.276
2015-09-04,2611.4,2614.9,2539.15,2547.45,1213100,2489.45
2015-09-07,2553,2559.95,2532.7,2539.75,879500,2481.925
2015-09-08,2545,2564.1,2523.5,2540.3,893800,2482.463
2015-09-09,2562.95,2574,2544,2549.75,1022500,2491.697
2015-09-10,2542,2578.5,2527,2545.4,1332900,2487.446
2015-09-11,2546.5,2568.4,2540.6,2552,796300,2493.896
2015-09-14,2565,2565,2543,2551.65,794600,2493.554
2015-09-15,2551.65,2558.9,2536,2537.25,689900,2479.482
2015-09-16,2555,2565,2541.05,2550.35,878400,2492.284
2015-09-17,2550.35,2550.35,2550.35,2550.35,0,2492.284
2015-09-18,2565,2586,2539,2551.25,1227600,2493.163
2015-09-21,2550,2557.1,2533.2,2551.05,554400,2492.968
2015-09-22,2557.5,2572.4,2490,2526.8,1040600,2469.27
2015-09-23,2534.3,2557.75,2512.6,2532.65,614100,2474.987
2015-09-24,2535.5,2590,2529.9,2580.4,1177100,2521.649
2015-09-25,2580.4,2580.4,2580.4,2580.4,0,2521.649
2015-09-28,2594,2619,2579.5,2593.7,1183400,2534.647
2015-09-29,2583.35,2634,2569.85,2588.25,1662900,2529.321
2015-09-30,2643.7,2643.7,2570.95,2588.05,1684100,2529.125
2015-10-01,2599,2649.95,2592.2,2644.6,1417200,2584.388
2015-10-02,2644.6,2644.6,2644.6,2644.6,0,2584.388
2015-10-05,2652.7,2770,2652.7,2711.65,2403600,2649.911
2015-10-06,2725,2726,2684,2700,1989700,2638.527
2015-10-07,2693.95,2717,2646.95,2653.95,1032700,2593.525
2015-10-08,2670,2678.35,2620,2633.8,1178700,2573.834
2015-10-09,2650.5,2650.6,2608,2629.65,1124800,2569.778
2015-10-12,2655,2660.35,2587,2592.6,1227900,2533.572
2015-10-13,2602.8,2612,2567.6,2598.55,3089800,2539.386
2015-10-14,2548,2548,2480,2483.7,4168500,2427.151
2015-10-15,2490,2503.5,2465,2467.75,1607800,2411.564
2015-10-16,2480.9,2492,2470,2472,1166900,2415.718
2015-10-19,2490,2494.95,2455.85,2488.75,1565300,2432.086
2015-10-20,2496.25,2530,2495.6,2526.75,1347500,2469.221
2015-10-21,2535,2542,2522.25,2530,964800,2477.791
2015-10-22,2530,2530,2530,2530,0,2477.791
2015-10-23,2548,2548,2527.3,2537.15,1167600,2484.793
2015-10-26,2549,2549,2515.1,2536.55,707300,2484.205
2015-10-27,2530.05,2544.9,2520.35,2531.1,765200,2478.868
2015-10-28,2510.05,2533.55,2510.05,2529.1,627600,2476.909
2015-10-29,2533.55,2535.4,2490.05,2495.35,1565100,2443.856
2015-10-30,2500,2511.9,2485,2495.2,758300,2443.709
2015-11-02,2500,2522.8,2487.55,2517.35,659600,2465.402
2015-11-03,2528,2547.8,2518.5,2543.45,682400,2490.963
2015-11-04,2545,2547.2,2520,2533.8,495700,2481.512
2015-11-05,2530.8,2534.95,2480,2482.65,798000,2431.418
2015-11-06,2492,2518.25,2483.45,2505.75,454000,2454.041
2015-11-09,2495,2502.75,2468.6,2471.35,1010700,2420.351
2015-11-10,2472.95,2477,2450,2458.15,680900,2407.423
2015-11-11,2458.15,2458.15,2458.15,2458.15,0,2407.423
2015-11-12,2458.15,2458.15,2458.15,2458.15,0,2407.423
2015-11-13,2438.05,2438.05,2386.55,2397.4,1371600,2347.927
2015-11-16,2390,2390,2356,2374.6,1021700,2325.598
2015-11-17,2380.5,2398.45,2375,2390.55,992500,2341.218
2015-11-18,2388.9,2388.9,2346,2351.45,760100,2302.925
2015-11-19,2365.35,2381.6,2352,2362.55,933400,2313.796
2015-11-20,2366.5,2423.55,2361.95,2398.35,1006000,2348.857
2015-11-23,2405.3,2413.4,2382.25,2391.05,544000,2341.708
2015-11-24,2380.05,2392.45,2365.5,2367.95,499300,2319.085
2015-11-25,2367.95,2367.95,2367.95,2367.95,0,2319.085
2015-11-26,2377.9,2382.4,2337.85,2345.55,1457600,2297.147
2015-11-27,2348,2359.45,2332.5,2353.35,868600,2304.786
2015-11-30,2365,2391.25,2350.15,2373.55,2050000,2324.569
2015-12-01,2362.9,2378.05,2357.05,2361.9,860900,2313.159
2015-12-02,2378,2378.1,2346.5,2365.2,820100,2316.391
2015-12-03,2360,2373,2347,2350.75,1141600,2302.24
2015-12-04,2340,2347.3,2321.1,2328.4,623000,2280.351
2015-12-07,2332.2,2343.9,2315.25,2319.8,691300,2271.928
2015-12-08,2319.4,2349,2317.3,2329,569900,2280.938
2015-12-09,2337.9,2372.8,2320,2367.65,2641400,2318.791
2015-12-10,2369,2391.2,2352,2384.55,861900,2335.342
2015-12-11,2383,2391.95,2363.25,2386,826100,2336.762
2015-12-14,2335.2,2387,2330.6,2378.45,1359200,2329.368
2015-12-15,2378.45,2385,2363.05,2375.85,567900,2326.822
2015-12-16,2384,2414.5,2384,2408.4,717900,2358.7
2015-12-17,2415,2445,2393.35,2439.75,809400,2389.403
2015-12-18,2420,2434.2,2400.65,2416.8,1512400,2366.927
2015-12-21,2419.95,2450,2406.85,2446.4,805000,2395.916
2015-12-22,2440,2440,2400,2405.05,780400,2355.419
2015-12-23,2415,2435,2410.55,2425.8,424900,2375.741
2015-12-24,2421,2438.2,2404,2434.25,421500,2384.016
2015-12-25,2434.25,2434.25,2434.25,2434.25,0,2384.016
2015-12-28,2428,2466.4,2420.2,2462.7,1852000,2411.879
2015-12-29,2458.35,2465.3,2445.75,2455.8,854200,2405.122
2015-12-30,2453.05,2459,2412.3,2418.3,802800,2368.396
2015-12-31,2415.75,2448.5,2407.5,2436.85,620100,2386.563
2016-01-01,2439,2439,2412.25,2416.4,356100,2366.535
2016-01-04,2410.15,2414,2366.05,2369.6,935000,2320.701
2016-01-05,2385,2386.6,2341,2348.95,1339000,2300.477
2016-01-06,2350.2,2386.15,2350.2,2381.6,1326600,2332.453
2016-01-07,2370,2382.9,2360,2371.25,1599700,2322.317
2016-01-08,2385,2407.35,2372.5,2397.6,953700,2348.123
2016-01-11,2382.5,2384,2348.85,2362.35,1465100,2313.6
2016-01-12,2362.7,2365,2301.6,2327.05,1741200,2279.029
2016-01-13,2317,2327,2255.1,2279.2,2373000,2232.166
2016-01-14,2273,2298.9,2250,2278.8,1371000,2231.774
2016-01-15,2288.85,2291.7,2255,2261.1,1634700,2214.44
2016-01-18,2262,2291.9,2260,2277.65,1106900,2230.648
2016-01-19,2277,2300,2268.3,2279.3,483900,2232.264
2016-01-20,2273.8,2285,2243,2280.1,807900,2233.048
2016-01-21,2285,2289.9,2245.75,2254.5,1337700,2213.315
2016-01-22,2273,2302.05,2260,2295.75,671500,2253.811
2016-01-25,2301.9,2339,2291.5,2304.65,698700,2262.548
2016-01-26,2304.65,2304.65,2304.65,2304.65,0,2262.548
2016-01-27,2302,2329.95,2281.9,2319.75,813400,2277.373
2016-01-28,2315.5,2348.9,2308.05,2331.2,1553300,2288.613
2016-01-29,2358.7,2400,2335.05,2391.3,1117800,2347.616
2016-02-01,2391.1,2412.95,2359,2402.7,747600,2358.807
2016-02-02,2409,2433,2379.7,2398.1,737700,2354.291
2016-02-03,2387.5,2429.9,2360.3,2416.3,654300,2372.159
2016-02-04,2421.9,2440,2402,2420.05,625000,2375.84
2016-02-05,2408.1,2439.95,2408.1,2421.95,701400,2377.706
2016-02-08,2400,2412.05,2347,2362.95,531800,2319.783
2016-02-09,2333.6,2333.6,2255.6,2281.4,1244800,2239.723
2016-02-10,2275,2289.9,2258.1,2268.8,945300,2227.353
2016-02-11,2280,2289,2171.65,2197.95,981200,2157.798
2016-02-12,2200,2243.4,2164,2226.6,1086200,2185.924
2016-02-15,2250,2306.85,2240,2269.15,1239800,2227.697
2016-02-16,2266,2282,2243,2265.55,794300,2224.163
2016-02-17,2265,2279.65,2246.4,2275.55,792500,2233.98
2016-02-18,2285,2319.75,2278,2315.85,764500,2273.544
2016-02-19,2307.35,2327,2305.45,2319.65,439500,2277.274
2016-02-22,2320.25,2343,2305,2315.9,662400,2273.593
2016-02-23,2310.25,2319.9,2256.75,2264,653400,2222.641
2016-02-24,2262.45,2262.45,2201.2,2210.95,829600,2170.56
2016-02-25,2219.8,2228,2185.65,2212.85,915200,2172.426
2016-02-26,2229.7,2256.9,2199.6,2210.5,768700,2170.118
2016-02-29,2237,2237,2115,2176.8,1095800,2137.034
2016-03-01,2193,2285.1,2162,2276.65,999800,2235.06
2016-03-02,2305,2330,2256.25,2318.85,763700,2276.489
2016-03-03,2336,2391,2301,2373.15,1324100,2329.797
2016-03-04,2380,2380,2349.55,2357.55,756400,2314.482
2016-03-07,2357.55,2357.55,2357.55,2357.55,0,2314.482
2016-03-08,2342.1,2367,2304.2,2354.3,634000,2311.292
2016-03-09,2341,2369.4,2295.15,2357.25,1008800,2314.188
2016-03-10,2356.05,2359.85,2314.95,2348.3,830800,2305.401
2016-03-11,2340,2390.85,2335,2365.25,765200,2322.041
2016-03-14,2362,2398,2340,2355,818300,2311.979
2016-03-15,2349.05,2363.5,2320.1,2329.9,811600,2287.337
2016-03-16,2315,2332,2306.9,2327.05,959100,2284.539
2016-03-17,2334,2361.8,2332,2352.05,1110500,2309.083
2016-03-18,2360,2430,2360,2425.85,1602000,2381.535
2016-03-21,2426,2454.95,2420,2446.25,1168400,2401.562
2016-03-22,2442,2485,2436.5,2473.1,975900,2427.921
2016-03-23,2487.9,2487.9,2457.3,2473.8,1139200,2428.609
2016-03-24,2473.8,2473.8,2473.8,2473.8,0,2428.609
2016-03-25,2473.8,2473.8,2473.8,2473.8,0,2428.609
2016-03-28,2491,2517.15,2461.55,2473.4,1660400,2428.216
2016-03-29,2478,2486.95,2455,2469.4,919300,2424.289
2016-03-30,2470.9,2505,2460,2489.5,1068200,2444.022
2016-03-31,2478.3,2550,2472.15,2520.3,2181900,2474.259
2016-04-01,2505,2520.85,2434.1,2453.9,1520700,2409.072
2016-04-04,2456,2488,2447,2471.25,876100,2426.105
2016-04-05,2470.8,2484.9,2442.05,2462.75,745800,2417.76
2016-04-06,2470,2489,2459.35,2481.9,881500,2436.56
2016-04-07,2480,2484.7,2457,2470.8,1195400,2425.663
2016-04-08,2466,2473.7,2427,2432.05,699700,2387.621
2016-04-11,2433,2517,2413,2506.65,1200300,2460.858
2016-04-12,2498,2525,2488.1,2518.15,651800,2472.148
2016-04-13,2530,2545,2512.5,2526.2,800700,2480.051
2016-04-14,2526.2,2526.2,2526.2,2526.2,0,2480.051
2016-04-15,2526.2,2526.2,2526.2,2526.2,0,2480.051
2016-04-18,2453,2553.5,2440,2519.75,3560700,2473.719
2016-04-19,2519.75,2519.75,2519.75,2519.75,0,2473.719
2016-04-20,2534.9,2534.9,2440,2450.35,3202500,2405.587
2016-04-21,2451,2467.4,2412.2,2424.4,1262800,2380.111
2016-04-22,2419,2435.4,2404.2,2417.05,982000,2372.895
2016-04-25,2402.3,2457.05,2402.3,2451.25,1133800,2406.47
2016-04-26,2449,2493.5,2442,2489.8,1277100,2444.316
2016-04-27,2480,2514.6,2475.9,2511.1,924300,2465.227
2016-04-28,2501.3,2540,2498.1,2527.75,2496300,2481.573
2016-04-29,2517,2542,2510,2535.5,1186000,2489.181
2016-05-02,2529,2530,2500,2526.7,558300,2480.542
2016-05-03,2525,2530,2472,2478.1,1076500,2432.83
2016-05-04,2473.9,2494.05,2457,2478,682400,2432.732
2016-05-05,2478,2489.95,2463.55,2470.3,623200,2425.172
2016-05-06,2465,2484.3,2431,2473.4,442700,2428.216
2016-05-09,2473.4,2518,2456.4,2512.55,910600,2466.651
2016-05-10,2515,2533.95,2496,2522.9,579200,2476.811
2016-05-11,2500,2525.6,2490,2518.3,799300,2472.296
2016-05-12,2520.55,2569.9,2520.55,2566.2,756500,2519.32
2016-05-13,2565,2566,2510.15,2523.4,810800,2477.302
2016-05-16,2538,2564.8,2522.5,2551.15,555700,2504.545
2016-05-17,2564.2,2591.25,2552,2570.2,878300,2523.247
2016-05-18,2565.85,2565.85,2526.05,2551.1,750300,2504.496
2016-05-19,2555,2560,2526.1,2556.95,519300,2510.239
2016-05-20,2542.3,2565.8,2522.8,2529.3,615400,2483.095
2016-05-23,2544,2545.9,2480.2,2491.45,766500,2445.936
2016-05-24,2484,2488.25,2459.6,2467.7,669500,2422.62
2016-05-25,2481,2532.95,2481,2526.45,774300,2480.297
2016-05-26,2530,2564.9,2505.1,2548.7,971600,2502.14
2016-05-27,2553.15,2579.85,2550.6,2572.65,552300,2525.653
2016-05-30,2583,2641.95,2582,2636.4,674700,2588.238
2016-05-31,2640,2647,2562,2569.4,1861300,2522.462
2016-06-01,2571.2,2645,2571,2633.55,955900,2585.44
2016-06-02,2600,2654.3,2600,2650.15,704300,2601.737
2016-06-03,2651.4,2658,2620.5,2629.55,777400,2581.513
2016-06-06,2620.5,2639,2603.2,2612.5,661000,2591.383
2016-06-07,2614,2639,2613,2631.15,601000,2609.882
2016-06-08,2617.25,2628.55,2605.5,2613.1,469100,2591.978
2016-06-09,2622.4,2622.4,2555.2,2577.25,781000,2556.418
2016-06-10,2566,2603.25,2553.2,2555.75,698400,2535.092
2016-06-13,2540,2553.35,2518,2547,514900,2526.412
2016-06-14,2558.95,2558.95,2518.25,2534.85,488700,2514.361
2016-06-15,2530,2564.9,2522,2556.85,635400,2536.183
2016-06-16,2545.55,2564.7,2516.45,2558.3,572500,2537.621
2016-06-17,2559,2610,2559,2602.6,939400,2581.563
2016-06-20,2602.6,2668,2591.8,2659.3,936400,2637.805
2016-06-21,2663.5,2665,2641.4,2651.2,513800,2629.77
2016-06-22,2650,2677.7,2631.75,2667.65,880800,2646.087
2016-06-23,2655,2659.5,2625.3,2645.35,698500,2623.967
2016-06-24,2565.15,2593.2,2514.15,2573.95,1883200,2553.144
2016-06-27,2547,2547,2482.65,2495.85,2136200,2475.676
2016-06-28,2495.85,2502.9,2458.4,2463.95,2249700,2444.034
2016-06-29,2475,2512.5,2465.3,2502.9,1265600,2482.669
2016-06-30,2522,2562.9,2500.35,2553.1,2560900,2532.463
2016-07-01,2562,2564.6,2494.35,2500.85,1098600,2480.635
2016-07-04,2516,2525.85,2482,2494.2,941700,2474.039
2016-07-05,2494.2,2497.05,2477.15,2485.3,779800,2465.211
2016-07-06,2485.3,2485.3,2485.3,2485.3,0,2465.211
2016-07-07,2487.7,2491.85,2425,2429.8,1658400,2410.16
2016-07-08,2435,2442.05,2403.5,2426.6,1228100,2406.986
2016-07-11,2430,2471.8,2427,2464.15,771800,2444.232
2016-07-12,2471.7,2475,2435.85,2464.95,732700,2445.026
2016-07-13,2478,2499.25,2451.25,2493.1,1051100,2472.948
2016-07-14,2486,2529,2471,2521.9,1349900,2501.515
2016-07-15,2517,2527.8,2426.55,2445.35,4168100,2425.584
2016-07-18,2447,2469,2430.6,2433.45,1299400,2413.78
2016-07-19,2427.5,2472.8,2427.5,2466.2,1181400,2446.265
2016-07-20,2450,2502.5,2448.15,2494.95,1407600,2474.783
2016-07-21,2489.5,2519.5,2464.45,2506.05,1263500,2485.793
2016-07-22,2498.9,2524,2492,2515.1,758600,2494.77
2016-07-25,2512,2563.2,2505.8,2558.95,844300,2544.843
2016-07-26,2558.95,2568,2533,2552.6,1155600,2538.528
2016-07-27,2555,2580.4,2545,2577.55,875200,2563.34
2016-07-28,2580.5,2629.55,2577.05,2619.25,2316000,2604.81
2016-07-29,2614,2634.9,2599,2619.3,1244000,2604.86
2016-08-01,2632,2725,2632,2708.25,1980800,2693.32
2016-08-02,2702.9,2715.7,2689.8,2699.2,1289000,2684.319
2016-08-03,2686,2699,2649.05,2656.3,1147300,2641.656
2016-08-04,2670,2682.95,2636.25,2652,707700,2637.38
2016-08-05,2673.9,2684.3,2632,2649.1,934200,2634.496
2016-08-08,2640,2668,2629.05,2649.5,1029100,2634.893
2016-08-09,2658,2659.8,2578.85,2650.2,1130900,2635.59
2016-08-10,2651,2682,2648,2675.4,1031000,2660.651
2016-08-11,2665.55,2715,2665.55,2709.9,1116500,2694.96
2016-08-12,2705,2744.8,2702.05,2738.45,1163600,2723.353
2016-08-15,2738.45,2738.45,2738.45,2738.45,0,2723.353
