"Date","EXIDEIND.NS.Open","EXIDEIND.NS.High","EXIDEIND.NS.Low","EXIDEIND.NS.Close","EXIDEIND.NS.Volume","EXIDEIND.NS.Adjusted"
2016-09-26,192.5,195.75,191.65,192.45,2194500,190.89
2016-09-27,192.5,194.45,188.15,189,1843400,187.47
2016-09-28,190,192.25,188.5,190.05,2178300,188.51
2016-09-29,192,192,176.5,181.35,4729100,179.88
2016-09-30,183.75,185.25,177.25,183,7648500,181.52
2016-10-03,184,189.15,184,188.5,1928000,186.97
2016-10-04,189.9,191.75,187.85,190.2,1903400,188.66
2016-10-05,190.4,195.3,189.2,194.4,3273200,192.83
2016-10-06,195.5,197.8,191.2,193.05,3025800,191.49
2016-10-07,193.7,194.7,191.5,193.25,1379900,191.69
2016-10-10,194.7,195.9,192.35,192.95,1086800,191.39
2016-10-11,192.95,192.95,192.95,192.95,0,191.39
2016-10-12,192.95,192.95,192.95,192.95,0,191.39
2016-10-13,192.5,194.1,185.7,188.1,2314300,186.58
2016-10-14,188.3,191.85,187.7,191.05,1405200,189.5
2016-10-17,191.2,192.8,184.75,185.35,1622800,183.85
2016-10-18,186,193.8,185.95,193.35,1815200,191.79
2016-10-19,194.45,197,191.2,195.8,1858900,194.22
2016-10-20,198.95,202,197.7,199.15,3351800,197.54
2016-10-21,199.85,205,196.5,204.05,3759500,202.4
2016-10-24,204.9,206.5,201.4,202.25,2429800,200.61
2016-10-25,202.25,204.15,201.3,203.5,1320100,201.85
2016-10-26,203.5,207.65,201.35,202.5,3797500,200.86
2016-10-27,205.9,207,189.5,191.1,7311100,189.55
2016-10-28,192.8,197.5,192,195.75,2993200,194.17
2016-10-31,195.75,195.75,195.75,195.75,0,194.17
2016-11-01,198.9,204.8,197.5,202.95,3198600,201.31
2016-11-02,200.75,201.8,196.2,197.7,2840400,196.1
2016-11-03,196.8,198.65,192,192.8,1454600,192.8
2016-11-04,192,195.45,186.6,188.8,3801400,188.8
2016-11-07,192,195.35,191.2,193.35,1248900,193.35
2016-11-08,195.95,195.95,191.6,194.2,1267900,194.2
2016-11-09,180,192,174.8,190.3,5232100,190.3
2016-11-10,192.5,198,192.5,193.6,1656300,193.6
2016-11-11,190.5,193.5,179.65,181.05,2669100,181.05
2016-11-14,181.05,181.05,181.05,181.05,0,181.05
2016-11-15,180.5,180.9,168.45,172.85,3543900,172.85
2016-11-16,176,182,172.1,178.25,3881200,178.25
2016-11-17,178,181.45,175.3,178.2,2363200,178.2
2016-11-18,179.95,181,176.45,178.35,1267000,178.35
2016-11-21,178.5,179.4,169.3,170.65,2401000,170.65
2016-11-22,172.5,177.9,169.8,174.7,1410400,174.7
2016-11-23,177,177.45,173.3,175,1523900,175
2016-11-24,173.6,174.3,170.1,171.05,1992800,171.05
2016-11-25,172.2,176.7,171.45,175.7,1019000,175.7
2016-11-28,176.85,177.9,173.85,174.4,1090700,174.4
2016-11-29,175,179.5,174.5,178.2,2098900,178.2
2016-11-30,179.2,181.8,177.1,181.15,2180200,181.15
2016-12-01,182,183.8,178.2,179.05,1975800,179.05
2016-12-02,177.5,178.95,175.45,175.95,965700,175.95
2016-12-05,175.6,178.15,174.5,176.7,754300,176.7
2016-12-06,177.35,179.5,176.75,177.3,449700,177.3
2016-12-07,177.95,178.45,174.75,175.65,751200,175.65
2016-12-08,176.8,179.35,176.55,178.55,1061600,178.55
2016-12-09,179.15,180.25,177.8,179.3,922500,179.3
2016-12-12,179,179.1,173.85,174.9,1158500,174.9
2016-12-13,175,175.25,171.55,172.75,1904600,172.75
2016-12-14,172,172.25,171,171.55,1493200,171.55
2016-12-15,170.25,176.7,170.05,174.9,2068200,174.9
2016-12-16,175.2,176.5,174.2,175.45,1251800,175.45
2016-12-19,175,176.2,173.85,175.35,732900,175.35
2016-12-20,175.9,177.65,173,173.75,1342800,173.75
2016-12-21,173.75,175.5,172.3,173.1,790200,173.1
2016-12-22,172.4,173.25,171,172.05,898200,172.05
2016-12-23,171.9,174.5,171.3,173.3,1042400,173.3
2016-12-26,172.5,175,170.2,173.05,1970700,173.05
2016-12-27,172.1,177.45,172,176.85,1842300,176.85
2016-12-28,178.75,180.5,176.9,177.65,1559900,177.65
2016-12-29,177.8,179.75,176.95,178.95,1562600,178.95
2016-12-30,179.2,181.2,178.9,180.1,1004800,180.1
2017-01-02,181,184,180.3,183.05,923400,183.05
2017-01-03,184.45,184.8,182.15,183,912400,183
2017-01-04,183,184.95,180.8,182.1,800700,182.1
2017-01-05,182.65,184.8,182.55,184.25,821700,184.25
2017-01-06,184.45,188,184.35,186.5,2237300,186.5
2017-01-09,186.95,187.4,183.25,185.6,812700,185.6
2017-01-10,186.05,187,182.05,183.05,1271800,183.05
2017-01-11,183.4,186.95,183.4,186.45,880800,186.45
2017-01-12,186.45,187.65,184.1,184.4,1221200,184.4
2017-01-13,184.65,185.6,181.5,182.05,1384700,182.05
2017-01-16,181,185.6,178.75,184.95,1681100,184.95
2017-01-17,184.3,185.35,182.1,182.75,926100,182.75
2017-01-18,183.2,190,182.5,189.25,2691000,189.25
2017-01-19,190.05,194.7,189.95,194.2,4260000,194.2
2017-01-20,193.65,195.95,192.95,194.5,5845800,194.5
2017-01-23,193.25,195,191.1,194.15,1042500,194.15
2017-01-24,193.2,197.95,192.25,196.85,1403400,196.85
2017-01-25,196.85,197.7,192.8,195,2454200,195
2017-01-26,195,195,195,195,0,195
2017-01-27,196,204.4,195.5,197.25,4653100,197.25
2017-01-30,197.55,204.4,195.5,202.6,2653400,202.6
2017-01-31,199.5,202.25,196.25,197.3,1057200,197.3
2017-02-01,196,203.5,196,202.85,1394200,202.85
2017-02-02,201.1,214.9,200.55,209.7,5083600,209.7
2017-02-03,209,212.5,204.6,209.05,2623300,209.05
2017-02-06,211,211.9,206.45,208.1,1762700,208.1
2017-02-07,208.6,210.15,205.2,207.75,989800,207.75
2017-02-08,208,214.8,206.65,209.3,2890300,209.3
2017-02-09,209.15,211.65,205.25,207.6,1673500,207.6
2017-02-10,208.1,210.4,206.35,207.9,1110400,207.9
2017-02-13,208.7,216.75,208.3,215.5,3934800,215.5
2017-02-14,218,218.1,212.7,213.7,3235100,213.7
2017-02-15,213.1,216,207.5,208.6,1418100,208.6
2017-02-16,208.25,211.1,206.85,210.45,1861800,210.45
2017-02-17,211.1,212.15,208.8,210.1,1367700,210.1
2017-02-20,210,216.5,208.05,215.3,2753100,215.3
2017-02-21,216.1,217,213.4,215.15,1391200,215.15
2017-02-22,215,223.1,212.25,213.05,6446500,213.05
2017-02-23,213.2,215.5,210.85,212.55,2134500,212.55
2017-02-24,212.55,212.55,212.55,212.55,0,212.55
2017-02-27,211.9,212.9,207.8,208.65,1989600,208.65
2017-02-28,208.65,212.4,208.35,211.85,1923700,211.85
2017-03-01,212.05,214.15,211.1,212.5,2260400,212.5
2017-03-02,213.2,216,212.25,213.2,2667600,213.2
2017-03-03,212.5,214.15,208.6,210.95,2351500,210.95
2017-03-06,211.65,213.75,211.1,212.75,2755500,212.75
2017-03-07,213.45,216.4,213.15,214.15,1996100,214.15
2017-03-08,213.55,216,211,211.6,1315900,211.6
2017-03-09,211.4,214.15,211.05,212.15,1157500,212.15
2017-03-10,213.9,216.8,213,214.35,2605300,214.35
2017-03-13,214.35,214.35,214.35,214.35,0,214.35
2017-03-14,217.5,218.7,215.05,216.45,1718200,216.45
2017-03-15,216.15,222,216.15,220.85,3131500,220.85
2017-03-16,222,224.65,221.25,222.1,2704300,222.1
2017-03-17,223.1,223.15,217,219.15,1665600,219.15
2017-03-20,219.35,220.4,217.1,218.55,1523600,218.55
2017-03-21,219.2,222.35,218.5,219.5,2101500,219.5
2017-03-22,218.8,218.95,213.6,214.65,970700,214.65
2017-03-23,215.8,217.7,214.05,215.85,1534600,215.85
2017-03-24,216.2,217.85,213.35,215.65,1736200,215.65
2017-03-27,215.65,216.35,212.3,213.65,1526000,213.65
2017-03-28,213.65,217.75,213.65,216.55,1249900,216.55
2017-03-29,216.55,221.75,214.6,219.8,1698500,219.8
2017-03-30,221,222.5,218.5,220.55,3442400,220.55
2017-03-31,220.65,226.5,220.15,224.35,2452300,224.35
2017-04-03,226.85,231.45,225.5,230,1941300,230
2017-04-04,230,230,230,230,0,230
2017-04-05,230.7,231.6,226.7,228.65,1346000,228.65
2017-04-06,227.45,230.5,225,227.25,1490600,227.25
2017-04-07,226.75,229.5,223.85,224.85,1133800,224.85
2017-04-10,225.35,228.7,223.75,227.1,1141300,227.1
2017-04-11,229.3,233.8,226.85,233,1599000,233
2017-04-12,234.5,234.8,226.05,227.65,2617400,227.65
2017-04-13,226.4,229.3,226.1,227.35,1080700,227.35
2017-04-14,227.35,227.35,227.35,227.35,0,227.35
2017-04-17,226.95,231.55,224.7,230.75,1097800,230.75
2017-04-18,231.95,232,223.5,225.2,1438200,225.2
2017-04-19,225.2,235.85,223.55,233.8,1996900,233.8
2017-04-20,236,240.55,234.8,238.45,4394000,238.45
2017-04-21,238.55,239.9,231.65,234.45,2447200,234.45
