"Date","UBL.NS.Open","UBL.NS.High","UBL.NS.Low","UBL.NS.Close","UBL.NS.Volume","UBL.NS.Adjusted"
2016-11-09,860,908.35,860,888.55,1516500,888.55
2016-11-10,895.1,912,886.05,903.85,1193700,903.85
2016-11-11,905,905,867.6,871.95,397200,871.95
2016-11-14,871.95,871.95,871.95,871.95,0,871.95
2016-11-15,869,869,837,841.05,798700,841.05
2016-11-16,869.9,869.9,835,837.75,149700,837.75
2016-11-17,839,862,826.55,854.5,283300,854.5
2016-11-18,855,862.95,847.05,855.65,105400,855.65
2016-11-21,855.9,857,841.55,849.15,131900,849.15
2016-11-22,857.7,870,842.5,852.45,196600,852.45
2016-11-23,853.5,864.65,841,857.25,215800,857.25
2016-11-24,850,870,848,862.1,697600,862.1
2016-11-25,865.05,876.95,848.7,854.15,122900,854.15
2016-11-28,854,887.85,848,869.6,254200,869.6
2016-11-29,873,879.5,861.6,866.3,161600,866.3
2016-11-30,866.35,889.8,866.35,879.2,240500,879.2
2016-12-01,879.2,879.2,860.15,865.2,408100,865.2
2016-12-02,861,871.8,849.4,853.35,211600,853.35
2016-12-05,860,864.95,850.15,854.2,61100,854.2
2016-12-06,858,859.55,843.55,854.65,114400,854.65
2016-12-07,852,859.95,839.15,845.45,70200,845.45
2016-12-08,853.85,858,844.15,853.85,77000,853.85
2016-12-09,842,852,837.85,840.35,129000,840.35
2016-12-12,844.4,845.35,824.25,833.05,86900,833.05
2016-12-13,835.65,840,826.05,833.8,67800,833.8
2016-12-14,837.95,847,827.3,829.35,155600,829.35
2016-12-15,823.55,840,812.65,817,295600,817
2016-12-16,817,837.7,813.5,826.65,121400,826.65
2016-12-19,827,827,815.1,818.05,70100,818.05
2016-12-20,814.5,820.5,789.3,795.6,174000,795.6
2016-12-21,807.7,807.7,776.55,782.95,240900,782.95
2016-12-22,780,785,752.5,757.3,728300,757.3
2016-12-23,760,772.95,743,762.85,145300,762.85
2016-12-26,762.85,780.25,756,759.85,251000,759.85
2016-12-27,762,775.7,757,764.5,131400,764.5
2016-12-28,768.3,786.6,762,766,136700,766
2016-12-29,766.25,791,757.2,785.25,266400,785.25
2016-12-30,789.9,795,775.45,779.55,188100,779.55
2017-01-02,809,809,771.7,775.05,90600,775.05
2017-01-03,778.8,791.5,773.2,787.45,140600,787.45
2017-01-04,790,805,782.15,797.5,179100,797.5
2017-01-05,798.4,816,798.3,808.75,198100,808.75
2017-01-06,803,814.75,797.3,801.35,157400,801.35
2017-01-09,804.95,808,793.35,805.1,79800,805.1
2017-01-10,805,814,800.05,806.9,123800,806.9
2017-01-11,806.95,829,805,820.3,171100,820.3
2017-01-12,825.95,825.95,810.2,812.7,75600,812.7
2017-01-13,812.7,830,808.75,826.95,236500,826.95
2017-01-16,825,825,807.85,811.2,72100,811.2
2017-01-17,811.2,840.85,809,827.2,434400,827.2
2017-01-18,830,846.9,817,820.85,222900,820.85
2017-01-19,826.95,835,805.15,807.4,163800,807.4
2017-01-20,805,817.7,798,807.8,179100,807.8
2017-01-23,806.5,824.5,796.65,807.7,343500,807.7
2017-01-24,818.8,824.9,804.25,817.85,57100,817.85
2017-01-25,818.3,829.1,811.2,822.85,270000,822.85
2017-01-26,822.85,822.85,822.85,822.85,0,822.85
2017-01-27,825,836,807.3,812.6,148000,812.6
2017-01-30,814.95,817.05,800.1,803.4,85800,803.4
2017-01-31,802.8,814.85,796.3,799.6,137900,799.6
2017-02-01,799.65,823.8,787.5,817.45,155200,817.45
2017-02-02,812.15,828.7,810.75,813.65,98400,813.65
2017-02-03,815.4,834.4,810.3,822.4,141000,822.4
2017-02-06,822.4,845,819.7,839.65,172500,839.65
2017-02-07,840,845,811,815.7,202200,815.7
2017-02-08,803,810,785,801.6,418300,801.6
2017-02-09,795,810,792.55,804.95,573300,804.95
2017-02-10,785,803.9,785,791.75,287000,791.75
2017-02-13,800,805.65,775.5,785.1,277900,785.1
2017-02-14,786,794.1,773.1,780.6,227700,780.6
2017-02-15,781.7,790.55,779,785.15,179100,785.15
2017-02-16,790,794.5,781,784.4,144200,784.4
2017-02-17,787.9,793.5,781.5,790.05,79900,790.05
2017-02-20,790,806.2,783.3,792.6,330800,792.6
2017-02-21,778,816.7,778,806.9,335500,806.9
2017-02-22,806.9,810,786.1,791.25,98400,791.25
2017-02-23,786,798,781,786.05,173000,786.05
2017-02-24,786.05,786.05,786.05,786.05,0,786.05
2017-02-27,790,796,778.75,782,249900,782
2017-02-28,788,789.4,775,777.6,61300,777.6
2017-03-01,780.85,788.7,776,782.5,105100,782.5
2017-03-02,786,790.7,770.5,777.4,162900,777.4
2017-03-03,777,782.6,772.2,780.3,78100,780.3
2017-03-06,782.8,785,775.5,778.5,455200,778.5
2017-03-07,779,784.8,777,779.95,61800,779.95
2017-03-08,781.2,787.85,773.5,778.4,171100,778.4
2017-03-09,780,783.2,766.25,770.3,176100,770.3
2017-03-10,774,782.2,765,768.35,318000,768.35
2017-03-13,768.35,768.35,768.35,768.35,0,768.35
2017-03-14,774.9,777.05,770.55,774.5,143000,774.5
2017-03-15,776,798,770,776.35,386300,776.35
2017-03-16,777,781.55,768.05,771.7,107800,771.7
2017-03-17,772,783.9,772,778.3,239100,778.3
2017-03-20,781,784.2,773,774.8,121100,774.8
2017-03-21,778.95,779,765,773.3,73100,773.3
2017-03-22,770.75,778.65,763.7,770.2,131700,770.2
2017-03-23,770.5,776,765.5,769.5,175300,769.5
2017-03-24,769.8,779.5,767.55,774.65,116300,774.65
2017-03-27,764,773.7,764,770,57500,770
2017-03-28,770,789.95,768,779.7,220600,779.7
2017-03-29,777.4,787.5,774.1,777.3,221300,777.3
2017-03-30,782.4,786.5,773.5,779.15,310700,779.15
2017-03-31,777.1,782,767.7,770.8,83100,770.8
2017-04-03,763,773.5,740.1,764.7,369000,764.7
2017-04-04,764.7,764.7,764.7,764.7,0,764.7
2017-04-05,765,769.2,760,762.4,83800,762.4
2017-04-06,763.95,776,759.7,767.2,122900,767.2
2017-04-07,764,778.45,764,770,139700,770
2017-04-10,767.95,770,733.5,744.6,513100,744.6
2017-04-11,737,759,731.95,753.1,352200,753.1
2017-04-12,740.35,752,739.05,745.45,216600,745.45
2017-04-13,745.45,759.2,745,753.7,304700,753.7
2017-04-14,753.7,753.7,753.7,753.7,0,753.7
2017-04-17,754.2,759.75,749.05,751.05,155400,751.05
2017-04-18,751.05,762.4,717.2,731.75,258000,731.75
2017-04-19,726,745.8,726,740.15,105700,740.15
2017-04-20,741,752.05,737.05,750,104900,750
2017-04-21,750,758.6,748,751.9,121600,751.9
