"Date","RELINFRA.NS.Open","RELINFRA.NS.High","RELINFRA.NS.Low","RELINFRA.NS.Close","RELINFRA.NS.Volume","RELINFRA.NS.Adjusted"
2016-09-26,605.1,616.9,592.5,594.95,3603000,594.95
2016-09-27,598.95,604.9,588.35,590.85,2826300,590.85
2016-09-28,592.1,598.8,590.1,593.75,2282000,593.75
2016-09-29,599.6,606.45,534.4,541.6,5429400,541.6
2016-09-30,541.8,555.3,533.75,551.25,2793200,551.25
2016-10-03,556,600,555,597.3,5999300,597.3
2016-10-04,602.45,603,583.6,590.15,3194100,590.15
2016-10-05,592,606.4,583.25,590.65,4852300,590.65
2016-10-06,594.95,600.75,578,582.85,3421700,582.85
2016-10-07,585,589.85,580.5,585.65,2406600,585.65
2016-10-10,589.4,594.75,580.5,583,1765600,583
2016-10-11,583,583,583,583,0,583
2016-10-12,583,583,583,583,0,583
2016-10-13,577,580,557.25,564,2716500,564
2016-10-14,567,573.8,564,571.35,2289600,571.35
2016-10-17,572.95,573.7,555,557,2028700,557
2016-10-18,561.05,574.9,561,572.6,1828900,572.6
2016-10-19,574,576.9,566.55,570,2038200,570
2016-10-20,574.9,582.75,573,579.6,2135500,579.6
2016-10-21,577,578.8,568.55,575.85,1377700,575.85
2016-10-24,578,586,576,579.8,1570400,579.8
2016-10-25,579.95,580.85,571.7,574.8,958800,574.8
2016-10-26,571.2,572.2,551.65,555.65,1563800,555.65
2016-10-27,551.95,555.4,540.7,542.4,1673700,542.4
2016-10-28,543.9,549.4,535.8,543.05,1974700,543.05
2016-10-31,543.05,543.05,543.05,543.05,0,543.05
2016-11-01,544.55,547.4,536.7,538.35,1218700,538.35
2016-11-02,532.9,532.9,516.4,519.25,1910200,519.25
2016-11-03,519.9,527.95,513.1,516.85,2481400,516.85
2016-11-04,514,520.75,492.65,494.85,2341200,494.85
2016-11-07,502.9,508.65,499,500.4,1345800,500.4
2016-11-08,505,505,493.1,501.9,1379600,501.9
2016-11-09,451.75,489.55,426.65,483.3,3774900,483.3
2016-11-10,496.05,514,492.8,507.8,1881100,507.8
2016-11-11,494.15,501.85,485.1,490.8,1883700,490.8
2016-11-14,490.8,490.8,490.8,490.8,0,490.8
2016-11-15,483,487.9,452.35,458.2,1973700,458.2
2016-11-16,470,472,449,451.55,1639700,451.55
2016-11-17,453.4,462,451,454.75,1443500,454.75
2016-11-18,455.65,461.05,451.55,456.55,1197300,456.55
2016-11-21,460,464.45,445.1,449.85,1694800,449.85
2016-11-22,455.5,460,434.05,450,2025700,450
2016-11-23,458,491.1,450.15,478.8,3831700,478.8
2016-11-24,470.2,470.6,448.1,450.6,2811900,450.6
2016-11-25,455.8,463.6,451.4,458.45,1741900,458.45
2016-11-28,455.5,470.4,454.6,461.9,1491600,461.9
2016-11-29,463,470.4,462.65,466.45,1254900,466.45
2016-11-30,468.8,481.95,468.7,480.15,1888600,480.15
2016-12-01,482.3,485,466.35,468.8,1997400,468.8
2016-12-02,456,466.65,456,459.45,1337800,459.45
2016-12-05,457.2,475.3,457.2,473.95,1438300,473.95
2016-12-06,475.5,482,472.05,478.35,1262000,478.35
2016-12-07,480.35,483.15,469.55,472.8,1208300,472.8
2016-12-08,477.05,489.9,477.05,482.45,1259700,482.45
2016-12-09,483.6,496.7,482.5,492.6,1364000,492.6
2016-12-12,490.85,490.95,479.15,482.6,1132200,482.6
2016-12-13,484.45,485.95,475.6,481.9,956800,481.9
2016-12-14,484.5,500.8,480.85,490.8,2082800,490.8
2016-12-15,484.8,502,482.25,496.65,1993600,496.65
2016-12-16,498,501.85,485.1,487.3,1919100,487.3
2016-12-19,488,512.7,487.8,505,3034200,505
2016-12-20,503.35,507.55,492.6,498.65,1741700,498.65
2016-12-21,501.7,506.5,497.65,500.15,1679500,500.15
2016-12-22,496.95,501.3,478.35,482.65,2168700,482.65
2016-12-23,482.65,487.7,471.85,477.75,2165900,477.75
2016-12-26,477.5,477.5,444.5,446.5,2784700,446.5
2016-12-27,446,458.2,438.6,456.15,2578400,456.15
2016-12-28,457,460.9,449.25,450.85,1883700,450.85
2016-12-29,451,460.6,448.35,459.3,1437100,459.3
2016-12-30,462,471.45,460.9,467.2,1457000,467.2
2017-01-02,474,482.15,463.1,478.7,1804500,478.7
2017-01-03,480.9,485.45,473,478.4,1782300,478.4
2017-01-04,478.5,487,478.5,483,1146200,483
2017-01-05,487,495.7,486.4,490.7,1471500,490.7
2017-01-06,491,499.4,488.7,492.7,1649900,492.7
2017-01-09,494,495.2,486.45,492.7,1057500,492.7
2017-01-10,494.5,504.9,494.25,501.3,1529000,501.3
2017-01-11,503.85,509.7,501.2,506.05,1587900,506.05
2017-01-12,508.4,514.6,501,509.9,1556600,509.9
2017-01-13,512.6,516.5,502.5,505.65,1607100,505.65
2017-01-16,504.7,512.7,501.6,510.3,1051800,510.3
2017-01-17,511,517.35,507.2,512.55,1334100,512.55
2017-01-18,515,518.8,508.1,510.4,1713500,510.4
2017-01-19,511.5,524.4,508,520.25,2364800,520.25
2017-01-20,517.95,519.2,502.55,505.4,1329300,505.4
2017-01-23,504,516.7,503.1,515.25,1165100,515.25
2017-01-24,515.25,517.9,508.8,515.2,898000,515.2
2017-01-25,517.8,522.7,512.8,520.7,1379100,520.7
2017-01-26,520.7,520.7,520.7,520.7,0,520.7
2017-01-27,521.55,533.7,521.55,527.95,1558400,527.95
2017-01-30,524.9,526.95,517.5,521.85,931000,521.85
2017-01-31,520.55,523.5,512.05,514.7,887900,514.7
2017-02-01,515.9,531.9,512.3,529.9,1728800,529.9
2017-02-02,532.55,534.5,524.6,528.85,1269100,528.85
2017-02-03,530,545.8,528.4,538,1923000,538
2017-02-06,541,549.15,534.5,539.85,1609100,539.85
2017-02-07,539,545.5,521.5,525.85,2496700,525.85
2017-02-08,528.5,538.95,523.55,537.15,1448500,537.15
2017-02-09,539.85,547.25,536.05,543.3,1852000,543.3
2017-02-10,545,546.4,538.5,543.8,879400,543.8
2017-02-13,545.2,545.75,525.05,535.55,1270300,535.55
2017-02-14,523.1,568,523.1,562.65,4806300,562.65
2017-02-15,558.9,563.15,539.35,541.55,2078700,541.55
2017-02-16,541,552.7,540,550.95,1583800,550.95
2017-02-17,550.5,565.4,545.8,559.7,2787800,559.7
2017-02-20,555.25,566.8,555.25,561.45,1582800,561.45
2017-02-21,562.8,566.45,556.05,561.2,1321900,561.2
2017-02-22,562.5,581.95,561.6,565.4,3425200,565.4
2017-02-23,567.5,567.7,554.2,556.45,1392800,556.45
2017-02-24,556.45,556.45,556.45,556.45,0,556.45
2017-02-27,562,578,561.5,565.85,2577900,565.85
2017-02-28,568.05,572.85,561.6,567.65,1780400,567.65
2017-03-01,570,575.7,566.15,570,1329700,570
2017-03-02,573,575.9,550.2,552.35,1369400,552.35
2017-03-03,547,570,546.95,567.5,1877600,567.5
2017-03-06,569,589.4,563.7,583.8,3425700,583.8
2017-03-07,585.9,589.35,575.15,577.95,2205600,577.95
2017-03-08,579.05,580.85,562.45,569.35,1438900,569.35
2017-03-09,566.8,578.55,565,570.9,1902500,570.9
2017-03-10,573.85,577.35,560.4,565.2,1273000,565.2
2017-03-13,565.2,565.2,565.2,565.2,0,565.2
2017-03-14,577.1,583.95,571.2,573.8,2234900,573.8
2017-03-15,574.95,584.45,572.85,576.05,1577900,576.05
2017-03-16,581,598.4,578.7,594.65,3714800,594.65
2017-03-17,597.2,598.15,579.35,581.4,3233600,581.4
2017-03-20,582.3,585.55,576.15,578.7,1808800,578.7
2017-03-21,580,580.5,570.25,575.9,1539400,575.9
2017-03-22,569.8,573,558.65,561,1669500,561
2017-03-23,563.95,577.35,563.25,571.9,2032100,571.9
2017-03-24,572.7,581.4,568.5,571.05,2102300,571.05
2017-03-27,570,570,556.1,562.7,1839200,562.7
2017-03-28,565.55,573.5,561.1,566.7,1625500,566.7
2017-03-29,569.1,573.2,564.05,567.05,1440000,567.05
2017-03-30,569.7,571.8,562,563.85,2373400,563.85
2017-03-31,564,576,563.8,568.65,1953900,568.65
2017-04-03,570.1,579.95,570.1,574.95,2084500,574.95
2017-04-04,574.95,574.95,574.95,574.95,0,574.95
2017-04-05,577.85,582.35,575.2,576.2,2051200,576.2
2017-04-06,574,588.4,568.05,585.75,2151900,585.75
2017-04-07,582.9,589.65,560,563.75,2682400,563.75
2017-04-10,566.1,569.7,560.6,564.35,1565600,564.35
2017-04-11,563,573.7,562.6,571.2,1559800,571.2
2017-04-12,572.75,575,552.05,559.2,1814700,559.2
2017-04-13,559.2,564,553.3,557.05,1352400,557.05
2017-04-14,557.05,557.05,557.05,557.05,0,557.05
2017-04-17,558.8,569.65,557.1,567.5,2260800,567.5
2017-04-18,569.7,598,556.05,558.05,6425800,558.05
2017-04-19,556.95,566.35,556.1,562.4,1982400,562.4
2017-04-20,565.85,577.35,564.05,575.05,1824800,575.05
2017-04-21,576.95,584.8,571.25,575.35,2103400,575.35
