"Date","POWERGRID.NS.Open","POWERGRID.NS.High","POWERGRID.NS.Low","POWERGRID.NS.Close","POWERGRID.NS.Volume","POWERGRID.NS.Adjusted"
2016-09-30,174.1,177.7,171.55,176.55,6655400,175.67
2016-10-03,177.15,182.9,175.6,181.2,5289400,180.3
2016-10-04,181.5,182.7,180.45,181,4481600,180.1
2016-10-05,181.15,183.4,180.4,181.4,3008100,180.5
2016-10-06,181.3,182.25,177.5,177.9,3180500,177.02
2016-10-07,177.9,179.6,176.3,176.95,2238700,176.07
2016-10-10,177.2,179,177.2,178.05,2508100,177.17
2016-10-11,178.05,178.05,178.05,178.05,0,177.17
2016-10-12,178.05,178.05,178.05,178.05,0,177.17
2016-10-13,177.55,177.85,173.7,175,8379700,174.13
2016-10-14,175.8,178.5,172.55,177.7,2789300,176.82
2016-10-17,176.3,177.65,174.8,176.05,2550800,175.18
2016-10-18,176.75,177.8,175,176.4,4100500,175.52
2016-10-19,176.95,180.75,176.1,178.55,5074100,177.66
2016-10-20,179.35,180.25,177.85,178.65,2271300,177.76
2016-10-21,179.35,179.35,176.1,176.95,5822000,176.07
2016-10-24,176.6,178.35,175.15,176.1,1656700,175.23
2016-10-25,176.55,178.95,175.6,178.35,1689100,177.46
2016-10-26,178,178.3,174.8,175.5,2209100,174.63
2016-10-27,175.1,176.85,173.7,175.5,3947300,174.63
2016-10-28,175.8,177,172.05,175.9,2408800,175.03
2016-10-31,175.9,175.9,175.9,175.9,0,175.03
2016-11-01,175.25,179.55,174.15,176.9,2968500,176.02
2016-11-02,175.95,176.5,174.45,175.1,2733500,174.23
2016-11-03,175.15,175.7,174.3,174.95,2294200,174.08
2016-11-04,175,175.85,171.25,173.55,2351100,172.69
2016-11-07,174.3,174.6,173.55,174,4309200,173.14
2016-11-08,174.25,177.6,173.9,177,1837000,176.12
2016-11-09,170,181.3,166.95,180.2,7451500,179.31
2016-11-10,185,190,181.15,188.45,10151300,187.51
2016-11-11,186,188.5,181.5,183.1,4933400,182.19
2016-11-14,183.1,183.1,183.1,183.1,0,182.19
2016-11-15,182.55,186.6,182.55,184.95,6462700,184.03
2016-11-16,186.55,190.5,183.35,188.5,5739200,187.56
2016-11-17,187.95,196.4,184.2,192.9,5283100,191.94
2016-11-18,193.75,195.3,191.4,191.95,6844800,191
2016-11-21,193.65,193.65,184.3,185.05,6855300,184.13
2016-11-22,185.9,186.7,180.75,183.75,6736500,182.84
2016-11-23,184.2,187.55,179.6,181.65,7664400,180.75
2016-11-24,181.95,186.9,180.3,185.05,10352400,184.13
2016-11-25,186.1,190.2,185,188.65,8278200,187.71
2016-11-28,187,194.8,186.95,190.5,5804100,189.55
2016-11-29,190.65,191.55,188.5,189.45,6978800,188.51
2016-11-30,190.8,192.7,187.6,191.9,4188800,190.95
2016-12-01,192.5,192.5,183.5,184.3,6219000,183.39
2016-12-02,185,185.9,182.5,183.8,5442900,182.89
2016-12-05,183.7,186.05,180.85,185.1,6909000,184.18
2016-12-06,185.4,186.6,182.5,182.9,2559500,181.99
2016-12-07,184.7,185.5,182,182.45,2399100,181.54
2016-12-08,183.95,185.95,181.55,185.65,3044900,184.73
2016-12-09,186,186,183.75,184.45,1941200,183.53
2016-12-12,184.25,185.45,183.4,184.75,2075200,183.83
2016-12-13,185.5,186.55,182.45,185.25,2484800,184.33
2016-12-14,185,185.4,181.45,181.95,4113300,181.05
2016-12-15,181,185.75,180.5,183.35,2955300,182.44
2016-12-16,183.55,186.25,181.7,183.8,14639300,182.89
2016-12-19,184.15,185,182.85,184.1,2040700,183.19
2016-12-20,184,184.45,181.75,181.95,3238300,181.05
2016-12-21,182.05,183.7,181.75,183.25,2969600,182.34
2016-12-22,183,183.45,181.1,181.75,1492600,180.85
2016-12-23,181.6,182.7,179,182.3,2703300,181.4
2016-12-26,182.35,182.35,178.25,178.8,3337200,177.91
2016-12-27,178.7,181.7,176.55,181.05,2562700,180.15
2016-12-28,181.05,183,179.1,180,2103700,179.11
2016-12-29,179.2,181.45,179,180.05,8289600,179.16
2016-12-30,180.4,185.1,180.25,183.5,2740800,182.59
2017-01-02,183.5,185.2,182.6,183.65,1019000,182.74
2017-01-03,184.9,188.5,184.5,188.05,4398500,187.12
2017-01-04,188.05,188.85,186.05,186.75,4404000,185.82
2017-01-05,187.05,191.25,186.1,190.85,3578800,189.9
2017-01-06,191.15,192.85,188.25,188.8,3542800,187.86
2017-01-09,189.2,189.2,185.1,186.55,1663000,185.62
2017-01-10,186.6,188.3,185.05,186.55,2602600,185.62
2017-01-11,187.3,191.4,185.9,189.8,12282500,188.86
2017-01-12,190,199.75,190,198,15107500,197.02
2017-01-13,199.9,199.9,196.05,197.15,13462300,196.17
2017-01-16,197,201.05,196.75,199.4,4766300,198.41
2017-01-17,199.4,200.65,195.1,197.75,5733900,196.77
2017-01-18,198,199.65,197.05,198.45,11941700,197.46
2017-01-19,198.9,203.7,197.25,201.8,4925800,200.8
2017-01-20,202.6,202.6,197.45,199.4,7305200,198.41
2017-01-23,199.85,202.2,199.05,200.2,4125400,199.21
2017-01-24,201,204.7,200.6,203.35,4006500,202.34
2017-01-25,203.65,204.05,201.9,203.1,5814200,202.09
2017-01-26,203.1,203.1,203.1,203.1,0,202.09
2017-01-27,203.5,206.95,202.55,204.55,6241100,203.53
2017-01-30,204.3,206.45,202.5,205.7,3281000,204.68
2017-01-31,205.5,209.25,204.45,207.2,4271400,206.17
2017-02-01,208.6,208.6,204.75,205.8,4120500,204.78
2017-02-02,205.9,206,203.25,203.95,4372700,202.94
2017-02-03,203.2,205.8,201.1,201.7,2519600,200.7
2017-02-06,202.25,204.2,199.75,201.1,3564600,200.1
2017-02-07,201.65,203.6,199.2,199.9,3691600,198.91
2017-02-08,201,202.7,198.3,201.1,5076100,200.1
2017-02-09,202.4,205.6,200.8,202.15,7194700,201.15
2017-02-10,205.2,205.8,199.25,199.9,9459600,198.91
2017-02-13,201.7,203.95,199.5,203.05,5348600,202.04
2017-02-14,203.9,203.95,200.1,200.85,5289300,199.85
2017-02-15,201.4,202.6,199.75,201.45,4107500,200.45
2017-02-16,200,202.45,199.1,201.15,3528300,201.15
2017-02-17,202,203.25,199.55,202.55,2793800,202.55
2017-02-20,203.9,207.4,201.8,206.45,5578600,206.45
2017-02-21,206.45,207.8,204.55,206.15,4178700,206.15
2017-02-22,208.65,208.9,200.9,201.6,14819300,201.6
2017-02-23,202,202,198.55,199.15,7539900,199.15
2017-02-24,199.15,199.15,199.15,199.15,0,199.15
2017-02-27,200,200,191.9,192.75,8324200,192.75
2017-02-28,191.9,194.85,191.55,192.15,5653900,192.15
2017-03-01,193.5,194.7,191.85,192.65,5820900,192.65
2017-03-02,194,194,189,189.75,5979000,189.75
2017-03-03,189,191.25,188,190.85,4755400,190.85
2017-03-06,191.85,196.2,191.1,193.85,8357600,193.85
2017-03-07,194.55,195.95,193.55,194.55,6607500,194.55
2017-03-08,195.3,197.6,194.15,195.6,4465200,195.6
2017-03-09,195.8,195.8,192.5,194.45,5499900,194.45
2017-03-10,195,195.7,190.05,192.55,9218500,192.55
2017-03-13,192.55,192.55,192.55,192.55,0,192.55
2017-03-14,198.45,198.7,192.6,193.65,6686000,193.65
2017-03-15,194,194.05,192.5,192.95,4372000,192.95
2017-03-16,194.15,195.45,192.75,195.1,2903600,195.1
2017-03-17,196.8,197,193.1,194,5356200,194
2017-03-20,194,194.45,192.75,193.6,5275400,193.6
2017-03-21,194,194.55,192.9,193.25,4571300,193.25
2017-03-22,191.55,195.6,191.45,192.1,4614300,192.1
2017-03-23,193,193.5,191.6,193.05,3304800,193.05
2017-03-24,193.85,195.15,193.25,193.75,3467400,193.75
2017-03-27,194,196.1,193.65,194.85,3996100,194.85
2017-03-28,194.65,197,194.65,196.7,3386500,196.7
2017-03-29,197.3,197.45,195.75,196.85,3628700,196.85
2017-03-30,197.3,197.75,194.25,195.45,7321500,195.45
2017-03-31,195.65,199.9,195.65,197.3,4794100,197.3
2017-04-03,199.4,199.4,196,196.2,5594300,196.2
2017-04-04,196.2,196.2,196.2,196.2,0,196.2
2017-04-05,196.85,197.9,194.2,195,3972300,195
2017-04-06,196.4,197.95,193.1,197.2,4199800,197.2
2017-04-07,196.05,196.25,194.5,195,5178100,195
2017-04-10,195.05,195.65,194.35,195.3,3241800,195.3
2017-04-11,195.35,201.6,194.5,199.15,6000800,199.15
2017-04-12,200,201.5,196,197.6,3724100,197.6
2017-04-13,197.8,201.05,196.8,200,3324500,200
2017-04-14,200,200,200,200,0,200
2017-04-17,199.95,203.15,199,202.3,6265400,202.3
2017-04-18,202.5,204.3,201.65,202.35,4317200,202.35
2017-04-19,202.85,213.5,201.95,211.2,16368300,211.2
2017-04-20,212,212.4,205.45,208.9,6650100,208.9
2017-04-21,209.4,210.45,203.8,205.6,4465100,205.6
