"Date","ASHOKLEY.NS.Open","ASHOKLEY.NS.High","ASHOKLEY.NS.Low","ASHOKLEY.NS.Close","ASHOKLEY.NS.Volume","ASHOKLEY.NS.Adjusted"
2016-09-14,83.9,84.8,83.65,84.4,5079700,84.4
2016-09-15,82.8,83,80.6,81.6,24953900,81.6
2016-09-16,81.7,82.45,80,81.1,17923200,81.1
2016-09-19,81.5,84.85,81.4,84.6,17605000,84.6
2016-09-20,84.9,85.5,83.6,84.05,7983800,84.05
2016-09-21,84,84.6,82.5,82.7,8204300,82.7
2016-09-22,84,84.45,82.85,83.95,7863300,83.95
2016-09-23,83.8,83.8,82.4,82.65,6965900,82.65
2016-09-26,82.45,82.6,81.55,81.8,5604700,81.8
2016-09-27,82.3,82.45,81.05,81.45,4298600,81.45
2016-09-28,81.7,82.25,81.15,81.85,5888000,81.85
2016-09-29,82.5,82.6,75.85,76.45,25942200,76.45
2016-09-30,76.45,80.25,75.05,79.6,17726400,79.6
2016-10-03,79.15,83.45,79.1,83.1,15146000,83.1
2016-10-04,83.25,83.25,80.6,81.35,9924300,81.35
2016-10-05,81,82.4,81,81.65,7890400,81.65
2016-10-06,82,83.35,80.2,80.8,9686400,80.8
2016-10-07,81.2,81.5,80.6,81.2,4109600,81.2
2016-10-10,81.85,81.85,80.1,80.75,4582500,80.75
2016-10-11,80.75,80.75,80.75,80.75,0,80.75
2016-10-12,80.75,80.75,80.75,80.75,0,80.75
2016-10-13,80.45,80.95,78.55,79.4,9111700,79.4
2016-10-14,79.45,81.2,79.1,80.65,5534200,80.65
2016-10-17,80.7,82.25,80.2,81.6,8163100,81.6
2016-10-18,82.4,84,82.4,83.85,12181800,83.85
2016-10-19,84.4,84.9,83.9,84.35,6681000,84.35
2016-10-20,84.7,86.4,84.4,85.7,10381500,85.7
2016-10-21,86.45,87.4,85.95,87.05,11706400,87.05
2016-10-24,87.4,88.35,86.2,88.05,11364900,88.05
2016-10-25,88,88.15,86.35,87.65,6574500,87.65
2016-10-26,87.35,88.2,86.7,87.2,6960200,87.2
2016-10-27,86.6,87.15,84.7,84.9,8381700,84.9
2016-10-28,85,90.75,84.85,90.25,23011800,90.25
2016-10-31,90.25,90.25,90.25,90.25,0,90.25
2016-11-01,91.5,92.6,89.6,90.1,17959600,90.1
2016-11-02,89,91.15,87.9,89.85,9715800,89.85
2016-11-03,89.85,92.5,89.5,91.3,19000500,91.3
2016-11-04,91.95,92.45,89.2,90.9,13973600,90.9
2016-11-07,91.9,92.3,89.2,89.45,8246900,89.45
2016-11-08,89.5,92.15,88.15,91.75,25643500,91.75
2016-11-09,83.55,92,82.7,91.4,19492900,91.4
2016-11-10,92.2,93.5,88.8,89.4,13694200,89.4
2016-11-11,88.5,89.95,87,87.35,11917200,87.35
2016-11-14,87.35,87.35,87.35,87.35,0,87.35
2016-11-15,87.35,87.35,81.5,82.65,11732000,82.65
2016-11-16,83.8,84.15,77.8,79,15418400,79
2016-11-17,79,80.15,78,78.8,9769200,78.8
2016-11-18,79.3,80.4,78.65,79.65,7590700,79.65
2016-11-21,80.5,80.5,75.5,75.85,11381600,75.85
2016-11-22,76.7,76.9,73.5,75.6,16820600,75.6
2016-11-23,76.2,77.75,74.85,77.2,10031800,77.2
2016-11-24,77.5,77.5,75.4,75.65,18199600,75.65
2016-11-25,76.4,77.7,75.65,77,9725100,77
2016-11-28,77.85,78.5,77.05,78.15,8574000,78.15
2016-11-29,78.6,81.15,78.25,79.9,10406000,79.9
2016-11-30,80.1,80.6,79.15,79.5,8910400,79.5
2016-12-01,80,80.1,77.3,77.55,14821600,77.55
2016-12-02,77.65,78.75,74.3,74.7,17264700,74.7
2016-12-05,75.55,77.5,74.8,77.2,9434000,77.2
2016-12-06,77.7,79,76.35,78.05,9658200,78.05
2016-12-07,78.15,78.5,76.15,76.7,7101800,76.7
2016-12-08,77.3,78.6,77.1,77.9,6327100,77.9
2016-12-09,78,79.95,77.8,79.55,7858700,79.55
2016-12-12,79,80.2,78.55,79.5,9402200,79.5
2016-12-13,79.8,79.95,77.1,77.9,5793100,77.9
2016-12-14,78,78.3,76.85,77.2,4617500,77.2
2016-12-15,76.05,78.75,76.05,77.8,4894000,77.8
2016-12-16,78.25,78.4,77.2,77.65,6095400,77.65
2016-12-19,77.9,79.9,77.3,78.7,9584500,78.7
2016-12-20,79.35,79.5,76.55,76.9,7059000,76.9
2016-12-21,77.5,78.45,77.3,77.55,4725000,77.55
2016-12-22,77.85,79.8,76.85,77.45,7630100,77.45
2016-12-23,77.2,78.65,76.15,77.7,7685700,77.7
2016-12-26,77.8,77.9,76.25,76.5,4475600,76.5
2016-12-27,76.5,78.4,75.05,78.05,7041000,78.05
2016-12-28,78.5,78.7,77.8,78.25,5706200,78.25
2016-12-29,77.25,79.4,77.25,79,7832900,79
2016-12-30,79.9,80.9,79.65,80.1,13540300,80.1
2017-01-02,80.5,81.5,79.15,81,12823600,81
2017-01-03,81.4,81.55,80.45,81.05,7610200,81.05
2017-01-04,81.5,84.55,81.25,83.85,14148200,83.85
2017-01-05,84.65,84.95,82.8,83.95,10474800,83.95
2017-01-06,84.2,85.7,83.15,85.3,10508400,85.3
2017-01-09,85.85,85.85,84.6,84.95,4664400,84.95
2017-01-10,85.2,85.3,84.2,84.95,3603900,84.95
2017-01-11,85,86.3,84.95,85.6,4205200,85.6
2017-01-12,85.5,85.6,83.8,84.3,4126400,84.3
2017-01-13,84.3,85.2,83.35,84.55,6292900,84.55
2017-01-16,84.1,86.1,84.05,85.6,4419200,85.6
2017-01-17,86,86.85,85.35,85.95,4294600,85.95
2017-01-18,85.9,87.1,85.05,86.9,7922400,86.9
2017-01-19,86.9,87.65,86.2,87.05,6301900,87.05
2017-01-20,86.7,87.4,85.25,85.55,6238300,85.55
2017-01-23,86.15,86.7,85.4,86.3,4001200,86.3
2017-01-24,86.35,89,86.35,88.7,10324300,88.7
2017-01-25,89,89.35,86.3,86.55,20149800,86.55
2017-01-26,86.55,86.55,86.55,86.55,0,86.55
2017-01-27,86.6,92.75,86.6,92.45,37997500,92.45
2017-01-30,91.75,93.15,91.3,92.05,10516400,92.05
2017-01-31,91.75,91.85,89.7,90.75,10318600,90.75
2017-02-01,91.6,93.1,90.6,92.15,20594000,92.15
2017-02-02,93,95.1,91.55,94.85,16589200,94.85
2017-02-03,95,95.7,93.7,94.5,9703400,94.5
2017-02-06,94.5,95.95,94.5,95.1,9884400,95.1
2017-02-07,95,95.35,92.9,94.05,9030500,94.05
2017-02-08,95.3,97,93.8,95.35,17150600,95.35
2017-02-09,96.2,96.75,94.4,95.3,8401400,95.3
2017-02-10,95.7,95.7,92.4,92.95,12076900,92.95
2017-02-13,93.35,93.6,91.4,92.1,7004200,92.1
2017-02-14,91.9,92.8,90.65,92.35,5806000,92.35
2017-02-15,92.45,94.6,91.3,93.2,15411400,93.2
2017-02-16,93.5,94.4,92.7,94.25,6246400,94.25
2017-02-17,94.25,94.9,93.25,93.9,4167800,93.9
2017-02-20,93.9,94.75,93.2,94.5,4353900,94.5
2017-02-21,94.8,96,94,95.1,6703100,95.1
2017-02-22,95.15,95.85,92,92.5,8164200,92.5
2017-02-23,92.5,92.75,90.2,90.55,12335100,90.55
2017-02-24,90.55,90.55,90.55,90.55,0,90.55
2017-02-27,91,91.25,88.65,89,10941200,89
2017-02-28,89.5,91,88.95,90.65,6712900,90.65
2017-03-01,91.45,91.85,89,89.2,8753900,89.2
2017-03-02,89.7,90.2,86.95,87.35,7239200,87.35
2017-03-03,87.65,88.4,86.2,87.35,6648100,87.35
2017-03-06,88,90.9,87.5,90.5,10795600,90.5
2017-03-07,92,93.4,91,91.2,21140100,91.2
2017-03-08,91.8,91.8,89.3,91.1,8249100,91.1
2017-03-09,90.35,91.35,90,90.45,4067300,90.45
2017-03-10,91.05,91.1,90,90.55,4731300,90.55
2017-03-13,90.55,90.55,90.55,90.55,0,90.55
2017-03-14,93,93,90.5,90.8,6472400,90.8
2017-03-15,90.6,91.85,90.3,91.1,5493500,91.1
2017-03-16,92,92.9,91.4,91.9,11583800,91.9
2017-03-17,92.15,92.4,90.35,90.9,8589400,90.9
2017-03-20,90.9,90.95,89.05,89.25,5646000,89.25
2017-03-21,89.2,89.2,88.1,88.75,6176000,88.75
2017-03-22,88,88.4,86.55,87.15,8997400,87.15
2017-03-23,87.1,87.8,86.7,87.05,8795700,87.05
2017-03-24,87.5,88.4,87,87.35,6965000,87.35
2017-03-27,87.1,87.3,85.45,85.75,8776200,85.75
2017-03-28,86.75,87,86.05,86.45,8606500,86.45
2017-03-29,86.8,87.45,80.75,84,27831000,84
2017-03-30,83.5,85,82.65,83,18429400,83
2017-03-31,83.8,85,83.15,84.55,10622300,84.55
2017-04-03,85,85.6,83.9,84.1,8048800,84.1
2017-04-04,84.1,84.1,84.1,84.1,0,84.1
2017-04-05,85.55,86.1,84.7,84.9,8826600,84.9
2017-04-06,84.9,84.9,84,84.3,7636700,84.3
2017-04-07,84.3,84.9,83.3,83.6,8214600,83.6
2017-04-10,84.2,84.35,82,82.4,14997100,82.4
2017-04-11,82.75,83.6,82.1,82.4,9681900,82.4
2017-04-12,82.9,83.9,82.3,82.6,11842200,82.6
2017-04-13,82.95,83.7,82.5,82.75,6268800,82.75
2017-04-14,82.75,82.75,82.75,82.75,0,82.75
2017-04-17,83.7,83.7,82.4,82.75,5191800,82.75
2017-04-18,83,83.35,81.15,81.6,8142600,81.6
2017-04-19,82,82.35,81.05,81.3,7239600,81.3
2017-04-20,81.5,82.3,81.4,81.95,8650900,81.95
2017-04-21,82.2,85.65,82,85.25,18736300,85.25
