"Date","GODREJIND.NS.Open","GODREJIND.NS.High","GODREJIND.NS.Low","GODREJIND.NS.Close","GODREJIND.NS.Volume","GODREJIND.NS.Adjusted"
2016-08-19,411,419,410.10001,417.64999,675800,417.64999
2016-08-22,418,422.95001,416.89999,420.60001,464200,420.60001
2016-08-23,420,422.25,417.70001,420,830600,420
2016-08-24,420,421.5,411.20001,420.35001,497100,420.35001
2016-08-25,420.79999,431.89999,419.54999,424.35001,1032800,424.35001
2016-08-26,423.5,427,420.79999,423.64999,97900,423.64999
2016-08-29,424,429.5,414.85001,426.54999,321700,426.54999
2016-08-30,430.70001,431.89999,422.79999,426.35001,329400,426.35001
2016-08-31,429.20001,429.39999,419.25,420.95001,202900,420.95001
2016-09-01,421.95001,422.85001,414.29999,418.39999,186000,418.39999
2016-09-02,418.39999,427.20001,416.64999,423.5,199800,423.5
2016-09-05,423.5,423.5,423.5,423.5,0,423.5
2016-09-06,424.29999,429.29999,421.95001,428.20001,141700,428.20001
2016-09-07,430,438.89999,422.35001,436,473700,436
2016-09-08,439,441.14999,433.35001,435.35001,275300,435.35001
2016-09-09,435.79999,435.79999,424.64999,428,180400,428
2016-09-12,422,424.54999,412.5,416.14999,272200,416.14999
2016-09-13,416.14999,416.14999,416.14999,416.14999,0,416.14999
2016-09-14,416,422.60001,416,418.70001,646800,418.70001
2016-09-15,418.64999,422.5,413.39999,416.10001,304300,416.10001
2016-09-16,419,427.20001,414.10001,419.45001,315500,419.45001
2016-09-19,419.39999,422.45001,415.29999,420.10001,285100,420.10001
2016-09-20,421,427.25,417.95001,421.20001,272900,421.20001
2016-09-21,421.20001,422.79999,416.75,419.20001,239500,419.20001
2016-09-22,421.45001,429,421.25,428.29999,224900,428.29999
2016-09-23,431,435.95001,425.20001,434.10001,526000,434.10001
2016-09-26,436.10001,439.79999,430.54999,432.45001,357400,432.45001
2016-09-27,432.5,435,418,420.14999,435900,420.14999
2016-09-28,420.29999,427,418.95001,425,267300,425
2016-09-29,426,429.10001,411.29999,413.35001,585000,413.35001
2016-09-30,411.04999,433.89999,410,429.95001,664100,429.95001
2016-10-03,430.45001,446.89999,427,445,695400,445
2016-10-04,445.95001,450.70001,440.25,444.79999,886300,444.79999
2016-10-05,444.20001,449.89999,437.20001,444.95001,395300,444.95001
2016-10-06,444.95001,458.29999,442.95001,447.14999,517100,447.14999
2016-10-07,448.54999,454.14999,444.64999,447.54999,201200,447.54999
2016-10-10,448.10001,455,446.04999,448.45001,312700,448.45001
2016-10-11,448.45001,448.45001,448.45001,448.45001,0,448.45001
2016-10-12,448.45001,448.45001,448.45001,448.45001,0,448.45001
2016-10-13,447,450,437,447.20001,223000,447.20001
2016-10-14,448.20001,461.39999,445.20001,452.54999,536400,452.54999
2016-10-17,453.20001,457.85001,442.70001,444.64999,251500,444.64999
2016-10-18,444.64999,455.5,444.64999,451,223800,451
2016-10-19,451.60001,459,448,451.45001,157800,451.45001
2016-10-20,452.04999,462.79999,451.54999,458.10001,369400,458.10001
2016-10-21,460,467.5,455.54999,459,349000,459
2016-10-24,454.60001,461.60001,449.5,453.04999,191800,453.04999
2016-10-25,452.70001,454.89999,446.89999,448.54999,74300,448.54999
2016-10-26,447.89999,447.89999,434.45001,436.75,161300,436.75
2016-10-27,416,446.95001,416,439.60001,441200,439.60001
2016-10-28,439.64999,442.79999,432,436.89999,198000,436.89999
2016-10-31,436.89999,436.89999,436.89999,436.89999,0,436.89999
2016-11-01,438.70001,444.75,431.79999,439.5,252100,439.5
2016-11-02,439,439,423.14999,430.10001,402900,430.10001
2016-11-03,430,431.29999,415.20001,419.39999,435700,419.39999
2016-11-04,424,428.85001,412.95001,416.39999,787600,416.39999
2016-11-07,417.54999,420.5,409.20001,414.75,665500,414.75
2016-11-08,418.89999,420.70001,411.10001,413.5,274300,413.5
2016-11-09,399.89999,411.89999,373,406.95001,424300,406.95001
2016-11-10,412,418,403.20001,407.85001,190600,407.85001
2016-11-11,400.20001,402.5,384.5,387.04999,360600,387.04999
2016-11-14,387.04999,387.04999,387.04999,387.04999,0,387.04999
2016-11-15,389.54999,395,371.85001,383.5,341000,383.5
2016-11-16,390,392.75,377.45001,381.20001,463000,381.20001
2016-11-17,385.39999,385.95001,376.64999,380.85001,178200,380.85001
2016-11-18,380,383.54999,378.70001,381.20001,188300,381.20001
2016-11-21,384.95001,389,370.04999,373.14999,271200,373.14999
2016-11-22,375,384.25,367,381.10001,254300,381.10001
2016-11-23,383,386.85001,368.54999,374.25,586300,374.25
2016-11-24,374,379.70001,363.60001,367.10001,1115000,367.10001
2016-11-25,368.54999,371.95001,365.5,367.89999,431800,367.89999
2016-11-28,367.85001,370.64999,364.20001,367.25,245000,367.25
2016-11-29,371.89999,387.75,368.39999,383.39999,568900,383.39999
2016-11-30,386.5,392.89999,380.20001,389.45001,501300,389.45001
2016-12-01,392.20001,393,379.20001,380.45001,293800,380.45001
2016-12-02,379,392.14999,373.20001,376.10001,690500,376.10001
2016-12-05,377,382,375.14999,379.64999,112900,379.64999
2016-12-06,381,389.79999,378.04999,387.95001,168500,387.95001
2016-12-07,391,401.20001,388,398.54999,506300,398.54999
2016-12-08,404.79999,412,402,409.79999,545600,409.79999
2016-12-09,411,419,410.64999,417.5,302000,417.5
2016-12-12,416.20001,419.85001,402.70001,405.75,215100,405.75
2016-12-13,408.5,416.5,401.60001,413.14999,187300,413.14999
2016-12-14,411.75,424.89999,410.20001,418.45001,273100,418.45001
2016-12-15,416.70001,427.89999,412.14999,421.39999,344300,421.39999
2016-12-16,420.89999,425.39999,409.20001,410.75,311300,410.75
2016-12-19,414.79999,421.20001,409.25,419.35001,113900,419.35001
2016-12-20,419.5,419.5,410,411.25,119800,411.25
2016-12-21,412.39999,417.5,407.64999,414,233800,414
2016-12-22,414,417.89999,409,411.25,309100,411.25
2016-12-23,414.89999,414.89999,402,402.89999,252200,402.89999
2016-12-26,402,407.89999,393.10001,402.14999,575100,402.14999
2016-12-27,398.29999,410,395.64999,408.29999,191700,408.29999
2016-12-28,408.45001,416.45001,408.14999,412.75,204600,412.75
2016-12-29,415,429.89999,410.14999,426.45001,178300,426.45001
2016-12-30,431.04999,437.60001,428.29999,430.10001,325100,430.10001
2017-01-02,430.10001,434.89999,428,433.35001,125500,433.35001
2017-01-03,430.10001,435.79999,429.29999,434.04999,342800,434.04999
2017-01-04,436,440.79999,431.10001,432.70001,270500,432.70001
2017-01-05,436.5,439.64999,432,435.14999,102100,435.14999
2017-01-06,438.70001,444.89999,434,442.54999,321000,442.54999
2017-01-09,445.29999,446.70001,438.20001,439.29999,241100,439.29999
2017-01-10,442.5,444.60001,436,442.25,212100,442.25
2017-01-11,441.29999,447.60001,439,442.5,194100,442.5
2017-01-12,443.5,446.35001,439.10001,440.89999,278700,440.89999
2017-01-13,441,448,437,440.79999,191500,440.79999
2017-01-16,440.39999,444,438.04999,439.35001,50300,439.35001
2017-01-17,439.35001,441.54999,430.64999,433.10001,254500,433.10001
2017-01-18,433.95001,438.29999,430.75,434,244800,434
2017-01-19,431,437.29999,429.20001,434.5,118800,434.5
2017-01-20,436.64999,438,429.89999,433.85001,98900,433.85001
2017-01-23,434.35001,438,431.29999,434.75,186300,434.75
2017-01-24,432.25,439,429.10001,430.29999,256300,430.29999
2017-01-25,431,434.79999,425.25,427.54999,543100,427.54999
2017-01-26,427.54999,427.54999,427.54999,427.54999,0,427.54999
2017-01-27,428.10001,434,427.95001,430.20001,188900,430.20001
2017-01-30,428.39999,431.35001,423,428.85001,172800,428.85001
2017-01-31,429.79999,431.60001,418.5,428.75,302800,428.75
2017-02-01,430,439.25,423.45001,435.20001,380500,435.20001
2017-02-02,435.20001,494,433,481.39999,4624900,481.39999
2017-02-03,478.04999,495.14999,474.35001,485.75,1022300,485.75
2017-02-06,484.60001,510.89999,480.5,500.64999,1107800,500.64999
2017-02-07,499.79999,510.95001,494,506.29999,668800,506.29999
2017-02-08,506.29999,515,503.25,513.79999,390600,513.79999
2017-02-09,511,516.40002,509.60001,511.60001,277600,511.60001
2017-02-10,513.20001,521.09998,504.75,518.40002,787500,518.40002
2017-02-13,518.40002,521.59998,512.09998,516.15002,385000,516.15002
2017-02-14,514.45001,524,509,516.95001,632200,516.95001
2017-02-15,514.79999,524.70001,513.09998,519.70001,479300,519.70001
2017-02-16,520.95001,522.54999,496.75,505.10001,724000,505.10001
2017-02-17,499.20001,502,477.20001,483.85001,871100,483.85001
2017-02-20,484,493.70001,480.54999,491.29999,524400,491.29999
2017-02-21,492.04999,517.75,490.45001,508.5,1016200,508.5
2017-02-22,506,516.84998,502.79999,505.35001,481300,505.35001
2017-02-23,506,508.39999,496.75,504.85001,378800,504.85001
2017-02-24,504.85001,504.85001,504.85001,504.85001,0,504.85001
2017-02-27,500.35001,506.89999,494.5,496.5,136600,496.5
2017-02-28,498,503.89999,489,502,309900,502
2017-03-01,501.89999,505.64999,496.75,498.70001,229600,498.70001
2017-03-02,501,502.29999,479.45001,481.95001,316300,481.95001
2017-03-03,482,490,475.85001,488.64999,383300,488.64999
2017-03-06,491.89999,491.89999,476,484.75,845400,484.75
2017-03-07,488.5,490,480,481.25,278100,481.25
2017-03-08,481.25,484.70001,475.39999,480.79999,178200,480.79999
2017-03-09,480.04999,485,476.45001,478.89999,212800,478.89999
2017-03-10,483.70001,499.29999,482.39999,492.95001,1096700,492.95001
2017-03-13,492.95001,492.95001,492.95001,492.95001,0,492.95001
2017-03-14,500,505.5,496.39999,501.14999,493100,501.14999
2017-03-15,503,505.75,496.10001,497.85001,288300,497.85001
2017-03-16,499.29999,515,498,513.15002,721100,513.15002
2017-03-17,515,516.59998,496.45001,504.04999,389500,504.04999
2017-03-20,505,509.54999,500.54999,502.60001,149900,502.60001
2017-03-21,503.25,505.70001,495.64999,500.45001,242800,500.45001
2017-03-22,495.20001,498.54999,488.10001,491.64999,293800,491.64999
2017-03-23,492,493,488.25,491.45001,259200,491.45001
2017-03-24,492,497,490.39999,492.64999,209900,492.64999
2017-03-27,494.64999,505.60001,484.54999,504.29999,473300,504.29999
2017-03-28,506.20001,510.85001,501.60001,503.20001,586500,503.20001
2017-03-29,503.54999,505,499.70001,503.5,363200,503.5
2017-03-30,504.5,510,501.25,502.45001,1014000,502.45001
2017-03-31,506,507,501.45001,505.20001,316200,505.20001
2017-04-03,505.85001,534,504.54999,530.25,1894300,530.25
2017-04-04,530.25,530.25,530.25,530.25,0,530.25
2017-04-05,535,539.90002,532.5,535.75,751500,535.75
2017-04-06,531,540.09998,526.20001,538.15002,311200,538.15002
2017-04-07,531.29999,537.5,527.59998,531.15002,262200,531.15002
2017-04-10,532.09998,545.59998,526.65002,539.04999,506900,539.04999
2017-04-11,540,544.45001,535.90002,537.65002,329600,537.65002
2017-04-12,540,543.95001,529.75,537.70001,186100,537.70001
2017-04-13,538,538.20001,526.70001,528.04999,102000,528.04999
2017-04-14,528.04999,528.04999,528.04999,528.04999,0,528.04999
2017-04-17,530,534.79999,522.09998,529.5,307100,529.5
2017-04-18,534.90002,539.90002,520.90002,522.54999,671700,522.54999
2017-04-19,524.90002,526.29999,518,519.65002,256600,519.65002
2017-04-20,521,528.40002,520.5,523.34998,796600,523.34998
2017-04-21,524,527.90002,520.15002,521.79999,330600,521.79999
