"Date","JSWENERGY.NS.Open","JSWENERGY.NS.High","JSWENERGY.NS.Low","JSWENERGY.NS.Close","JSWENERGY.NS.Volume","JSWENERGY.NS.Adjusted"
2016-10-06,75,76.4,74,74.5,1755100,74.5
2016-10-07,74.55,75.2,73.2,73.6,2761500,73.6
2016-10-10,74,74.7,73.65,74.25,2447800,74.25
2016-10-11,74.25,74.25,74.25,74.25,0,74.25
2016-10-12,74.25,74.25,74.25,74.25,0,74.25
2016-10-13,73.75,73.8,69.65,70.1,2824300,70.1
2016-10-14,70.5,71.25,69.35,71,1399700,71
2016-10-17,71.45,71.6,69.65,69.95,2978100,69.95
2016-10-18,70.6,71.05,70.3,70.8,1140500,70.8
2016-10-19,71,71.85,70.7,71.5,2238600,71.5
2016-10-20,71.8,72.25,71.5,71.85,1580200,71.85
2016-10-21,71.85,72.15,70.8,70.95,2786800,70.95
2016-10-24,71,71.35,70.35,70.75,2197200,70.75
2016-10-25,71,71.2,69,70,2446300,70
2016-10-26,70,70.2,66.5,66.7,5367900,66.7
2016-10-27,66,66.4,64.8,65.05,2806600,65.05
2016-10-28,65,66,64.7,65.4,1342500,65.4
2016-10-31,65.4,65.4,65.4,65.4,0,65.4
2016-11-01,65.75,67.5,65.35,66.55,2058900,66.55
2016-11-02,65.9,66.3,65.05,65.4,1872800,65.4
2016-11-03,65.2,65.8,64,64.2,959600,64.2
2016-11-04,64.2,64.2,62.05,62.7,2588700,62.7
2016-11-07,63,63.5,62.65,62.85,1117200,62.85
2016-11-08,63,63.2,61.85,62.4,1544600,62.4
2016-11-09,59.6,60,53.05,59.1,4265100,59.1
2016-11-10,60.6,63.2,60.5,62.8,2147400,62.8
2016-11-11,62.1,62.5,60.9,61.1,1677500,61.1
2016-11-14,61.1,61.1,61.1,61.1,0,61.1
2016-11-15,61.1,61.3,56.3,57.2,3236400,57.2
2016-11-16,58,59,57.15,57.95,3161700,57.95
2016-11-17,57.85,58.8,56.45,56.85,2657700,56.85
2016-11-18,57.05,57.7,56.45,56.85,3061100,56.85
2016-11-21,56.6,57.2,54.25,54.65,2912100,54.65
2016-11-22,54.75,55.5,53.55,54.3,2604800,54.3
2016-11-23,54.6,55.8,53.55,55.3,2597600,55.3
2016-11-24,54.9,55.75,54.3,54.8,3135300,54.8
2016-11-25,55.2,57,54.75,56.7,2300900,56.7
2016-11-28,56.7,57.9,56.2,57.3,2442300,57.3
2016-11-29,57.95,60.85,57.5,59.3,5792500,59.3
2016-11-30,59.3,60.35,58.95,59.6,1954500,59.6
2016-12-01,60,60.15,58.2,58.6,1945500,58.6
2016-12-02,58.2,58.2,56.8,56.95,1916200,56.95
2016-12-05,56.6,57.05,55.8,56.4,1873700,56.4
2016-12-06,56.85,58.95,56.55,58.35,3304400,58.35
2016-12-07,58.85,59.45,56.75,57.45,2871400,57.45
2016-12-08,57.8,58.7,57.8,58.1,2039800,58.1
2016-12-09,58.6,59.25,58.2,58.85,2134700,58.85
2016-12-12,59.35,59.9,58.1,58.5,1887800,58.5
2016-12-13,58.55,59.2,58.3,58.75,1103800,58.75
2016-12-14,58.7,60.1,57.55,59.25,3563700,59.25
2016-12-15,59.45,62.7,59.3,61.75,11572000,61.75
2016-12-16,62.6,62.6,59.7,60.05,4842200,60.05
2016-12-19,60.55,60.95,59.25,60.4,3040400,60.4
2016-12-20,60.4,61.05,58.45,59.1,4618800,59.1
2016-12-21,59.2,60.65,59,59.8,2836300,59.8
2016-12-22,59.5,59.75,58.15,58.6,2113700,58.6
2016-12-23,58.5,58.9,57.7,58.35,1813800,58.35
2016-12-26,57.95,58.15,55.15,55.45,2494400,55.45
2016-12-27,55.55,57.1,54.65,56.7,1904200,56.7
2016-12-28,57.1,60.3,56.8,58.7,4778700,58.7
2016-12-29,58.75,60.85,58.55,59.75,5849800,59.75
2016-12-30,60.1,61.25,60,60.85,2531700,60.85
2017-01-02,60.95,62.45,60.35,62.25,1840900,62.25
2017-01-03,62.5,62.7,60.2,60.6,3545900,60.6
2017-01-04,60.95,61.4,60.3,61.1,2225700,61.1
2017-01-05,61.4,62.1,61.1,61.6,2276700,61.6
2017-01-06,62.1,66.7,62.1,65.3,16007500,65.3
2017-01-09,65.95,66.1,64,64.1,4904400,64.1
2017-01-10,64.1,65.1,63.5,64.4,2498100,64.4
2017-01-11,63.5,65.15,62.9,64.3,5509200,64.3
2017-01-12,63.8,66.95,63.3,65.5,5955700,65.5
2017-01-13,65,66.15,64.7,65.45,2387800,65.45
2017-01-16,65.2,66.1,64.55,64.85,1855000,64.85
2017-01-17,65,65.8,63.85,64,2552400,64
2017-01-18,64.3,64.55,61.4,61.8,5510300,61.8
2017-01-19,62.05,62.2,59.7,60,5140900,60
2017-01-20,59.9,62.55,59.35,61.3,6615400,61.3
2017-01-23,61.7,61.7,58.8,59.3,9708100,59.3
2017-01-24,59.2,61.35,58.7,61.15,4364600,61.15
2017-01-25,61.15,61.6,60.2,60.3,2979000,60.3
2017-01-26,60.3,60.3,60.3,60.3,0,60.3
2017-01-27,60.3,63.45,60.3,62.55,4654000,62.55
2017-01-30,62.3,63.7,61.85,62.45,3662000,62.45
2017-01-31,62,63.1,60.7,61,2713100,61
2017-02-01,60.8,61.75,59.75,61,2869000,61
2017-02-02,61.05,62.5,61.05,62.2,2514100,62.2
2017-02-03,62,63,62,62.4,2568500,62.4
2017-02-06,62.7,64.15,62.45,62.8,3470400,62.8
2017-02-07,63,63.5,61.4,62.2,1913200,62.2
2017-02-08,61.95,63.15,61.85,62.65,1457000,62.65
2017-02-09,62.75,63.5,61.9,63.25,2911500,63.25
2017-02-10,63.45,64.1,62.6,63.1,3168600,63.1
2017-02-13,63.6,63.7,61.35,62.2,2544100,62.2
2017-02-14,62.25,62.3,61,61.5,2145000,61.5
2017-02-15,61.3,61.7,59.75,59.95,2474700,59.95
2017-02-16,60.05,61.5,59.3,61.25,2523500,61.25
2017-02-17,61.45,61.55,60.45,60.8,2196300,60.8
2017-02-20,60.75,62,60.5,61.85,3224700,61.85
2017-02-21,62,64.4,61,64.05,7040600,64.05
2017-02-22,64.3,64.7,62.65,63.1,4336800,63.1
2017-02-23,62.5,63.5,62.5,62.7,1808800,62.7
2017-02-24,62.7,62.7,62.7,62.7,0,62.7
2017-02-27,62.6,65.4,62.15,65.15,7958400,65.15
2017-02-28,65.7,66.7,64.85,65.2,8491200,65.2
2017-03-01,65.5,66.1,64.5,64.75,3943900,64.75
2017-03-02,65.15,65.45,61.9,62.15,4002200,62.15
2017-03-03,62,62.75,61.7,62.1,3498900,62.1
2017-03-06,62.3,64.7,62.2,63.7,6738300,63.7
2017-03-07,64.25,65.3,63.35,63.85,5265500,63.85
2017-03-08,63.9,64.35,61.75,62,4615800,62
2017-03-09,61.95,62.55,61.15,61.45,2933900,61.45
2017-03-10,61.8,62.05,60.65,61.1,2563800,61.1
2017-03-13,61.1,61.1,61.1,61.1,0,61.1
2017-03-14,62.95,62.95,61.6,62.25,5318400,62.25
2017-03-15,62.5,63.3,61.95,62.35,5305500,62.35
2017-03-16,62.65,64.5,62.65,64.05,7125200,64.05
2017-03-17,64.2,65.5,63.2,63.85,9664600,63.85
2017-03-20,63.95,64.75,62.7,63,5381600,63
2017-03-21,63.2,63.6,61.6,62.05,5813900,62.05
2017-03-22,61.7,62,60.2,60.3,4831100,60.3
2017-03-23,60.45,61.65,60,61.3,3319800,61.3
2017-03-24,61.55,62.35,61.35,61.8,3177000,61.8
2017-03-27,61.65,61.95,60.55,60.95,2562400,60.95
2017-03-28,61.1,62.2,60.75,61.6,4350200,61.6
2017-03-29,62.2,62.2,60.75,61.25,3460300,61.25
2017-03-30,61.85,63.35,61.7,62.8,13032900,62.8
2017-03-31,63,64,62.5,62.7,6222500,62.7
2017-04-03,63,64.4,62.95,64.2,6569100,64.2
2017-04-04,64.2,64.2,64.2,64.2,0,64.2
2017-04-05,64.6,67.25,64.4,66.65,13437300,66.65
2017-04-06,67.1,68.6,67,67.6,10364100,67.6
2017-04-07,67.4,68.9,65.65,66.25,8258300,66.25
2017-04-10,66.35,67.25,65.1,65.35,6748000,65.35
2017-04-11,65.35,66.6,63.6,65.25,6232500,65.25
2017-04-12,65.2,66.15,63.85,64.25,4799700,64.25
2017-04-13,64.35,66,63.65,64.7,5137600,64.7
2017-04-14,64.7,64.7,64.7,64.7,0,64.7
2017-04-17,64.5,65,63.15,63.4,6038200,63.4
2017-04-18,64.05,67.35,63.5,63.85,20112100,63.85
2017-04-19,64.05,66.1,63.5,65.2,10070700,65.2
2017-04-20,65.6,65.75,63.7,64.45,5242300,64.45
2017-04-21,64.75,65.55,63.05,63.7,6741000,63.7
