"Date","HDFCBANK.NS.Open","HDFCBANK.NS.High","HDFCBANK.NS.Low","HDFCBANK.NS.Close","HDFCBANK.NS.Volume","HDFCBANK.NS.Adjusted"
2016-07-28,1238,1251.25,1235.55,1248.45,2661600,1248.45
2016-07-29,1248,1250,1235,1246.2,848900,1246.2
2016-08-01,1249,1258.95,1227.65,1242.3,1390200,1242.3
2016-08-02,1247,1256.45,1240.4,1243.3,1332300,1243.3
2016-08-03,1241.1,1249.95,1231,1240.45,1183400,1240.45
2016-08-04,1246.6,1246.7,1233.6,1241,1165700,1241
2016-08-05,1247.4,1255.65,1241.75,1249.25,1446200,1249.25
2016-08-08,1252.9,1255,1244.55,1249.6,1182100,1249.6
2016-08-09,1252.9,1252.9,1237.7,1247.2,1052700,1247.2
2016-08-10,1245,1250.95,1219.75,1226.9,904900,1226.9
2016-08-11,1226.8,1235,1222,1228.25,714000,1228.25
2016-08-12,1231.05,1235,1219.4,1228.7,1160300,1228.7
2016-08-15,1228.7,1228.7,1228.7,1228.7,0,1228.7
2016-08-16,1233,1238.45,1213.8,1227.3,867100,1227.3
2016-08-17,1233.4,1237.5,1226,1234.9,1377700,1234.9
2016-08-18,1238,1254.9,1234.55,1252.5,1527900,1252.5
2016-08-19,1250,1250,1241.45,1247.1,1027600,1247.1
2016-08-22,1245.05,1254.45,1241,1250.3,1375300,1250.3
2016-08-23,1251,1254,1246.05,1251.45,1328600,1251.45
2016-08-24,1252.05,1264.2,1247.05,1261.8,1392700,1261.8
2016-08-25,1264,1266.8,1254.3,1258.55,2182400,1258.55
2016-08-26,1260,1261.9,1253.9,1257.1,630200,1257.1
2016-08-29,1255.5,1255.5,1236.2,1238.1,736000,1238.1
2016-08-30,1245.1,1270.5,1243.95,1268.65,2466900,1268.65
2016-08-31,1269,1295,1265.5,1291.2,2790300,1291.2
2016-09-01,1288,1290,1275.4,1283.7,1306100,1283.7
2016-09-02,1285.5,1289,1281.15,1285.1,988700,1285.1
2016-09-05,1285.1,1285.1,1285.1,1285.1,0,1285.1
2016-09-06,1290.05,1303.9,1290.05,1300.4,1377200,1300.4
2016-09-07,1301,1305,1283.1,1286.75,1004100,1286.75
2016-09-08,1290,1295.25,1283.6,1289.4,726300,1289.4
2016-09-09,1290,1294.5,1278.3,1290.4,1003400,1290.4
2016-09-12,1274.7,1284.4,1271.5,1279.9,996400,1279.9
2016-09-13,1279.9,1279.9,1279.9,1279.9,0,1279.9
2016-09-14,1275,1277,1265.4,1269.45,962300,1269.45
2016-09-15,1272,1283.9,1269.85,1279.6,875400,1279.6
2016-09-16,1283.8,1304.5,1283.8,1297.85,1631400,1297.85
2016-09-19,1297,1302.5,1288,1290.15,1473700,1290.15
2016-09-20,1292.65,1295,1284.05,1288.45,944500,1288.45
2016-09-21,1292,1298,1287.9,1293,1064100,1293
2016-09-22,1305,1316.95,1300.55,1306.9,1638900,1306.9
2016-09-23,1306.05,1318.45,1301.5,1312.7,1219200,1312.7
2016-09-26,1306.1,1308.9,1293.7,1296.15,1394100,1296.15
2016-09-27,1299,1306.15,1294.85,1298.05,1014200,1298.05
2016-09-28,1299.9,1300,1289,1295.25,1247400,1295.25
2016-09-29,1297.95,1306,1267.95,1277.5,4112500,1277.5
2016-09-30,1277.1,1281,1267.4,1272.85,1034600,1272.85
2016-10-03,1281,1289.9,1276.4,1287.2,975100,1287.2
2016-10-04,1288.6,1295,1282.3,1289.55,693800,1289.55
2016-10-05,1298,1300.05,1276.4,1286.1,911700,1286.1
2016-10-06,1287.1,1295.6,1279.05,1281.95,723900,1281.95
2016-10-07,1284,1287.75,1276.25,1280.6,834300,1280.6
2016-10-10,1285,1287.9,1278.75,1284.35,1179800,1284.35
2016-10-11,1284.35,1284.35,1284.35,1284.35,0,1284.35
2016-10-12,1284.35,1284.35,1284.35,1284.35,0,1284.35
2016-10-13,1279,1279,1256.45,1262.75,1129800,1262.75
2016-10-14,1265.75,1268,1254,1261.8,1016700,1261.8
2016-10-17,1265.5,1266.4,1232.75,1237.7,1283800,1237.7
2016-10-18,1243.2,1260,1239,1257.85,652700,1257.85
2016-10-19,1261.1,1263,1248,1258.35,761200,1258.35
2016-10-20,1260.25,1267.45,1251,1255.5,8e+05,1255.5
2016-10-21,1256,1272.95,1250,1270.7,989100,1270.7
2016-10-24,1271.75,1276.85,1261.05,1263.55,813900,1263.55
2016-10-25,1268,1268,1244.05,1250.3,1375400,1250.3
2016-10-26,1243.35,1265,1235.05,1239.3,1341600,1239.3
2016-10-27,1239,1257,1224.15,1252.1,2905900,1252.1
2016-10-28,1254.5,1261.9,1240.1,1259.05,1330100,1259.05
2016-10-31,1259.05,1259.05,1259.05,1259.05,0,1259.05
2016-11-01,1256,1263.85,1247.05,1259.8,850600,1259.8
2016-11-02,1251.1,1255.7,1241.5,1246.15,1618600,1246.15
2016-11-03,1245,1260,1231.75,1254.95,1578900,1254.95
2016-11-04,1252.8,1252.8,1241.75,1243.7,1433700,1243.7
2016-11-07,1252,1254.85,1240,1249.45,1417800,1249.45
2016-11-08,1251.1,1258,1240.1,1254.3,1337000,1254.3
2016-11-09,1200,1257.4,1195.35,1251.25,3411300,1251.25
2016-11-10,1263.75,1283,1254.1,1278.55,2675100,1278.55
2016-11-11,1274,1282,1265.6,1275.8,1784800,1275.8
2016-11-14,1275.8,1275.8,1275.8,1275.8,0,1275.8
2016-11-15,1277.5,1289,1250.65,1254.75,3128100,1254.75
2016-11-16,1268,1268,1240.05,1244.35,2161900,1244.35
2016-11-17,1238.3,1248.9,1225.15,1230.2,1203900,1230.2
2016-11-18,1236,1236,1209.2,1211.4,1719900,1211.4
2016-11-21,1219.5,1219.5,1188.35,1198.7,1388100,1198.7
2016-11-22,1206.8,1206.8,1189.35,1198.05,2504400,1198.05
2016-11-23,1203,1203,1181.1,1184.75,883100,1184.75
2016-11-24,1184,1186.3,1160.9,1165.5,3821400,1165.5
2016-11-25,1169,1193.2,1158,1189.3,1492400,1189.3
2016-11-28,1180.25,1198.9,1178.1,1184.45,1032500,1184.45
2016-11-29,1184.7,1192.95,1176.5,1178.75,983100,1178.75
2016-11-30,1185,1202,1181.1,1199.6,1610700,1199.6
2016-12-01,1202.3,1207.9,1193,1197.25,1119200,1197.25
2016-12-02,1189,1201.95,1176.7,1189.1,1015600,1189.1
2016-12-05,1187.6,1198.95,1176.5,1196.35,1137900,1196.35
2016-12-06,1195,1202.85,1190.2,1194.45,675700,1194.45
2016-12-07,1201.85,1205.9,1167,1181.6,1407000,1181.6
2016-12-08,1187,1205.55,1187,1199.5,1077400,1199.5
2016-12-09,1199.1,1202.3,1188,1198.3,1096900,1198.3
2016-12-12,1192,1192.15,1181.1,1184.45,856300,1184.45
2016-12-13,1180.25,1190.35,1178.55,1186.25,631700,1186.25
2016-12-14,1187,1188,1173.4,1175.7,1078500,1175.7
2016-12-15,1164.2,1194.5,1163.6,1176.6,1235300,1176.6
2016-12-16,1176.6,1185,1171.55,1182.3,813900,1182.3
2016-12-19,1176.8,1179.5,1170.5,1176.75,790100,1176.75
2016-12-20,1176,1185,1171.7,1181.9,1047400,1181.9
2016-12-21,1184,1185,1175,1180,664700,1180
2016-12-22,1176.4,1179.5,1168.4,1173.1,701400,1173.1
2016-12-23,1171,1189.25,1169.3,1186.25,1188100,1186.25
2016-12-26,1178.55,1186.1,1170.1,1175,1045900,1175
2016-12-27,1179.3,1186.9,1173.9,1185.2,1224800,1185.2
2016-12-28,1189.9,1194.95,1181,1186.75,1626900,1186.75
2016-12-29,1185,1207.95,1181.45,1205.2,2025200,1205.2
2016-12-30,1200,1212,1199.95,1206.2,1016600,1206.2
2017-01-02,1209.45,1210.1,1192.05,1197.1,927100,1197.1
2017-01-03,1200.8,1201.95,1185.75,1189.9,961800,1189.9
2017-01-04,1189.85,1192,1183.8,1185.5,1741700,1185.5
2017-01-05,1189,1194.5,1183.1,1186.2,1694000,1186.2
2017-01-06,1190.1,1198.4,1188.2,1193.65,1381300,1193.65
2017-01-09,1198.85,1204.15,1192.15,1195.2,1143400,1195.2
2017-01-10,1196.2,1216.8,1195.3,1214.35,1386500,1214.35
2017-01-11,1217.5,1238.1,1215.5,1234,2335800,1234
2017-01-12,1235,1243.7,1225.5,1235,729000,1235
2017-01-13,1239,1239.7,1228.6,1232.5,962600,1232.5
2017-01-16,1233.5,1249.45,1232.8,1247.65,941400,1247.65
2017-01-17,1247,1252.4,1236.25,1238.5,889900,1238.5
2017-01-18,1240.9,1256,1240.85,1242.6,1153200,1242.6
2017-01-19,1244.9,1244.9,1235,1236.3,878100,1236.3
2017-01-20,1236,1245,1230,1236.35,3485500,1236.35
2017-01-23,1236,1250,1235.8,1244.65,1198400,1244.65
2017-01-24,1250,1271.5,1249.25,1267.55,2565400,1267.55
2017-01-25,1272.6,1295.6,1270.1,1290.6,3909200,1290.6
2017-01-26,1290.6,1290.6,1290.6,1290.6,0,1290.6
2017-01-27,1299,1300,1288,1291.9,1713000,1291.9
2017-01-30,1292.95,1292.95,1280.55,1284.95,1329900,1284.95
2017-01-31,1282.4,1292.7,1277,1286.65,1525200,1286.65
2017-02-01,1286.2,1310,1280.5,1305.7,2727600,1305.7
2017-02-02,1305.7,1305.7,1292.6,1298.7,1492900,1298.7
2017-02-03,1299,1316,1296.5,1311.05,2001200,1311.05
2017-02-06,1312.3,1320,1311.45,1314.1,1077500,1314.1
2017-02-07,1316,1318,1302.95,1307.15,852900,1307.15
2017-02-08,1307.55,1318.7,1298.15,1305.65,1235200,1305.65
2017-02-09,1309.4,1319.9,1292.55,1297.65,1116300,1297.65
2017-02-10,1298.35,1308.75,1298,1303.6,824100,1303.6
2017-02-13,1307.55,1315,1299.2,1310.2,698900,1310.2
2017-02-14,1314,1314,1304,1311.1,611500,1311.1
2017-02-15,1312,1324,1307.45,1322.2,1531700,1322.2
2017-02-16,1323,1333,1320.25,1327.9,1260900,1327.9
2017-02-17,1445,1454,1360.45,1377.05,100564900,1377.05
2017-02-20,1361.2,1415.45,1359.15,1409.1,2641600,1409.1
2017-02-21,1406.05,1421.8,1397.4,1415.55,1565000,1415.55
2017-02-22,1415,1418.8,1394.85,1399.15,1324100,1399.15
2017-02-23,1403.8,1421.35,1387.05,1394.3,8623700,1394.3
2017-02-24,1394.3,1394.3,1394.3,1394.3,0,1394.3
2017-02-27,1390.9,1398.35,1378.6,1393.6,1170300,1393.6
2017-02-28,1392.9,1396.25,1384.5,1390.1,732000,1390.1
2017-03-01,1396.45,1396.5,1386.4,1391.65,870400,1391.65
2017-03-02,1394.55,1396,1376.25,1380.1,1150400,1380.1
2017-03-03,1384.5,1384.5,1369,1377,623200,1377
2017-03-06,1376.8,1389.9,1373.1,1380.75,919700,1380.75
2017-03-07,1382.25,1387.5,1376.2,1386.2,778200,1386.2
2017-03-08,1387.9,1399.2,1381.05,1392.2,945500,1392.2
2017-03-09,1381.65,1398.7,1381.65,1394.2,877300,1394.2
2017-03-10,1395,1408,1393.15,1400.1,1465100,1400.1
2017-03-13,1400.1,1400.1,1400.1,1400.1,0,1400.1
2017-03-14,1422.1,1424.15,1406.65,1410.7,1788700,1410.7
2017-03-15,1410.95,1420,1410.55,1416.6,1067900,1416.6
2017-03-16,1418.1,1422.85,1413.65,1417.35,1245000,1417.35
2017-03-17,1418.55,1427.5,1412.85,1425.85,847600,1425.85
2017-03-20,1426.65,1439.85,1425.95,1436.1,2035500,1436.1
2017-03-21,1434,1445,1434,1440.95,1389300,1440.95
2017-03-22,1427.7,1437,1425.8,1430.9,1409100,1430.9
2017-03-23,1434.4,1435,1422.9,1430.9,1230600,1430.9
2017-03-24,1433,1434.45,1422,1424.35,952500,1424.35
2017-03-27,1424,1424,1404.05,1409.85,1466000,1409.85
2017-03-28,1418.3,1424.7,1413.1,1420.2,2015300,1420.2
2017-03-29,1420.8,1434.8,1420,1428.6,2143900,1428.6
2017-03-30,1428,1479.95,1425.05,1466.2,8580200,1466.2
2017-03-31,1453.8,1454,1436.55,1442.55,2412800,1442.55
2017-04-03,1446,1450.1,1426,1433.2,1037200,1433.2
2017-04-04,1433.2,1433.2,1433.2,1433.2,0,1433.2
2017-04-05,1435.25,1446.5,1427.55,1432.35,1436000,1432.35
2017-04-06,1431.5,1443,1425.05,1438.5,1531100,1438.5
2017-04-07,1431.05,1445,1428.6,1438.85,1162000,1438.85
2017-04-10,1443,1443,1432.65,1434.15,848400,1434.15
2017-04-11,1434,1441.2,1431.5,1439.5,1089000,1439.5
2017-04-12,1439,1449.95,1435.5,1443.7,891200,1443.7
2017-04-13,1443,1448.9,1437.05,1440.3,1201000,1440.3
2017-04-14,1440.3,1440.3,1440.3,1440.3,0,1440.3
2017-04-17,1440.3,1443.8,1428.25,1436.8,1784200,1436.8
2017-04-18,1440,1455,1438,1447.3,909700,1447.3
2017-04-19,1447,1456.75,1438,1449,1084500,1449
2017-04-20,1453,1466.05,1452.95,1462.15,1445300,1462.15
2017-04-21,1466,1499,1453.3,1496.6,4314500,1496.6
