"Date","SHREECEM.NS.Open","SHREECEM.NS.High","SHREECEM.NS.Low","SHREECEM.NS.Close","SHREECEM.NS.Volume","SHREECEM.NS.Adjusted"
2016-09-19,16800,16888,16639.1,16706.3,10800,16706.3
2016-09-20,16831.6,17098.9,16710,16810.2,11500,16810.2
2016-09-21,16751,16941.6,16565.4,16685.3,23200,16685.3
2016-09-22,16696.6,17185.8,16696.6,17046.1,6200,17046.1
2016-09-23,17300,17420,16840,16960.8,13200,16960.8
2016-09-26,17030,17300,16601,17014.3,19800,17014.3
2016-09-27,17019.8,17183.8,16635,16800.6,16800,16800.6
2016-09-28,16939.9,17000,16725,16824.2,11300,16824.2
2016-09-29,16825,17120.4,15801,16988.9,12500,16988.9
2016-09-30,16988,17274.7,16700,17042.7,11700,17042.7
2016-10-03,17042.7,18490,16927.6,17892.9,17400,17892.9
2016-10-04,17900,17900,17549.1,17715.2,7200,17715.2
2016-10-05,17800,18179.9,17601.6,17767.6,12400,17767.6
2016-10-06,17863.3,17980.1,17510,17559.6,4600,17559.6
2016-10-07,17589.9,17750.9,17465.8,17637.7,3300,17637.7
2016-10-10,17650,17700,17450.1,17595.7,4000,17595.7
2016-10-11,17595.7,17595.7,17595.7,17595.7,0,17595.7
2016-10-12,17595.7,17595.7,17595.7,17595.7,0,17595.7
2016-10-13,17537.6,17800,17300.1,17484.4,22600,17484.4
2016-10-14,17358.2,17545.2,17022,17114.7,3600,17114.7
2016-10-17,17248,17560,17073.2,17454.8,40200,17454.8
2016-10-18,17590,17710,17219,17581.7,30700,17581.7
2016-10-19,17482.1,17614.4,17181.8,17287.1,7700,17287.1
2016-10-20,17400,17507.7,17161,17340.7,5300,17340.7
2016-10-21,17498.9,17500,17200,17231.8,5100,17231.8
2016-10-24,17231,17344,17151.1,17259.7,3500,17259.7
2016-10-25,17217.6,17349.9,17180,17237.4,4800,17237.4
2016-10-26,17237,17430.1,16754.1,16846.6,8900,16846.6
2016-10-27,16927.3,16927.3,16509.6,16719.1,23000,16719.1
2016-10-28,16600.1,16972.3,16509.8,16719.2,8800,16719.2
2016-10-31,16719.2,16719.2,16719.2,16719.2,0,16719.2
2016-11-01,16900.1,17300,16506,16815.2,9100,16815.2
2016-11-02,16647.1,16866,16320,16465.8,4100,16465.8
2016-11-03,16475,16600,15951,16122.2,10300,16122.2
2016-11-04,16189.8,16998,15885.8,16826.9,18200,16826.9
2016-11-07,17089,17248.8,15920,16400.9,45200,16400.9
2016-11-08,16430,17090,16430,16963.1,17500,16963.1
2016-11-09,15165,16700,15165,16352.6,30200,16352.6
2016-11-10,16724.9,16850.1,15511,15753.1,12300,15753.1
2016-11-11,15695,16449.9,14299.8,15269.3,21600,15269.3
2016-11-14,15269.3,15269.3,15269.3,15269.3,0,15269.3
2016-11-15,15269.3,15400,13628.8,14267.5,29700,14267.5
2016-11-16,14439.9,14439.9,13400,13931.5,30600,13931.5
2016-11-17,13652.9,14069,13148.2,13501.5,42000,13501.5
2016-11-18,13636.5,14675,13010,14129,41700,14129
2016-11-21,14143.2,14640,13960,14394.8,17300,14394.8
2016-11-22,14285,15095,14252.7,14924,20600,14924
2016-11-23,14939,15230,14850,15010.5,24600,15010.5
2016-11-24,15155,15249.5,14550,14969.2,24900,14969.2
2016-11-25,14977.6,15500,14900,15442.4,13100,15442.4
2016-11-28,15477.6,15532.8,15200,15448.2,8500,15448.2
2016-11-29,15639,15980,15450.1,15593.5,18800,15593.5
2016-11-30,15600,15782,15414.9,15571.6,21100,15571.6
2016-12-01,15555,15680,14652.3,14990.3,15500,14990.3
2016-12-02,14970,15188,14702,15063.3,10300,15063.3
2016-12-05,14912.7,15500,14904.8,15105.3,11400,15105.3
2016-12-06,15170,15627.3,15112,15506.3,16900,15506.3
2016-12-07,15550,15600,15130,15198.8,24900,15198.8
2016-12-08,15340,15500,15200,15395.3,11300,15395.3
2016-12-09,15400,15500,15002.1,15227.7,13200,15227.7
2016-12-12,15247.7,15350,14655,14752.7,18400,14752.7
2016-12-13,14650,15100,14341,14832.5,16100,14832.5
2016-12-14,14919.8,14927.2,14555.2,14773.2,6100,14773.2
2016-12-15,14604.1,14925,14455.2,14709.5,8000,14709.5
2016-12-16,14800,14827.2,13880,14112.8,21100,14112.8
2016-12-19,14132.8,14227.6,13920,14059.2,9900,14059.2
2016-12-20,14010,14163,13670,14011.2,10600,14011.2
2016-12-21,14149.9,14255,13940,14097.8,8900,14097.8
2016-12-22,14117.9,14124.6,13351,13471,12400,13471
2016-12-23,13569.8,13768,13140.3,13628.5,33800,13628.5
2016-12-26,13537.4,13537.4,13310,13395.2,3000,13395.2
2016-12-27,13415.2,13590,13233,13527.9,7200,13527.9
2016-12-28,13650,13930,13330,13737.1,15300,13737.1
2016-12-29,13757.1,13999,13572,13854.5,16000,13854.5
2016-12-30,13800,15180,13696,14733.4,22800,14733.4
2017-01-02,14700,14875.1,14364.6,14517.6,5300,14517.6
2017-01-03,14517.6,14517.6,14051,14128.5,14800,14128.5
2017-01-04,14211.1,14360,13930,14122.6,86800,14122.6
2017-01-05,14299,14325,14001,14156.9,8600,14156.9
2017-01-06,14219.9,14440,14120,14298.5,10300,14298.5
2017-01-09,14350,14480,14255,14388.8,6000,14388.8
2017-01-10,14481,14499,14302,14435.5,7600,14435.5
2017-01-11,14451,15200,14334.9,15002,16700,15002
2017-01-12,15125,15327.2,14679,14931.5,15200,14931.5
2017-01-13,14999,15100,14753,14956.8,6300,14956.8
2017-01-16,15097.7,15097.7,14664.3,14756,9200,14756
2017-01-17,14791.2,15051.2,14650,14966.6,8400,14966.6
2017-01-18,15000,15537.8,14980,15435.9,10900,15435.9
2017-01-19,15524,15743,15456.1,15647.9,17000,15647.9
2017-01-20,15491.4,16025.5,15255.3,15497.8,22600,15497.8
2017-01-23,15450,15590,15017,15169.7,13300,15169.7
2017-01-24,15151,15750,15119.8,15698.2,18900,15698.2
2017-01-25,15570,15974.8,15570,15793.2,13600,15793.2
2017-01-26,15793.2,15793.2,15793.2,15793.2,0,15793.2
2017-01-27,15800,16000,15800,15912.3,16600,15912.3
2017-01-30,15900,16080,15569.4,15726.2,9100,15726.2
2017-01-31,15845,15912,15370,15456.1,28300,15456.1
2017-02-01,15600,16111,15557.5,15937.7,16300,15937.7
2017-02-02,15960,15960,15620,15747.7,13500,15747.7
2017-02-03,15750,16199.9,15650.3,16047.3,13500,16047.3
2017-02-06,15910,16072.2,15910,15992.5,7000,15992.5
2017-02-07,15850,15971.8,15740,15943.8,66200,15943.8
2017-02-08,15872,15980,15790,15887.3,12900,15887.3
2017-02-09,15899.2,16106,15752.2,16009.4,9000,16009.4
2017-02-10,16097,16098,15890,16030.5,4800,16030.5
2017-02-13,16001,16125,15790,15877,5200,15877
2017-02-14,15900,15901.1,14930.2,15201.7,49200,15201.7
2017-02-15,15250,15599.9,15010,15418.5,9100,15418.5
2017-02-16,15326,15550,15211,15402.7,7600,15402.7
2017-02-17,15500,15520,15200.1,15343.2,9100,15343.2
2017-02-20,15283.8,15675,15283.8,15521.6,17800,15521.6
2017-02-21,15672.3,15801,15472.5,15746.9,24100,15746.9
2017-02-22,15730.2,16199.7,15653,16137.2,7200,16137.2
2017-02-23,16185,16544,16081.6,16390.3,22400,16390.3
2017-02-24,16390.3,16390.3,16390.3,16390.3,0,16390.3
2017-02-27,16390.2,16718.1,16101,16269.1,8500,16269.1
2017-02-28,16430,16497.7,15809.3,16111.2,24800,16111.2
2017-03-01,16320,16521.5,16010,16126.3,5100,16126.3
2017-03-02,16200,16390,15790,15848.6,8200,15848.6
2017-03-03,15998.8,16087.2,15800.2,15988.3,6600,15988.3
2017-03-06,16123,16298,16000,16101.2,9300,16101.2
2017-03-07,15955,16119,15727.5,15808.8,5200,15808.8
2017-03-08,15820,15980,15808.2,15903,14100,15903
2017-03-09,15903.7,16070,15654,15879.3,5900,15879.3
2017-03-10,16162.5,16162.5,15899.2,16002.6,11600,16002.6
2017-03-13,16002.6,16002.6,16002.6,16002.6,0,16002.6
2017-03-14,16102,16448.9,16002.6,16398.3,21100,16398.3
2017-03-15,16427.3,16485,16328.1,16394.3,18900,16394.3
2017-03-16,16450,16546.9,16442.3,16499.7,18400,16499.7
2017-03-17,16500,16571.7,16401.2,16495.8,20000,16495.8
2017-03-20,16449.9,16470,15950,16035.2,13200,16035.2
2017-03-21,16051.8,16400.1,16051.8,16302,18300,16302
2017-03-22,16139.2,16490,16085.7,16349.8,14800,16349.8
2017-03-23,16448.5,16513.3,16070,16143.7,17500,16143.7
2017-03-24,16200,16417.2,16200,16310.8,10700,16310.8
2017-03-27,16350,16502.5,16239.2,16462.2,12700,16462.2
2017-03-28,16450,16850,16340,16646.7,16300,16646.7
2017-03-29,16662,17500,16151,16814.2,45200,16814.2
2017-03-30,16899.9,17500,16236.3,17248.2,32300,17248.2
2017-03-31,17249,17474,16960.9,17083.2,28200,17083.2
2017-04-03,17100.4,17750,17052,17169.7,35800,17169.7
2017-04-04,17169.7,17169.7,17169.7,17169.7,0,17169.7
2017-04-05,17149.7,17496,16901,17394.3,10800,17394.3
2017-04-06,17394.3,17695,17220,17597.8,10900,17597.8
2017-04-07,17501,18000,17440.4,17826.2,25900,17826.2
2017-04-10,17639,17888,17561.1,17668,8200,17668
2017-04-11,17614.6,17798.8,17529.8,17675.8,12700,17675.8
2017-04-12,17743.4,17800,17501.4,17709.7,10100,17709.7
2017-04-13,17727.6,17820,17625.1,17698.4,9200,17698.4
2017-04-14,17698.4,17698.4,17698.4,17698.4,0,17698.4
2017-04-17,17650,17700.1,17560,17649.8,14300,17649.8
2017-04-18,17577.6,17800,17566.2,17687.9,8800,17687.9
2017-04-19,17580,17700.1,17501,17539.5,28500,17539.5
2017-04-20,17660,17678,17450,17504.9,44700,17504.9
2017-04-21,17700,17752.2,17537.1,17595.8,7000,17595.8
