"Date","PETRONET.NS.Open","PETRONET.NS.High","PETRONET.NS.Low","PETRONET.NS.Close","PETRONET.NS.Volume","PETRONET.NS.Adjusted"
2016-10-10,373.95,377.5,364.35,369.1,1677300,369.1
2016-10-11,369.1,369.1,369.1,369.1,0,369.1
2016-10-12,369.1,369.1,369.1,369.1,0,369.1
2016-10-13,368.95,384.8,366.8,380.45,3843600,380.45
2016-10-14,381.7,405,381.7,400.65,7178700,400.65
2016-10-17,402.55,410.9,399.2,402.25,5104300,402.25
2016-10-18,405.1,409,397.25,400.3,3767700,400.3
2016-10-19,401.95,403.95,381.5,383.15,6098200,383.15
2016-10-20,384.4,388.25,376.5,384.95,2444700,384.95
2016-10-21,387.95,392.9,383,389.1,2221300,389.1
2016-10-24,391.05,392.85,385.35,387,1115100,387
2016-10-25,387.1,389.05,376.05,381.7,1829300,381.7
2016-10-26,383,387.35,377.6,383.15,878500,383.15
2016-10-27,383.15,385,376.05,380.65,1620400,380.65
2016-10-28,381.45,391.6,381.45,388.8,1154700,388.8
2016-10-31,388.8,388.8,388.8,388.8,0,388.8
2016-11-01,392.4,394.4,380.65,382.8,1259600,382.8
2016-11-02,378.8,379.5,364,366.9,1376400,366.9
2016-11-03,365.55,369.6,352,356.2,2545900,356.2
2016-11-04,357.4,364.5,350.6,360.4,1427800,360.4
2016-11-07,364.9,365.35,353,355.9,2337700,355.9
2016-11-08,356,363.5,354.5,361.7,942500,361.7
2016-11-09,345,369.65,326,366.7,2511600,366.7
2016-11-10,369.85,391.9,367.55,388.1,1978900,388.1
2016-11-11,382,386.3,358.5,360.85,1005800,360.85
2016-11-14,360.85,360.85,360.85,360.85,0,360.85
2016-11-15,360,370.9,332.55,360.6,2748500,360.6
2016-11-16,363,366.95,351.8,353.85,1439100,353.85
2016-11-17,355.25,357,342.9,347.75,1892400,347.75
2016-11-18,371,379.35,362.4,376.25,10322000,376.25
2016-11-21,377.5,382.65,365.15,367.05,4013000,367.05
2016-11-22,373.1,379.75,368.05,377.6,1788900,377.6
2016-11-23,386,386,372.65,376.6,1883900,376.6
2016-11-24,375.8,378.6,368.3,370.2,1502500,370.2
2016-11-25,374,376,369.05,372.05,857700,372.05
2016-11-28,370,374.95,367.3,369.75,900300,369.75
2016-11-29,369.3,376.5,368.35,370.05,1108900,370.05
2016-11-30,371,390.8,371,388.7,1986600,388.7
2016-12-01,393,396.5,378.05,381.5,2254600,381.5
2016-12-02,381,385.4,376.6,378.3,901100,378.3
2016-12-05,382.1,382.1,373.4,375.1,1050900,375.1
2016-12-06,378.2,387.25,376.55,383.05,1386400,383.05
2016-12-07,388.05,394,378.3,386.9,2032900,386.9
2016-12-08,389.85,391.5,384.3,385.5,1097300,385.5
2016-12-09,388.45,390,383.45,386.75,807000,386.75
2016-12-12,386.3,387,377.3,379.8,566900,379.8
2016-12-13,381.6,381.6,371.5,375.8,854200,375.8
2016-12-14,373.95,382.6,371.5,379.55,1052500,379.55
2016-12-15,375,381.9,373.05,379.4,1185200,379.4
2016-12-16,381,381,371.3,375.65,1311000,375.65
2016-12-19,379,390,378.85,387.05,1985400,387.05
2016-12-20,389.85,390.7,371.3,372.95,1318600,372.95
2016-12-21,373.8,374.95,357.3,359.75,2332400,359.75
2016-12-22,356.05,364.2,351.2,361.7,1662500,361.7
2016-12-23,363.85,363.85,356.3,357.6,788300,357.6
2016-12-26,358.45,358.45,342.65,346.35,883000,346.35
2016-12-27,350.5,359.5,348.35,357.9,1014700,357.9
2016-12-28,359.9,369.55,354.9,365.8,1529800,365.8
2016-12-29,369.1,372,362.9,365.65,1068100,365.65
2016-12-30,370.65,373.2,365.05,367.45,945800,367.45
2017-01-02,369.9,373.7,365.65,370.85,481000,370.85
2017-01-03,372.9,384.45,370.9,380.75,1202500,380.75
2017-01-04,383,383.25,372.6,375,801700,375
2017-01-05,378.4,382.25,377,378.25,754100,378.25
2017-01-06,383.2,386,372.65,373.75,1843000,373.75
2017-01-09,374.95,378.5,371.7,373.5,819500,373.5
2017-01-10,373.95,374.6,360.9,362.1,2236300,362.1
2017-01-11,364.75,367.3,358.8,365.9,2473300,365.9
2017-01-12,368.3,374.65,365.6,371.35,2330100,371.35
2017-01-13,372,375,365.55,368.55,874200,368.55
2017-01-16,368.55,368.6,357.55,362.1,2102100,362.1
2017-01-17,360.6,364.1,357.8,360.1,1892600,360.1
2017-01-18,360.45,360.5,351.6,357.45,2683700,357.45
2017-01-19,358.85,370.5,358.1,369.35,2074400,369.35
2017-01-20,369.35,373.5,361.35,363.05,1272200,363.05
2017-01-23,364,367.05,355.05,364.65,1545900,364.65
2017-01-24,366.8,372.35,365,371.6,1102400,371.6
2017-01-25,376.5,376.7,372.25,374.75,1523600,374.75
2017-01-26,374.75,374.75,374.75,374.75,0,374.75
2017-01-27,375.4,394.2,375,392.95,3108500,392.95
2017-01-30,394.7,396.45,383,385.05,1727900,385.05
2017-01-31,385.05,386.8,372,373.95,1855000,373.95
2017-02-01,376.3,390.65,370.25,386.75,4188500,386.75
2017-02-02,391.15,396,383,386.1,2653000,386.1
2017-02-03,387.2,393.5,385.2,386.8,1109000,386.8
2017-02-06,389.45,392.8,384,387.35,1254500,387.35
2017-02-07,387,393.25,376.75,379.45,2812500,379.45
2017-02-08,380,380.85,372.1,374.85,2265100,374.85
2017-02-09,376,381.5,374.25,376.45,2338700,376.45
2017-02-10,377,383.35,376.1,381.25,1374400,381.25
2017-02-13,383.95,384,376.6,381.9,1338500,381.9
2017-02-14,389,389.35,381.2,384.75,1971700,384.75
2017-02-15,385,388,377.65,382.25,6156800,382.25
2017-02-16,384.85,388.3,380.05,386.1,1861700,386.1
2017-02-17,389,403,385.1,400.75,3717100,400.75
2017-02-20,404.6,407.6,397.65,400.3,2674800,400.3
2017-02-21,402.7,405,398,400.45,1326900,400.45
2017-02-22,403.5,406.95,394.75,397.25,2819600,397.25
2017-02-23,397,405.8,395.5,399.7,3411400,399.7
2017-02-24,399.7,399.7,399.7,399.7,0,399.7
2017-02-27,400,417,399.4,410.3,3751700,410.3
2017-02-28,412.7,416,403.8,406.6,1999900,406.6
2017-03-01,408.8,409.25,398.55,400.35,1452700,400.35
2017-03-02,402.5,406.4,387.7,389,1610500,389
2017-03-03,391.6,395.2,385.1,394.05,1740800,394.05
2017-03-06,396.85,399.3,391.7,397.75,936200,397.75
2017-03-07,398.05,399,394,394.9,683000,394.9
2017-03-08,395.1,395.7,385.3,386.5,824200,386.5
2017-03-09,385,392.4,378.2,389.6,1939900,389.6
2017-03-10,387,388,377.05,378.45,1381300,378.45
2017-03-13,378.45,378.45,378.45,378.45,0,378.45
2017-03-14,385.8,386.2,380,385.05,1458000,385.05
2017-03-15,385.25,391.75,382,389.3,1590800,389.3
2017-03-16,392,396,390.25,392.8,1008900,392.8
2017-03-17,393.05,395.35,387,392.9,2125400,392.9
2017-03-20,394.95,395.8,390.25,393.95,2292500,393.95
2017-03-21,393.7,396.9,390.25,395.05,1243200,395.05
2017-03-22,392,393.4,386,388.3,2298900,388.3
2017-03-23,391,396.5,387,394.75,3025100,394.75
2017-03-24,396,398,391.6,396.65,1826200,396.65
2017-03-27,396,408.5,395.1,406.6,3085000,406.6
2017-03-28,410,414.8,393.5,404.55,4052200,404.55
2017-03-29,394.75,410.5,392.85,403.1,3456800,403.1
2017-03-30,403.95,406.6,399.15,400.25,1054200,400.25
2017-03-31,404.35,406.25,401.15,403.15,1004000,403.15
2017-04-03,407.4,416.05,403.05,413.95,2415700,413.95
2017-04-04,413.95,413.95,413.95,413.95,0,413.95
2017-04-05,415.5,415.55,404.65,409.2,1543200,409.2
2017-04-06,408,412.8,406,411.75,1689600,411.75
2017-04-07,409.5,414.7,404.2,408.6,1038800,408.6
2017-04-10,408,415,408,413.4,814400,413.4
2017-04-11,415.4,427.3,415.3,421.85,4875800,421.85
2017-04-12,430,441.1,426,430.45,6626900,430.45
2017-04-13,433.9,433.9,422.95,424.45,2072600,424.45
2017-04-14,424.45,424.45,424.45,424.45,0,424.45
2017-04-17,425,441.95,425,439.85,1627500,439.85
2017-04-18,441.25,446.5,427.5,431.05,1404400,431.05
2017-04-19,427.55,446,427.2,442.05,1734600,442.05
2017-04-20,447,449.5,440.55,443.75,1184500,443.75
2017-04-21,448.9,454.5,432.2,433.7,2391100,433.7
