"Date","STAR.NS.Open","STAR.NS.High","STAR.NS.Low","STAR.NS.Close","STAR.NS.Volume","STAR.NS.Adjusted"
2016-08-23,968,976.95,946.65,956.85,399600,956.85
2016-08-24,960,980,956,963.05,1869400,963.05
2016-08-25,970,980,957,959.25,940300,959.25
2016-08-26,967,972,950.95,952.8,359400,952.8
2016-08-29,950,950,918,931.75,409700,931.75
2016-08-30,932.65,956,932.65,951.4,344500,951.4
2016-08-31,955,964,947.6,951.25,207800,951.25
2016-09-01,952.1,956,935.25,940.25,227400,940.25
2016-09-02,942.3,950,935.05,941.8,174000,941.8
2016-09-05,941.8,941.8,941.8,941.8,0,941.8
2016-09-06,942,952,939.8,942.5,173000,942.5
2016-09-07,946.9,949.85,929.05,935.6,697500,935.6
2016-09-08,936,975.1,927.2,971.75,686300,971.75
2016-09-09,974.4,1001.75,973.95,983.45,1076900,983.45
2016-09-12,966,1013.15,955.25,1006.75,837900,1006.75
2016-09-13,1006.75,1006.75,1006.75,1006.75,0,1006.75
2016-09-14,1012,1020,985.85,1016.75,581000,1016.75
2016-09-15,1015.5,1041.85,1012,1035.85,620900,1035.85
2016-09-16,1040,1048.35,1013.65,1022.6,872700,1022.6
2016-09-19,1026.5,1041.7,1023.15,1035.45,163200,1035.45
2016-09-20,1039,1061,1034.25,1046.7,453500,1046.7
2016-09-21,1046.7,1051.15,1021.3,1030.95,364800,1030.95
2016-09-22,1046,1046,1021.6,1028.95,330400,1028.95
2016-09-23,1040,1046.8,1025,1033.4,256000,1033.4
2016-09-26,1033.4,1055,1027.15,1047.45,409300,1047.45
2016-09-27,1053,1060,1035,1043.6,222400,1043.6
2016-09-28,1043.65,1064,1041.3,1055.95,769500,1055.95
2016-09-29,1056,1059.95,978.5,996.65,895400,996.65
2016-09-30,996,1015,990,1005.95,646300,1005.95
2016-10-03,1014.7,1023,995.1,1018.05,691800,1018.05
2016-10-04,1018.1,1032,1005.25,1016.7,331900,1016.7
2016-10-05,1015,1018.7,994.9,1005.85,654000,1005.85
2016-10-06,1005.9,1014.8,991.95,1001.25,191100,1001.25
2016-10-07,1001.3,1008.75,991.4,996.9,151400,996.9
2016-10-10,996.5,1002.55,978.75,983.2,369900,983.2
2016-10-11,983.2,983.2,983.2,983.2,0,983.2
2016-10-12,983.2,983.2,983.2,983.2,0,983.2
2016-10-13,988,997,972.4,977.95,252700,977.95
2016-10-14,980.6,991.9,967.05,976.25,239600,976.25
2016-10-17,976.25,983.7,961.2,974.25,193100,974.25
2016-10-18,976.15,980.1,968,978.5,146700,978.5
2016-10-19,982.8,1015,978.2,1011.15,362600,1011.15
2016-10-20,1019.9,1019.9,999.45,1002,156300,1002
2016-10-21,1002,1011.45,992,999.75,142100,999.75
2016-10-24,1008,1008,985.1,988.95,147400,988.95
2016-10-25,990.45,991.95,975,979.35,153000,979.35
2016-10-26,980.5,980.5,950.3,957.15,198900,957.15
2016-10-27,957.2,957.6,935,938.45,239600,938.45
2016-10-28,939.25,1062,937.1,1045.95,2377700,1045.95
2016-10-31,1045.95,1045.95,1045.95,1045.95,0,1045.95
2016-11-01,1040,1075,1025.35,1058.15,1091600,1058.15
2016-11-02,1046,1059.75,1035.05,1047.7,305100,1047.7
2016-11-03,1051,1147,1051,1123.65,2463700,1123.65
2016-11-04,1118,1118,1045,1062.75,1186600,1062.75
2016-11-07,1085,1123,1063,1092.8,736300,1092.8
2016-11-08,1095.5,1102.2,1068,1083.35,436200,1083.35
2016-11-09,985.15,1089,975.05,1074.45,858900,1074.45
2016-11-10,1100,1119,1087.1,1100.85,485800,1100.85
2016-11-11,1071,1098.15,1057.5,1064.55,283800,1064.55
2016-11-14,1064.55,1064.55,1064.55,1064.55,0,1064.55
2016-11-15,1057,1072.45,1022,1034.9,427900,1034.9
2016-11-16,1048.8,1063.45,1018.05,1026.05,292400,1026.05
2016-11-17,1022,1038,1015,1028.95,234000,1028.95
2016-11-18,1043.9,1074.3,1028.85,1038.85,400400,1038.85
2016-11-21,1040,1046.9,1005,1021.9,387400,1021.9
2016-11-22,1006.95,1061,1006.85,1050.6,426100,1050.6
2016-11-23,1060,1095,1044,1088.55,401500,1088.55
2016-11-24,1093.95,1107.6,1064.5,1075,467400,1075
2016-11-25,1074.1,1095.2,1070.1,1080.6,175700,1080.6
2016-11-28,1091,1100.55,1071,1093.85,245600,1093.85
2016-11-29,1099,1100,1081.95,1089.85,177500,1089.85
2016-11-30,1095,1104,1068.2,1095.4,347900,1095.4
2016-12-01,1095.4,1100,1067,1076,160300,1076
2016-12-02,1070,1097,1068,1075.3,170600,1075.3
2016-12-05,1070,1100,1062.5,1080.65,254400,1080.65
2016-12-06,1090.95,1095.5,1080.65,1088.1,125100,1088.1
2016-12-07,1095,1095,1074.05,1078.5,129000,1078.5
2016-12-08,1078.5,1095,1078,1082.15,519300,1082.15
2016-12-09,1095,1129,1078.15,1119.7,603700,1119.7
2016-12-12,1119,1122,1095.5,1105,170100,1105
2016-12-13,1105,1115,1090,1097.4,219500,1097.4
2016-12-14,1100,1106,1088,1091.15,159700,1091.15
2016-12-15,1078,1109.2,1078,1089.5,137500,1089.5
2016-12-16,1084,1106.65,1082.2,1101.4,379800,1101.4
2016-12-19,1095,1102,1068.4,1073.3,263100,1073.3
2016-12-20,1074,1076.9,1041.75,1049.1,173500,1049.1
2016-12-21,1055.7,1070,1045.1,1066.6,153600,1066.6
2016-12-22,1076.8,1076.8,1038.75,1043.65,245200,1043.65
2016-12-23,1040,1050,1020.1,1040.35,261700,1040.35
2016-12-26,1030,1041.45,1014.1,1023.55,192900,1023.55
2016-12-27,1034.7,1046.85,1025.3,1043.25,232700,1043.25
2016-12-28,1044.3,1058.8,1028.6,1031.4,250500,1031.4
2016-12-29,1033.85,1069.4,1030,1064.35,290500,1064.35
2016-12-30,1065,1071.95,1052.1,1062.2,201200,1062.2
2017-01-02,1063.4,1073.9,1053.75,1068.45,180800,1068.45
2017-01-03,1065,1069.9,1042.6,1048.5,360300,1048.5
2017-01-04,1054,1082.2,1050.1,1073.5,225200,1073.5
2017-01-05,1075.5,1099,1075,1094.8,214700,1094.8
2017-01-06,1100,1108.8,1079.7,1098.85,383500,1098.85
2017-01-09,1095,1162,1093.2,1157.4,885200,1157.4
2017-01-10,1163,1173.8,1143.15,1167.35,537500,1167.35
2017-01-11,1171.95,1182,1164,1176,214300,1176
2017-01-12,1155,1175,1145.5,1155.35,214700,1155.35
2017-01-13,1150,1158.7,1138.1,1148.85,387600,1148.85
2017-01-16,1144,1152.75,1136.4,1147.65,153300,1147.65
2017-01-17,1147,1151.85,1132.55,1139.6,146700,1139.6
2017-01-18,1135,1140.7,1121.6,1125.85,221800,1125.85
2017-01-19,1125,1137.3,1113.1,1120.95,208200,1120.95
2017-01-20,1116,1132,1098.2,1104.95,224400,1104.95
2017-01-23,1105,1110,1093.1,1106.05,146600,1106.05
2017-01-24,1100,1138.1,1099.95,1127.25,366800,1127.25
2017-01-25,1140.95,1145,1105.05,1136.25,543500,1136.25
2017-01-26,1136.25,1136.25,1136.25,1136.25,0,1136.25
2017-01-27,1136,1152,1109.4,1125.05,365100,1125.05
2017-01-30,1124.85,1134,1111,1113.25,255800,1113.25
2017-01-31,1110,1114.8,1092.6,1096.05,187500,1096.05
2017-02-01,1083.15,1106.8,1070.85,1084.15,392800,1084.15
2017-02-02,1080,1097.8,1053,1083.95,614100,1083.95
2017-02-03,1091,1274.7,1091,1194.65,3461300,1194.65
2017-02-06,1205,1209.9,1162.6,1189.65,754700,1189.65
2017-02-07,1194.2,1221.45,1177.55,1206.6,426500,1206.6
2017-02-08,1205,1211.4,1185.6,1198.05,190500,1198.05
2017-02-09,1199.9,1211,1193.2,1205.35,369400,1205.35
2017-02-10,1205,1218.1,1180.9,1189.15,178400,1189.15
2017-02-13,1187,1189.85,1166.2,1180.6,160200,1180.6
2017-02-14,1181,1184.55,1166.9,1173.6,124600,1173.6
2017-02-15,1174,1194.9,1158.1,1163.95,204600,1163.95
2017-02-16,1170,1192.55,1158.2,1188.95,165000,1188.95
2017-02-17,1188,1196.95,1177.1,1184.2,144000,1184.2
2017-02-20,1186,1212.45,1184.85,1193.65,290700,1193.65
2017-02-21,1199.95,1203.45,1180,1182.5,156100,1182.5
2017-02-22,1189.95,1189.95,1143.6,1152,304400,1152
2017-02-23,1150.1,1176.8,1148,1168.25,327100,1168.25
2017-02-24,1168.25,1168.25,1168.25,1168.25,0,1168.25
2017-02-27,1172,1195,1169.55,1172.5,292900,1172.5
2017-02-28,1177.15,1184.5,1155.1,1162.65,155800,1162.65
2017-03-01,1167.8,1183,1163.3,1168.65,190800,1168.65
2017-03-02,1167,1173.95,1132.35,1142.05,173800,1142.05
2017-03-03,1128,1157,1128,1150.35,92900,1150.35
2017-03-06,1141,1172,1141,1168.4,149400,1168.4
2017-03-07,1164.15,1169.05,1142.25,1145.65,249900,1145.65
2017-03-08,1145,1161,1135.55,1146.55,256100,1146.55
2017-03-09,1146,1152.7,1137,1140.35,77600,1140.35
2017-03-10,1116,1149.95,1116,1134.8,176100,1134.8
2017-03-13,1134.8,1134.8,1134.8,1134.8,0,1134.8
2017-03-14,1148,1185,1141,1152.8,181200,1152.8
2017-03-15,1159,1159,1143,1148.5,81300,1148.5
2017-03-16,1148.5,1159.7,1130,1143.7,285200,1143.7
2017-03-17,1144.95,1146.25,1127.5,1131.2,495700,1131.2
2017-03-20,1131.55,1163.85,1120,1159.4,1042700,1159.4
2017-03-21,1170,1172,1140.15,1153.05,407100,1153.05
2017-03-22,1143,1155,1141.35,1149.55,188100,1149.55
2017-03-23,1153,1155,1145.6,1149.25,142900,1149.25
2017-03-24,1141,1150.55,1136.05,1139.65,213800,1139.65
2017-03-27,1125,1129.75,1108,1118.35,330400,1118.35
2017-03-28,1118.35,1141.65,1113,1129.6,207900,1129.6
2017-03-29,1130,1137.25,1109,1115.5,236000,1115.5
2017-03-30,1113,1123.7,1097.8,1103.8,663300,1103.8
2017-03-31,1098,1104.9,1091,1098.5,587600,1098.5
2017-04-03,1095,1139.9,1095,1129.1,240100,1129.1
2017-04-04,1129.1,1129.1,1129.1,1129.1,0,1129.1
2017-04-05,1128,1147,1118.15,1127.5,276200,1127.5
2017-04-06,1123.7,1133,1114.4,1120.7,212000,1120.7
2017-04-07,1118.85,1130,1095.15,1104.65,205000,1104.65
2017-04-10,1105.3,1115.6,1093.1,1098.7,171000,1098.7
2017-04-11,1098.7,1107,1089.1,1092.5,181300,1092.5
2017-04-12,1094.95,1119,1082,1101.1,333200,1101.1
2017-04-13,1096.05,1117.7,1096.05,1104.95,143700,1104.95
2017-04-14,1104.95,1104.95,1104.95,1104.95,0,1104.95
2017-04-17,1109.85,1119.95,1092.1,1106.1,127100,1106.1
2017-04-18,1096,1110.2,1091.45,1096.95,157800,1096.95
2017-04-19,1097.5,1103.75,1072,1077.75,159100,1077.75
2017-04-20,1077,1099.4,1075.05,1089.75,167100,1089.75
2017-04-21,1089.75,1094.2,1081.5,1084.85,64800,1084.85
