"Date","LT.NS.Open","LT.NS.High","LT.NS.Low","LT.NS.Close","LT.NS.Volume","LT.NS.Adjusted"
2016-07-14,1558.95,1570.95,1543,1564.45,1273000,1545.4475
2016-07-15,1566.1,1595,1557.15,1585.85,1618900,1566.5876
2016-07-18,1588,1603.65,1565,1574.4,1236900,1555.2767
2016-07-19,1572,1583.5,1561.6,1572.8,1284100,1553.6962
2016-07-20,1573,1586,1568.55,1570.85,1193900,1551.7698
2016-07-21,1575,1575,1552,1557.55,1118800,1538.6314
2016-07-22,1560.1,1577.9,1552.55,1574,1251400,1554.8815
2016-07-25,1572,1588.8,1563,1585.9,1473100,1566.637
2016-07-26,1588.5,1598,1581.1,1592.7,1152700,1573.3544
2016-07-27,1596.3,1615,1586.65,1602.15,1644600,1582.6896
2016-07-28,1604,1606.6,1561.4,1577.25,1874300,1558.0921
2016-07-29,1590,1593.45,1550,1558.85,2818600,1539.9155
2016-08-01,1559.05,1586,1490,1493.7,6103600,1475.5569
2016-08-02,1496,1513.8,1490.25,1503.35,1607200,1485.0897
2016-08-03,1508,1517.15,1470.5,1478.6,1746400,1460.6403
2016-08-04,1496,1496,1460.4,1469.15,1502800,1451.3051
2016-08-05,1480.35,1516.75,1478,1512.2,1870400,1493.8321
2016-08-08,1520,1524.65,1497.1,1507.15,935900,1488.8436
2016-08-09,1509.9,1510,1487.4,1500.95,1243600,1482.7188
2016-08-10,1501.35,1504,1476.35,1483.2,1122100,1465.1844
2016-08-11,1475.05,1479,1462.85,1474.7,1493500,1456.7876
2016-08-12,1479,1505.7,1478.5,1491.9,1106000,1473.7788
2016-08-15,1491.9,1491.9,1491.9,1491.9,0,1473.7788
2016-08-16,1493.95,1512.65,1472,1506.35,1740500,1488.0532
2016-08-17,1503.75,1514.25,1491,1502.5,923100,1484.25
2016-08-18,1491,1498.7,1480,1482.1,1187100,1482.1
2016-08-19,1488,1497,1479.65,1494.35,928100,1494.35
2016-08-22,1495,1504,1479,1492.65,1225300,1492.65
2016-08-23,1492.65,1494.7,1463.2,1477.15,848900,1477.15
2016-08-24,1475,1488.45,1465.05,1473.5,820400,1473.5
2016-08-25,1476.1,1483.3,1450.5,1454.65,1744100,1454.65
2016-08-26,1455,1459.95,1420.4,1427.2,1859100,1427.2
2016-08-29,1432,1463.75,1419.2,1459.5,1396100,1459.5
2016-08-30,1468,1477.8,1457.85,1475.65,1732200,1475.65
2016-08-31,1475,1517.95,1470.3,1512.95,2768100,1512.95
2016-09-01,1513,1517.55,1502.05,1507.1,1270500,1507.1
2016-09-02,1507.1,1512.5,1486.8,1505.05,1170300,1505.05
2016-09-05,1505.05,1505.05,1505.05,1505.05,0,1505.05
2016-09-06,1512.2,1524.25,1503.15,1516.4,1307200,1516.4
2016-09-07,1522.7,1541.45,1510,1518.25,1765500,1518.25
2016-09-08,1525.55,1545.95,1521.15,1539.5,1128100,1539.5
2016-09-09,1540,1541.1,1510,1517.7,1508600,1517.7
2016-09-12,1488,1491.6,1459.9,1463.2,1302300,1463.2
2016-09-13,1463.2,1463.2,1463.2,1463.2,0,1463.2
2016-09-14,1463.2,1482,1456.1,1475.3,1145800,1475.3
2016-09-15,1475.1,1477.05,1457.15,1470.25,750800,1470.25
2016-09-16,1477.1,1499,1468.5,1473.2,1408100,1473.2
2016-09-19,1476,1490,1464,1479.8,628300,1479.8
2016-09-20,1478,1484.35,1468.55,1475.95,731400,1475.95
2016-09-21,1480,1487.9,1466.3,1472.1,891300,1472.1
2016-09-22,1490,1504,1477,1499.95,1301900,1499.95
2016-09-23,1505,1517.5,1490.6,1497,2081100,1497
2016-09-26,1492,1511.95,1461.6,1465.7,1414700,1465.7
2016-09-27,1470.05,1476.3,1431.45,1436.4,1879400,1436.4
2016-09-28,1442,1467,1438.45,1455.9,1595400,1455.9
2016-09-29,1461.6,1469,1420.45,1437.6,2026800,1437.6
2016-09-30,1435,1440.55,1411.5,1433.15,2331900,1433.15
2016-10-03,1438.05,1474.75,1435.2,1470.7,1454400,1470.7
2016-10-04,1476.8,1479.55,1443.35,1449.15,1526400,1449.15
2016-10-05,1460,1461.9,1441.15,1453.95,1373200,1453.95
2016-10-06,1464,1467.45,1446,1454.5,1084900,1454.5
2016-10-07,1453,1459.9,1441,1456.95,732500,1456.95
2016-10-10,1460.95,1465.4,1447.05,1450,583900,1450
2016-10-11,1450,1450,1450,1450,0,1450
2016-10-12,1450,1450,1450,1450,0,1450
2016-10-13,1438.9,1447.5,1431.3,1438.4,1773300,1438.4
2016-10-14,1444,1477.4,1438.6,1474.85,1754800,1474.85
2016-10-17,1474.9,1477,1441,1447.95,1427200,1447.95
2016-10-18,1457.7,1491.9,1451.05,1488.25,1322000,1488.25
2016-10-19,1488.25,1501,1476.05,1491.05,1431200,1491.05
2016-10-20,1496,1507.5,1482.55,1503.65,1001500,1503.65
2016-10-21,1504,1514.1,1493.1,1510.85,1113800,1510.85
2016-10-24,1516.65,1520,1486.8,1492.65,1011300,1492.65
2016-10-25,1495,1499.35,1478.7,1484.1,558800,1484.1
2016-10-26,1479.7,1489,1470.55,1482.3,578400,1482.3
2016-10-27,1479.75,1482.9,1457.1,1475.3,1627100,1475.3
2016-10-28,1471,1484.9,1463,1480.7,808600,1480.7
2016-10-31,1480.7,1480.7,1480.7,1480.7,0,1480.7
2016-11-01,1481,1481.05,1460,1463.15,631400,1463.15
2016-11-02,1447.8,1455,1436.5,1448.65,995600,1448.65
2016-11-03,1442.15,1466.65,1442,1444.2,941200,1444.2
2016-11-04,1426.9,1434.4,1396.9,1419.8,12426000,1419.8
2016-11-07,1425,1431.7,1392.35,1398,1439100,1398
2016-11-08,1405.5,1406,1384,1397.2,1254400,1397.2
2016-11-09,1320,1409.1,1295.1,1390.45,3171500,1390.45
2016-11-10,1400.55,1427,1400.55,1412.1,1844200,1412.1
2016-11-11,1396.9,1409,1386,1388.8,1678800,1388.8
2016-11-14,1388.8,1388.8,1388.8,1388.8,0,1388.8
2016-11-15,1379,1407.5,1363.25,1370.3,2638700,1370.3
2016-11-16,1387.3,1388.3,1351,1375.55,2199800,1375.55
2016-11-17,1378.2,1384,1360,1371,918400,1371
2016-11-18,1372,1382.35,1361,1370.45,1103200,1370.45
2016-11-21,1378.7,1378.7,1340,1347.9,1308500,1347.9
2016-11-22,1358.25,1360,1304.5,1329.55,2056500,1329.55
2016-11-23,1357,1385,1348,1357.25,4995400,1357.25
2016-11-24,1353.9,1365.9,1340,1349.65,2876900,1349.65
2016-11-25,1357.8,1375.2,1336.4,1370.7,2043800,1370.7
2016-11-28,1370.45,1372.2,1350,1356.95,1185200,1356.95
2016-11-29,1357,1369.7,1349.05,1352.45,1160800,1352.45
2016-11-30,1365,1391.25,1350,1382.75,2890400,1382.75
2016-12-01,1386.4,1402.5,1372.8,1388.35,1434600,1388.35
2016-12-02,1378,1379.6,1359,1361.85,811800,1361.85
2016-12-05,1360.2,1364.8,1349.1,1356.15,708500,1356.15
2016-12-06,1358.15,1374,1357.8,1362.15,1181200,1362.15
2016-12-07,1368,1375.1,1350,1353.8,1038500,1353.8
2016-12-08,1365.15,1375.75,1361.8,1366.95,925800,1366.95
2016-12-09,1372.9,1373.3,1357,1362.2,807500,1362.2
2016-12-12,1360,1374.9,1356.1,1364.95,1090800,1364.95
2016-12-13,1366,1378.9,1365.2,1375.7,1445400,1375.7
2016-12-14,1381.9,1381.9,1357.1,1359.95,907200,1359.95
2016-12-15,1349.75,1367.1,1349,1356.85,600300,1356.85
2016-12-16,1356.3,1364.5,1352.05,1360.6,1051600,1360.6
2016-12-19,1357.5,1359,1341.55,1344.95,765400,1344.95
2016-12-20,1345,1361.2,1344.15,1355.5,785100,1355.5
2016-12-21,1358.2,1360.55,1340,1342,633400,1342
2016-12-22,1340.75,1344,1312.05,1314.65,905000,1314.65
2016-12-23,1315.75,1342,1302.5,1337.45,1424400,1337.45
2016-12-26,1335.6,1345,1318.35,1337.6,799100,1337.6
2016-12-27,1340,1359.5,1329.1,1355.6,814900,1355.6
2016-12-28,1357,1363.25,1346,1349.95,862800,1349.95
2016-12-29,1341.55,1354,1330.4,1339.2,1340400,1339.2
2016-12-30,1345,1355.5,1344,1349.1,853900,1349.1
2017-01-02,1356.05,1369,1349.15,1359.6,984500,1359.6
2017-01-03,1360,1375,1352.2,1367.2,908900,1367.2
2017-01-04,1375,1381.35,1370.5,1376.6,1429800,1376.6
2017-01-05,1382.25,1395,1378,1392.3,1854300,1392.3
2017-01-06,1395,1403.7,1387.6,1390.95,975200,1390.95
2017-01-09,1392,1397.95,1376.7,1380.65,546300,1380.65
2017-01-10,1380.25,1395,1377.55,1387.5,906400,1387.5
2017-01-11,1398,1417.85,1395,1412.35,1009600,1412.35
2017-01-12,1414.9,1454.3,1414,1449.35,1804900,1449.35
2017-01-13,1460,1460,1432.2,1438.75,933800,1438.75
2017-01-16,1435,1450,1432.3,1442.8,701800,1442.8
2017-01-17,1440,1459.95,1440,1445.75,949200,1445.75
2017-01-18,1446,1469,1446,1452.45,1025400,1452.45
2017-01-19,1453,1463,1445.05,1449.45,679900,1449.45
2017-01-20,1449.45,1453.9,1411,1414.75,1451600,1414.75
2017-01-23,1412,1413,1381.9,1393.55,2356000,1393.55
2017-01-24,1398.25,1424,1398,1419.8,1253100,1419.8
2017-01-25,1424.8,1454,1420.4,1449.75,1529800,1449.75
2017-01-26,1449.75,1449.75,1449.75,1449.75,0,1449.75
2017-01-27,1451.05,1470.25,1433.35,1439.9,1247400,1439.9
2017-01-30,1443,1467,1438,1442.8,1734300,1442.8
2017-01-31,1440,1455,1427,1446.25,1262700,1446.25
2017-02-01,1447.95,1494.85,1446.3,1490.25,2385000,1490.25
2017-02-02,1491.6,1494,1470.3,1476.5,1505200,1476.5
2017-02-03,1476.5,1488,1457,1480.7,1100300,1480.7
2017-02-06,1485,1500,1479.4,1483.8,1017800,1483.8
2017-02-07,1480.2,1504.8,1472.15,1500.3,1666300,1500.3
2017-02-08,1504.8,1511,1489.25,1506.85,1126500,1506.85
2017-02-09,1508,1510.85,1476.4,1490.7,1019500,1490.7
2017-02-10,1495.25,1508.15,1492.25,1501.95,867300,1501.95
2017-02-13,1505.55,1509,1481.55,1500.15,620000,1500.15
2017-02-14,1505,1506.95,1486,1492.6,617600,1492.6
2017-02-15,1492.7,1505.7,1476.15,1480,1301600,1480
2017-02-16,1483.9,1485,1461.05,1470.25,1381200,1470.25
2017-02-17,1471.05,1485,1465,1478,685700,1478
2017-02-20,1482.85,1492,1475.05,1482.65,736900,1482.65
2017-02-21,1476,1490.1,1476,1483.3,647000,1483.3
2017-02-22,1483,1488.75,1472.8,1476.95,860800,1476.95
2017-02-23,1480,1506,1468.2,1486.6,1450200,1486.6
2017-02-24,1486.6,1486.6,1486.6,1486.6,0,1486.6
2017-02-27,1494.7,1500,1460.1,1465.85,1035900,1465.85
2017-02-28,1472,1487.95,1466.15,1469.2,1182300,1469.2
2017-03-01,1472,1484.85,1471.15,1476.15,812900,1476.15
2017-03-02,1482.05,1495.35,1470,1473.95,1280100,1473.95
2017-03-03,1471.35,1478.35,1460,1470.35,803300,1470.35
2017-03-06,1468,1489,1468,1485.6,547900,1485.6
2017-03-07,1484,1491.55,1479.45,1486.4,661000,1486.4
2017-03-08,1484.4,1494.5,1468.85,1476.3,949500,1476.3
2017-03-09,1472.9,1482.8,1465,1476.9,740700,1476.9
2017-03-10,1480.9,1497.5,1480.05,1491.6,1224100,1491.6
2017-03-13,1491.6,1491.6,1491.6,1491.6,0,1491.6
2017-03-14,1517,1568.7,1517,1558.1,4816500,1558.1
2017-03-15,1557,1560,1540.2,1548.9,1605900,1548.9
2017-03-16,1559,1575,1558,1571.05,1597400,1571.05
2017-03-17,1571.05,1572.9,1544.15,1552.55,1285300,1552.55
2017-03-20,1554,1555.4,1535.25,1537.65,961400,1537.65
2017-03-21,1550,1564.6,1543,1549.05,1610100,1549.05
2017-03-22,1537.85,1551.75,1525.4,1529.85,2247600,1529.85
2017-03-23,1537,1558.4,1519.05,1543.9,1674500,1543.9
2017-03-24,1548,1558,1541.5,1551.2,898400,1551.2
2017-03-27,1549.9,1555,1538,1543.9,1055700,1543.9
2017-03-28,1548,1557.8,1541.1,1544.25,1752600,1544.25
2017-03-29,1554,1567.6,1550,1556.55,1520200,1556.55
2017-03-30,1563,1570,1552.25,1557.45,1525500,1557.45
2017-03-31,1552.1,1593.65,1552.1,1574.9,2362000,1574.9
2017-04-03,1581.9,1666,1576.6,1661,4384500,1661
2017-04-04,1661,1661,1661,1661,0,1661
2017-04-05,1661,1699.95,1647.85,1696.45,3453100,1696.45
2017-04-06,1685,1702.35,1669,1683.2,1827200,1683.2
2017-04-07,1675,1719.95,1671.1,1685.5,2731000,1685.5
2017-04-10,1688,1709.1,1663,1674.05,1604200,1674.05
2017-04-11,1674.05,1709,1671,1704.9,1316000,1704.9
2017-04-12,1695,1711.5,1676.3,1702.8,1423300,1702.8
2017-04-13,1694.5,1694.5,1672.45,1678.55,1316900,1678.55
2017-04-14,1678.55,1678.55,1678.55,1678.55,0,1678.55
2017-04-17,1680,1689.6,1670.9,1681.35,756800,1681.35
2017-04-18,1684,1698.95,1663.2,1669.5,1226300,1669.5
2017-04-19,1670,1675,1661.85,1670.55,772100,1670.55
2017-04-20,1673.9,1686.6,1663.2,1681.2,696100,1681.2
2017-04-21,1695,1701.7,1680,1687.5,1610600,1687.5
